f1,f2,f3,f4,f5,f6,f7,clase
0.5505612013934905,0.15476209373737804,0.0,0.0,0.6363633835212775,0.216494065730707,0.35353607357706723,0
0.07865173453700125,0.2857150416161787,0.0,0.0,0.6136361297571816,0.3298962170145377,0.4444451260269568,0
0.629212782847733,0.2857150416161787,0.0,0.0,0.5568179675342827,0.3505149112973541,0.4646470906767973,0
0.662920731560635,0.39285778537375193,0.0,0.0,0.5909088759930858,0.4329890211569602,0.36363705590198747,0
0.25842556569546593,0.1904766944107858,0.0,0.0,0.6249998261708783,0.22680341287211525,0.35353607357706723,0
0.7528083032088334,0.2738102923097817,0.0,0.0,0.4090908458803194,0.3608240360148758,0.4646470906767973,0
0.32584321263851257,0.1428584026936312,0.0,0.0,0.4999998609367027,0.20618471858929882,0.343435091252147,0
0.23595520361100358,0.21428584026936315,0.0,0.0,0.5795452212983785,0.2577314542963398,0.39394000287674824,0
0.22471892912049585,0.3333340388417668,0.0,0.0,0.5227271147007985,0.49484465915763637,0.5757581077765274,0
0.47190953246338596,0.2857150416161787,0.0,0.0,0.6363633835212775,0.15463798288225777,0.3030309504268587,0
0.47190953246338596,0.09523834720539293,0.0,0.0,0.6477270799349741,0.24742210715493165,0.37373803822690776,0
0.2808981146764815,0.3809530360673549,0.0,0.0,0.4999998609367027,0.14432863574084953,0.29292912199950927,0
0.43820180244013923,0.1904766944107858,0.0,0.0,0.5227271147007985,0.216494065730707,0.35353607357706723,0
0.5730330943055402,0.4047625346801483,0.0,0.0,0.5227271147007985,0.2989683980141996,0.35353607357706723,0
0.24719147810151137,0.32142928953536976,0.0,0.0,0.5454543684648943,0.13401928859944134,0.28282877425141084,0
0.2808981146764815,0.2857150416161787,0.0,0.0,0.5227271147007985,0.42267967401555195,0.525253048084001,0
0.3820219608151876,0.34523878814816383,0.0,0.0,0.43181796058111777,0.216494065730707,0.35353607357706723,0
0.4943814253754355,0.13095294787880069,0.0,0.0,0.6249998261708783,0.5051539395718786,0.5858590901014477,0
0.25842556569546593,0.2857150416161787,0.0,0.0,0.44318165699481443,0.2577314542963398,0.383839020551828,0
0.46067369535218883,0.48809577982492813,0.0,0.0,0.44318165699481443,0.1855660243064824,0.32323291507669916,0
0.44943763955133637,0.34523878814816383,0.0,0.0,0.43181796058111777,0.19587537144789058,0.0,0
0.3483142307919409,0.08333465616164609,0.0,0.0,0.8295445537945507,0.020618694282816485,0.1414154447537419,0
0.5730330943055402,0.45238153190573704,0.0,0.0,0.4659089107589102,0.31958709229701604,0.43434393217642925,0
0.3370773002324672,0.0,0.0,0.0,0.6363633835212775,0.08247477713126578,0.23232492025484608,0
0.4044938537272372,0.2738102923097817,0.0,0.0,0.5454543684648943,0.19587537144789058,0.23232492025484608,0
0.32584321263851257,0.25000061731987927,0.0,0.0,0.5454543684648943,0.42267967401555195,0.525253048084001,0
0.2808981146764815,0.2857150416161787,0.0,0.0,0.5340906720511976,0.3092777451556078,0.424242949851509,0
0.23595520361100358,0.41666728398654596,0.0,0.0,0.5681815942772673,0.2989683980141996,0.4141419675265888,0
0.48314558826423837,0.25000061731987927,0.0,0.0,0.602272433343485,0.3298962170145377,0.4444451260269568,0
0.48314558826423837,0.2738102923097817,0.0,0.0,0.5340906720511976,0.28865927329667795,0.4141419675265888,0
0.5955050528244863,0.2619053666262763,0.0,0.0,0.4999998609367027,0.23711276001352344,0.36363705590198747,0
0.3820219608151876,0.20238214922561631,0.0,0.0,0.43181796058111777,0.3298962170145377,0.4444451260269568,0
0.629212782847733,0.41666728398654596,0.0,0.0,0.38636373117952105,0.3505149112973541,0.4646470906767973,0
0.44943763955133637,0.15476209373737804,0.0,0.0,0.4772724681093094,0.3298962170145377,0.4444451260269568,0
0.2696618401859737,0.2261912950841936,0.0,0.0,0.35227236381183635,0.16494733002366596,0.3131319327517789,0
0.4044938537272372,0.45238153190573704,0.0,0.0,0.4659089107589102,0.3608240360148758,0.4646470906767973,0
0.32584321263851257,0.42857203329294297,0.0,0.0,0.4772724681093094,0.2680405790138615,0.39394000287674824,0
0.7303364102967838,0.36904828676095786,0.0,0.0,0.6704543336990699,0.27834992615526977,0.40404098520166853,0
0.35955006790313804,0.3095245402289728,0.0,0.0,0.39772659321343307,0.2577314542963398,0.383839020551828,0
0.42696574663928677,0.35714353745456084,0.0,0.0,0.5454543684648943,0.19587537144789058,0.29292912199950927,0
0.37078612370399044,0.34523878814816383,0.0,0.0,0.5909088759930858,0.2989683980141996,0.4141419675265888,0
0.3370773002324672,0.25000061731987927,0.0,0.0,0.6704543336990699,0.39175185501521387,0.4949500376515581,0
0.44943763955133637,0.4047625346801483,0.0,0.0,0.5113634182871019,0.371133383156284,0.47474807300171756,0
0.3146069381480048,0.2619053666262763,0.0,0.0,0.5681815942772673,0.3092777451556078,0.424242949851509,0
0.6853926244726847,0.34523878814816383,0.0,0.0,0.5454543684648943,0.3298962170145377,0.4141419675265888,0
0.19101010564897253,0.2619053666262763,0.0,0.0,0.5113634182871019,0.4020612021566221,0.5050510411290391,0
0.4943814253754355,0.2261912950841936,0.0,0.0,0.6249998261708783,0.5360818252993826,0.6161620370762084,0
0.48314558826423837,0.2857150416161787,0.0,0.0,0.44318165699481443,0.2577314542963398,0.39394000287674824,0
0.47190953246338596,0.2261912950841936,0.0,0.0,0.6590906372853733,0.1237099414580331,0.2727284265033125,0
0.25842556569546593,0.20238214922561631,0.0,0.0,0.48863616452300607,0.3092777451556078,0.43434393217642925,0
0.41572990952808964,0.42857203329294297,0.0,0.0,0.4772724681093094,0.4020612021566221,0.36363705590198747,0
0.32584321263851257,0.1666675485522085,0.0,0.0,0.5113634182871019,0.0,0.17171860325410992,0
0.24719147810151137,0.23809586801348226,0.0,0.0,0.39772659321343307,0.371133383156284,0.47474807300171756,0
0.25842556569546593,0.5000005291313251,0.0,0.0,0.4204537079142314,0.5154631310165663,0.595960072426368,0
0.5280893740883376,0.36904828676095786,0.0,0.0,0.24999965234175647,0.13401928859944134,0.2626259634991412,0
0.6067408899356834,0.36904828676095786,0.0,0.0,0.31818099644415154,0.3092777451556078,0.424242949851509,0
0.5730330943055402,0.25000061731987927,0.0,0.0,0.39772659321343307,0.34020556415594594,0.45454610835187703,0
0.44943763955133637,0.2261912950841936,0.0,0.0,0.5113634182871019,0.3092777451556078,0.424242949851509,0
0.4943814253754355,0.21428584026936315,0.0,0.0,0.34090950177792434,0.3092777451556078,0.43434393217642925,0
0.47190953246338596,0.2619053666262763,0.0,0.0,0.6136361297571816,0.31958709229701604,0.43434393217642925,0
0.4943814253754355,0.47619103051853107,0.0,0.0,0.5681815942772673,0.4432983682983684,0.5454549492761593,0
0.5842689970236339,0.23809586801348226,0.0,0.0,0.4659089107589102,0.2577314542963398,0.383839020551828,0
0.4044938537272372,0.29761979092257573,0.0,0.0,0.5454543684648943,0.45360749301589004,0.5454549492761593,0
0.20224638013948032,0.1666675485522085,0.0,0.0,0.5227271147007985,0.216494065730707,0.35353607357706723,0
0.5280893740883376,0.15476209373737804,0.0,0.0,0.5795452212983785,0.3092777451556078,0.43434393217642925,0
