f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,clase
1.2761862152214731,0.9497363518144484,2.410669611460342,-0.19455170047579257,-0.39306105596685187,-0.11511996293236718,-0.3639527427480461,-0.13094442815191773,0.5915410905896465,0.5601941747077398,0.7131373437666123,0.4696936651441155,-0.7654477113857874,1.2964808117070348,-1.4290492928945009,0.7010727572949653,-0.47269132424410704,-0.43861293148054564,5
-0.16333645359153148,0.11453866243262102,-0.3570473927307105,-0.19455170047579257,-0.5989506085591189,-0.1217394005091138,-0.579444314453254,-0.13399209010451804,-0.9474581234179633,-0.9369698549165271,-0.9566682610450267,-0.936121609133052,0.8655684787868135,-0.8385737099439307,0.5528256839528677,-0.9922969013190761,2.5107635374731925,-0.492140511063119,2
1.0568287224720567,-1.434060366512976,-0.3570473927307105,-0.19455170047579257,-0.35188214523196093,-0.11011287551786224,-0.363951742531881,-0.12275965041705442,2.252807777147832,2.257188453381032,2.196555585456257,2.2911458997723964,-1.7920280133324005,1.4725089450764812,-0.6978700291396774,2.205427489256822,-0.9968727996488217,-0.6064852471771742,1
-1.2738258839300776,0.862736529990317,-0.3570473927307105,-0.19455170047579257,-0.06363867201401849,-0.08760068643186805,1.8217536287326466,-0.025412206538693607,0.17137311857838833,0.19224654019114495,0.19994020834285164,0.11518393515418344,0.050060283678853804,0.33116169246056365,-0.6112832874390592,0.1806330685539127,-0.7008637192648862,-0.4116250932210159,5
-0.876243804052635,1.2803368750058157,-0.3570473927307105,-0.19455170047579257,-0.16658304822357697,-0.09353867601510646,0.0516406746585863,-0.10745532631572931,0.32857215428172226,0.3254683732512883,0.3990913355222214,0.2435407166612045,-0.2953309094322415,0.7400012602933643,-0.9576302542415319,0.3825947985260569,-0.5431015667338506,-0.4267813719678343,5
0.33021540455326653,1.0715317014161159,-0.3570473927307105,-0.19455170047579257,-0.12540513770512357,-0.10351444250278252,0.17477968727155116,-0.10745532631572931,0.3217796836205615,0.3571882383480751,0.353133383096213,0.24659737824420955,0.05965446126045994,0.47312044530367287,-0.8614224300575682,0.3359887070939803,-0.6615432071154893,-0.38179464002065217,5
0.9882838819352937,1.8371373350264808,-0.3570473927307105,-0.19455170047579257,-0.18717250359102244,-0.09222899158431284,-0.34855941596606865,-0.13056434559793412,-0.5059415291431478,-0.5341316690748853,-0.6043239591122955,-0.35545893066020906,0.15559673718481778,-1.0713821437572473,1.6592091606612192,-0.5573027137534033,-0.39944046681479584,2.5983820594491114,6
-1.314954788685246,-0.2160608605423563,-0.3570473927307105,-0.19455170047579257,-0.5577726980406654,-0.121966449818561,-0.5024826816241922,-0.13761887784331975,-0.8290734915545656,-0.7403092918792857,-0.8698584619459213,-0.8566624110057328,1.479600445005934,-0.9521403121317463,0.12951305793312243,-0.891316036333004,0.6013341820246497,0.30099506738287235,0
-1.698827900455336,-0.7380597914871447,-0.3570473927307105,-0.19455170047579257,3.807073814318144,5.837767855831214,1.8833269358605564,3.352438163031762,-0.4118161497338503,-0.5373033555196212,-0.31325692708090896,-0.40435651403991074,-0.8038250218421678,0.319805232285118,0.2642042118339708,-0.339805619970567,0.737707704320574,-0.69612363858555,2
-0.7665660578944823,-0.6684597339845616,2.410669611460342,-0.19455170047579257,0.4510846093367865,0.05571533823425218,0.4210559121083835,0.02035843485098735,-0.4089055195433072,-0.3533305384777996,-0.3694280912293421,-0.5052083423823192,0.836786246106973,-0.0719992451978425,-0.7171111938898714,-0.3967699542318689,0.04604837311827939,-0.19222162982847996,0
0.371344309308435,-0.7032592626276581,-0.3570473927307105,-0.19455170047579257,0.9452185353417898,-0.0977223846122681,-0.41012872222931807,-0.12862992544160687,-0.2759647360775132,-0.2708586891828587,-0.25197965717956444,-0.3065603470640208,0.2707276683373658,-0.06632101511011963,-0.1591084141857745,-0.27766416472779837,-0.5234293080608159,-0.45329810831422795,3
1.6874852649387106,0.5147372426937914,-0.3570473927307105,-0.19455170047579257,-0.5989506085591189,-0.12593131088749776,-0.6410136207165033,-0.13969832950050914,-0.9610430647402849,-0.9369698549165271,-0.9898604489804557,-0.9391782707160571,0.9998875650592552,-0.9805314625703607,0.6586535904036798,-1.0259621907306316,2.0239881597832508,-0.4734614702397286,4
0.1656977850994821,0.30593807040243204,-0.3570473927307105,-0.19455170047579257,-0.6813054293795882,-0.12430095681525585,-0.6564059472823156,-0.1378879362828503,-0.9697759555284745,-0.9369698549165271,-1.0128394251934598,-0.9391782707160571,1.08623526331537,-1.0827446052327683,0.745240332104298,-1.0492572347140863,-1.383429481881063,-0.4734614702397286,4
-0.5334995970377135,1.2803368750058157,2.410669611460342,4.391309810739318,-0.10481568233767807,-0.09495848436206805,-0.31777476283444395,-0.12142836126086438,0.685666469998944,0.668040515777044,0.7718610606832002,0.5919391239180994,-0.7174773235860532,1.1374863683840777,-1.2077713972930346,0.7606256520470007,-0.6201712508671299,-0.4563897771327072,5
1.303612153168621,1.680533454834206,2.410669611460342,-0.19455170047579257,0.14225078055660476,-0.10214114425665483,-0.04071308469305475,-0.06959060209235735,-0.8019026086933619,-0.7752008434208085,-0.8928374381589255,-0.7099686606501411,0.894350711466654,-1.264443967173183,1.245519617557813,-0.8576557480043133,0.0020189915874585236,2.166508632583062,6
1.125383565174373,-0.14646080303977316,-0.3570473927307105,-0.19455170047579257,-0.3107052349299451,-0.1199840192840926,-0.6256212941506909,-0.13963531581392766,-0.9387242324132135,-0.9242821089211074,-0.9490086023073585,-0.9300092861835285,0.894350711466654,-0.8385737099439307,0.5239634367193283,-0.9845292194137301,2.218700311292283,-0.4547824294163383,4
-1.6302830599185731,-1.2600627232974932,-0.3570473927307105,-0.19455170047579257,-0.08422742722995769,-0.08272952853786475,-0.22542080343956986,-0.10436065415250469,-0.45742302423494735,-0.4009098360147419,-0.42559825516117333,-0.5449379414459788,0.8847566339067073,-0.1628523269047592,-0.6112832874390592,-0.4537332882765979,0.0699538482028396,-0.20607962771913982,0
1.0705416914456307,1.0193404101825918,-0.3570473927307105,-0.19455170047579257,0.6775626170800615,-0.06986133388693153,0.3287029529296746,-0.11120314034145737,0.4683054084086772,0.47455063896806293,0.5497309572908262,0.359673852485665,-0.32411414232867497,0.9273858538382566,-1.246249725927435,0.5353608763588181,-0.5264669656564028,-0.3996445014682679,5
1.6189304222363945,-0.059461281280558796,-0.3570473927307105,-0.19455170047579257,0.9452185353417898,-0.03009959862972896,-0.2408131300053822,-0.10901366478706219,0.28296527978062525,0.3413288059079196,0.279090348704289,0.22826040939563894,0.2995099010172063,0.20623863009730223,-0.6497656169394472,0.2608994483146799,-0.7954601976186043,-0.3545877543747598,3
