f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,clase
-0.8660254037844387,-0.6868386925224294,-1.0963570281599166,-0.3171374347347763,1.6762649423553995,0.3735976265690687,1.5240000986169455,-0.8708999167033468,0.1006019036057822,-1.0687374512757133,-1.2275388895708992,0
-0.8660254037844387,-0.342752135771219,-1.024669408999913,-0.3501211574933737,1.0987596904320691,0.24160671931983105,1.998613991804547,-0.8166962296928635,0.0686488083682134,-0.6585392301457647,-0.6108582429856463,1
-0.8660254037844387,0.9883781340460134,-0.6588663388365359,-1.5622519461032869,-0.6002788202790389,-0.35983746746336825,1.4185258953133266,-1.2850212910996472,0.34781555890088256,-0.9633533263169582,0.2195798271324911,2
-0.8660254037844387,0.804203720788759,0.18210922029833942,-1.4550558482220617,0.6063475669214677,-0.8306512199885904,0.6445568722084473,-1.259003120901061,-0.3938264080682803,0.20077736040088576,-1.1915999804692885,3
-0.8660254037844387,0.46121935742793446,0.3006725937826995,-0.5590133965714813,0.6760950809833217,-1.6198737153337381,0.18544676590925857,0.8245988210053294,-1.0412974172573828,0.797434505843961,-0.43682582755777916,4
-0.8660254037844387,0.18109805850787247,0.2786147107974807,-0.4339529508504123,0.34549314571746353,-1.5586474253076217,0.3265925930389769,0.4408353154536667,-1.202742211623118,0.7342020287004747,-0.3781843396091954,5
-0.8660254037844387,-0.5136932207564383,0.8392647498594259,0.008570040155386873,0.6565659372194187,-2.112467048725674,0.39949152512486835,0.668491801981583,-0.03225503903165349,0.959570089375071,-0.38007538694326065,6
-0.8660254037844387,-1.0198943056145466,0.6379818124707075,0.7740523697041356,1.6651128682560619,-1.867531856104845,-0.07978151280073,-0.97280324871661,0.879241927933219,1.2805967428152591,-0.2571182679600783,7
-0.8660254037844387,-0.9305675878814589,0.4642717293554702,-0.6868228195505056,0.15438623857531308,-0.31629432307200217,1.6046574311926152,-1.1397540083941113,0.7716113976334877,0.07755461724247707,-0.5087086511800957,8
-0.8660254037844387,-0.6967644395393919,0.18486620540051302,-1.2901372344290745,1.3958813773874923,0.69064889964937,1.446446126237187,-1.0400160208263867,0.3915408998093378,0.44560149088239204,-1.2691539439261628,9
-0.8660254037844387,-0.017413978688024273,0.11777155924296853,-0.964430480319547,0.22273824174897336,-0.5326505731214511,1.1501953575997543,-1.2763418938075448,0.35286102156351856,0.31913653659541946,-1.2445673253318574,10
-0.8660254037844387,-0.702278409743066,-1.1377218155316713,-0.22093724588537175,1.5730431864862158,0.3001180698666989,1.7380418545807528,-0.7950137538047841,0.11405546962228319,-0.9438972565100484,-1.225646841153015,0
-0.8660254037844387,-0.24349666776942386,-1.0798091110433847,-0.5782542352087353,1.0959766773264894,0.2606573455329931,1.970703771720028,-0.8860763484159506,0.4739451178797508,-0.9066058720810697,-0.3063015159868789,1
-0.8660254037844387,0.9718352223510759,-0.6037206302895738,-1.6392052898101397,-0.6365470871143086,-0.355755047405708,1.4821247576508259,-1.3912563130878732,0.4100399284884748,-1.1157583722343218,0.2611958825715736,2
-0.8660254037844387,0.7854554212291349,0.15913134119514766,-1.4660477529170175,0.563104748896783,-0.7054636787795339,0.2505913018411083,-0.6670932526768206,-0.7923969356554288,0.5412610847321003,-1.1253882966815296,3
-0.8660254037844387,0.5251846152590829,0.49000659356083553,-0.8036383356661416,0.4961472555274654,-1.5300664805684847,0.5887184125285949,0.3779582376543972,-0.868074871259522,0.8493176923570929,-0.8851482018011798,4
-0.8660254037844387,0.2097711040005442,0.36041427858386604,-0.4105896474104418,0.31201489957473016,-1.6688667603611764,0.45687966273480807,0.5015430444718537,-1.2212422413861164,0.7633866339528979,-0.5541088034549467,5
-0.8660254037844387,-0.6239766291655818,0.7013994774081055,0.11164195136904365,0.8155891080231785,-2.055315170086187,-0.03635218924360602,0.70534970849838,-0.19201891348531883,1.021185815670183,-0.17766825175004372,6
-0.8660254037844387,-1.0309262503575547,0.5874310790940346,0.7781748345068522,1.6665043748088517,-1.9913559210710048,-0.12010907789623729,-0.9662982056250203,0.9683744306376748,1.317887126160121,-0.24198488386846126,7
-0.8660254037844387,-0.8456486426259995,0.33376041934444284,-1.0455122953344143,0.040000595817351006,-0.2822754907033383,1.3332235332831315,-0.320187653641955,0.09891988250146454,0.9838904269047375,-0.7848906584135134,8
-0.8660254037844387,-0.7243352916416779,0.18394721036645517,-1.3272474263272536,1.4558663217350964,0.6620739614135057,1.4386877257474087,-1.0118254985950594,0.46385519363834044,0.24131125628366326,-1.0743130002368448,9
-0.8660254037844387,0.0774305133676145,0.03505309653091684,-1.0001621792518833,0.2938802656151699,-0.6347050680596851,1.0168109342116167,-1.2481613824150781,0.7278870578088942,0.23482623337606554,-1.2805062344334683,10
-0.8660254037844387,-0.715512739099016,-1.1708076389255844,-0.2772832709997234,1.6930130751814243,0.3382193222930231,1.6155091810389635,-0.8080228389040772,0.1695525556596941,-0.7477138010878751,-1.2786141860155842,0
-0.8660254037844387,-0.1640916927176388,-1.1055469785004952,-0.7308004491724913,0.8783620708956172,0.1967031019372044,1.9800038414684205,-0.49580880085658435,0.4268571362800665,-0.4493847278242792,-0.4916832186705945,1
-0.8660254037844387,1.004918042489206,-0.5292730227756512,-1.7395339499675584,-0.48310295661177044,-0.15708794949428181,1.41077750566289,-1.4367856082256842,0.40499446582583887,-1.0379340930066823,0.026630731644293634,2
