f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,clase
0.9217729776910691,-0.9283028977959167,-0.024036373799139265,-0.07926158414503413,1.3361460847132762,-0.43798984150308584,0.6237968022323604,1.1845171698627577,0.5176619130370229,1.0638929137221151,-1.0208355710680808,1.0638929137221151,0.5733821790809959,1.6525039276108338,-0.3933978962347216,-0.38044570122847066,-0.36828409953882013,-0.3888852488247544,-0.31980107453341566,-0.3438519778709224,-0.0881671146770711,-0.2451719592805962,-0.4020903464478932,1.7202277969703281,-0.5016103101271012,-0.29981267559834457,1.72058264323616,-0.3228764152796852,2
-0.3693732435399471,-0.9283028977959167,-0.30990572899870455,-0.22103321564113484,0.18918625935325778,-0.43798984150308584,-0.6681946980189256,-0.35773918320255604,0.5176619130370229,-0.9399442247447813,-1.0208355710680808,1.0638929137221151,-1.7440374613713627,1.6525039276108338,-0.3933978962347216,-0.9708972851625223,-0.36828409953882013,-0.3888852488247544,-0.31980107453341566,-0.3438519778709224,-0.0881671146770711,-0.2451719592805962,-0.4020903464478932,-0.5813183589761799,1.9935794376846323,-0.29981267559834457,-1.127481690932519,-0.9492568413879808,6
0.2761993657821993,-0.9283028977959167,0.7795374622676964,-0.035639651655537966,0.7626641668587472,1.4931444070401507,-0.6681946980189256,-0.35773918320255604,0.5176619130370229,1.0638929137221151,-1.0208355710680808,-0.9399442247447812,0.5733821790809959,-0.6051422833504461,-0.3933978962347216,-0.38044570122847066,-0.36828409953882013,-0.3888852488247544,-0.31980107453341566,-0.3438519778709224,-0.0881671146770711,4.0787698680317375,-0.4020903464478932,-0.5813183589761799,-0.5016103101271012,-0.29981267559834457,-0.5578698266876903,1.5562658656324606,2
1.567344584426492,0.6043849347359292,-0.32329828705786035,-0.2537496148789372,-1.2445034964741664,-0.43798984150308584,-0.6681946980189256,1.1845171698627577,0.5176619130370229,-0.9399442247447813,0.9795896894087645,1.0638929137221151,0.5733821790809959,-0.6051422833504461,2.54195563720897,0.21000588270558113,-0.36828409953882013,-0.3888852488247544,-0.31980107453341566,-0.3438519778709224,-0.3162250674368649,-0.2451719592805962,2.487003253955488,1.7202277969703281,1.9935794376846323,-0.29981267559834457,0.011744343511624629,-0.9492568413879808,1
-0.3693732435399471,-0.9283028977959167,-0.32329828705786035,-0.2537496148789372,0.18918625935325778,2.45871654425014,-0.6681946980189256,-0.35773918320255604,0.5176619130370229,-0.9399442247447813,0.9795896894087645,1.0638929137221151,-1.7440374613713627,-0.6051422833504461,-0.3933978962347216,0.8004574666396328,-0.36828409953882013,-0.3888852488247544,-0.31980107453341566,-0.3438519778709224,-0.3162250674368649,-0.2451719592805962,-0.4020903464478932,-0.5813183589761799,-0.5016103101271012,-0.29981267559834457,0.011744343511624629,-0.9492568413879808,0
0.2761993657821993,-0.16195898152999372,0.25259674829186435,-0.17741068159980178,1.3361460847132762,-0.43798984150308584,0.1931323004235465,-0.35773918320255604,0.5176619130370229,-0.9399442247447813,-1.0208355710680808,1.0638929137221151,-1.7440374613713627,1.6525039276108338,-0.3933978962347216,-0.9708972851625223,-0.36828409953882013,-0.3888852488247544,-0.31980107453341566,-0.3438519778709224,-0.0881671146770711,-0.2451719592805962,-0.4020903464478932,1.7202277969703281,-0.5016103101271012,-0.29981267559834457,-1.127481690932519,2.182642281391722,5
-1.660523475117857,1.370727848414196,-0.32329828705786035,-0.2537496148789372,-1.2445034964741664,-0.43798984150308584,-0.23753119879768955,-0.35773918320255604,-1.931762748650354,-0.9399442247447813,0.9795896894087645,-0.9399442247447812,0.5733821790809959,-0.6051422833504461,2.54195563720897,1.3909090505736847,-0.36828409953882013,-0.3888852488247544,-0.31980107453341566,-0.3438519778709224,-0.3162250674368649,-0.2451719592805962,-0.4020903464478932,-0.5813183589761799,1.9935794376846323,-0.29981267559834457,1.150971781580238,0.30350401082861056,1
-1.660523475117857,1.370727848414196,-0.32329828705786035,-0.2537496148789372,-1.2445034964741664,-0.43798984150308584,-0.23753119879768955,1.1845171698627577,0.5176619130370229,-0.9399442247447813,0.9795896894087645,1.0638929137221151,0.5733821790809959,1.6525039276108338,-0.3933978962347216,-0.9708972851625223,-0.36828409953882013,-0.3888852488247544,-0.31980107453341566,-0.3438519778709224,-0.0881671146770711,-0.2451719592805962,2.487003253955488,-0.5813183589761799,-0.5016103101271012,-0.29981267559834457,1.72058264323616,-0.9492568413879808,1
-1.0149478580355402,0.6043849347359292,0.9591870286988904,0.051604313582093844,-0.9577685530704612,-0.43798984150308584,0.6237968022323604,-1.128871871376217,-1.931762748650354,-0.9399442247447813,0.9795896894087645,-0.9399442247447812,0.5733821790809959,-0.6051422833504461,-0.3933978962347216,0.21000588270558113,-0.36828409953882013,-0.3888852488247544,-0.31980107453341566,-0.3438519778709224,-0.3162250674368649,-0.2451719592805962,-0.4020903464478932,-0.5813183589761799,-0.5016103101271012,-0.29981267559834457,0.011744343511624629,0.30350401082861056,0
-1.0149478580355402,0.6043849347359292,0.9591870286988904,0.051604313582093844,-0.9577685530704612,-0.43798984150308584,0.6237968022323604,-0.35773918320255604,-1.931762748650354,-0.9399442247447813,0.9795896894087645,1.0638929137221151,0.5733821790809959,-0.6051422833504461,-0.3933978962347216,0.21000588270558113,-0.36828409953882013,-0.3888852488247544,-0.31980107453341566,-0.3438519778709224,-0.0881671146770711,-0.2451719592805962,-0.4020903464478932,-0.5813183589761799,-0.5016103101271012,-0.29981267559834457,0.011744343511624629,0.30350401082861056,0
