f1,f2,f3,f4,f5,f6,clase
0.35571062361186845,0.5198280131224915,0.22919319219593187,0.250879261065448,0.30745280681478043,0.0251630133822136,0
0.12451789442885453,0.2967127622487016,0.0986218347862183,0.144641768037056,0.4767178376706237,0.03635944619076487,0
0.41165199292468513,0.5139330824446451,0.3229822332918223,0.3076069714837942,0.3861705098625558,0.017527949335278195,0
0.41618511523985585,0.557341533400674,0.27125496056454956,0.28937632522660056,0.34186469830876465,0.05183905113630701,0
0.22723846603981862,0.28938883873101573,0.12815442092154417,0.24699242656676407,0.4096139331783738,0.044180731312015775,0
0.1359953318881249,0.3656659128087316,0.09951681195516807,0.11993401660267483,0.6479191460901372,0.03093577925825961,0
0.2631180925908686,0.4003212686266973,0.2073567455375674,0.2239497870321259,0.5429615880913201,0.03968816975108799,0
0.18537890173026028,0.30921720941458314,0.13459858862598587,0.19655748517795762,0.5074739025015503,0.0008845063891314148,0
0.17013971086965196,0.35869919280587115,0.25675716064757154,0.1563021473173749,0.5906011769474127,0.056680711640775525,0
0.10165944062454285,0.20650224816526475,0.25013466168534654,0.16944292970259023,0.1522741952346376,0.027281212531751566,0
0.22723846603981862,0.3499460976678079,0.15509339975093395,0.21562099792435507,0.4147757169024715,0.007518610304687409,0
0.04899688792541662,0.433547327677909,0.013424657534246542,0.0013887318940041804,0.5374771391785429,0.026908770383120575,0
0.21961887060951443,0.47356157648678365,0.23501021170610203,0.14417968551060736,0.5295193534666099,0.04443680714613319,0
0.26446832067667675,0.4824932733822596,0.17093233706932331,0.18267637702456113,0.4397246246672023,0.04213229949454529,0
0.3004443683419558,0.5491242435348488,0.29532868410128676,0.18267637702456113,0.5025271429737614,0.03917601808285317,0
0.17525152611349765,0.3410144007723319,0.19778098796180982,0.17036833691281666,0.5811377635707708,0.03836136645352368,0
0.3634266401564017,0.4807070770275948,0.36289630552096297,0.2785490360238047,0.4541348548579514,0.024301762770438023,0
0.04948065592956602,0.17309710464918793,0.1661004566210045,0.13659134638675063,0.6337241692409706,0.03417139228142498,0
0.12104673431660704,0.3570914194280811,0.15213947696139474,0.10993837657490019,0.5708140529067794,0.029073568515104627,0
0.15027064409304308,0.33583387712413626,0.14426400996264005,0.1490837226461429,0.5001612896296009,0.022858505730625714,0
0.171393517841231,0.3703104524041513,0.21326326276463256,0.15148990560846454,0.6923323694910254,0.0407588972145349,0
0.27748916093681425,0.4932115241934763,0.2523719385637193,0.18961693110125938,0.5928595468365779,0.031401331944048344,0
0.35609647431208524,0.5530541973200798,0.3579740971357409,0.234036725623594,0.3907946614879835,0.06247682072191178,0
0.1870185594020561,0.35048190294004594,0.14587463677874632,0.17675377087911198,0.5151091418939143,0.014129458442887571,0
0.09625819579470951,0.5235793651503098,0.13423993358239927,0.0,0.48929991822378044,0.018202978872738265,0
0.269773144392281,0.5930684997631158,0.1908899958488999,0.13048365879925616,0.5524250014679619,0.02939949910902396,0
0.0,0.30921720941458314,0.0,0.01869322564657394,0.5927519917736846,0.0022579086691418004,0
0.16811420249763936,0.41193252822497745,0.29532868410128676,0.12678202995835045,0.421443128291278,0.04667137261018474,0
0.17746987671396844,0.5087527375769874,0.11446243254462429,0.08560078802460958,0.44080003208033836,0.031913483612283175,0
0.3928440571344975,0.5616286907007303,0.31573333333333325,0.26485293478301375,0.466716792195312,0.021066149747272653,0
0.23794436834195581,0.3921039787608721,0.25532519717725194,0.20405340779652467,0.45284433731902896,0.05104756785659893,0
0.19521684776103523,0.31493353833501686,0.16234122042341215,0.2030354598652756,0.3085283574437126,0.040619275122665485,0
0.18123146387200595,0.42854553093350256,0.12332254047322536,0.13066874024130143,0.5151091418939143,0.03871046539706442,0
0.12066104985969067,0.3490529101002065,0.23268343711083433,0.11391824865753844,0.5896333245971698,0.032029849926796757,0
0.32262804058996425,0.6886376029105472,0.2913911166459111,0.13168606709388594,0.5296269085295032,0.029166679052262383,0
0.051409078214147974,0.2568772403436162,0.09199999999999997,0.0952250230109645,0.47048064653339006,0.035963748264778043,0
0.057292428615126845,0.2418721897934191,0.19688601079286006,0.10855088683822511,0.6686745521284015,0.04066578667737715,0
0.0921104254498544,0.4642724972959444,0.05996180987961808,0.02674488945420847,0.7254538866618833,0.025139670177123347,0
0.2863625633386975,0.6323682163959632,0.30150386052303857,0.12613362383252735,0.5724272356343816,0.03228592576091418,0
0.2533765676743227,0.4565911914828952,0.19572254047322535,0.18545259865524044,0.49983873901355824,0.029678830720497207,0
0.09008558205104336,0.3260089926610589,0.014229970942299663,0.09642743130559425,0.396386665463654,0.01769091463223786,0
0.1956991195754811,0.2670593283215189,0.13459858862598587,0.2283917416412128,0.4882245108106444,0.03051682555491695,0
0.2671689430915934,0.4605211452681261,0.16806973848069734,0.19665002589898029,0.5547907832042243,0.038151802174117934,0
0.38715354896197685,0.5873521708426821,0.29980340390203397,0.24606701935653763,0.5499516646688063,0.02388272163936095,0
0.28819522948225185,0.4081811761971592,0.43207471980074713,0.24393858277301683,0.47252390629676894,0.02032126545001066,0
0.2388124908566185,0.5282239047457293,0.29532868410128676,0.13446228872456523,0.5090869849780951,0.01985571276422192,0
0.2139281961936934,0.5141116842020578,0.19849680365296798,0.11780495894048945,0.5086568363344204,0.04082875197433681,0
0.14660497931933342,0.4131829193074042,0.14954420921544204,0.10558958376550054,0.4644585655219428,0.015270040666136395,0
0.13898604886223084,0.438191831517221,0.17898729763387292,0.08523062514051902,0.5481235150312139,0.02216022041580981,0
0.15065632854995945,0.4367627492871126,0.05396430053964296,0.09716775707377542,0.5191955998378798,0.030540081332272782,0
0.28105790586639356,0.48213606986743424,0.17898729763387292,0.19877846248250108,0.4925259972473924,0.03403168276182115,0
0.4656642749797183,0.8594141361771358,0.12260689082606885,0.18054794044104033,0.40724800822631535,0.0373836620995001,0
0.23206101794097697,0.6486247307118147,0.19778098796180982,0.0655188304840314,0.625981350439028,0.03910625075078567,0
0.038581745155670255,0.32993894644628985,0.17898729763387292,0.04497479041700461,0.4581136761060198,0.05242097013660933,0
0.14486939926320969,0.42640191652736686,0.1742440846824408,0.09698267563173013,0.4979030343130726,0.0034683456521925476,0
0.2074659866207392,0.3542332549678642,0.2029715234537152,0.19442904859443683,0.3029357806048576,0.04033994351119224,0
0.16589585189716854,0.2504465043935317,0.12591780821917803,0.20831028096356627,0.4591890835191558,0.0391295065281415,0
0.19974997007620593,0.39121079119327073,0.2147847239518472,0.16777719672418268,0.4965049617112569,0.02960897596069529,0
0.1644495351837321,0.4682024510811753,0.18793673723536733,0.09411453435869277,0.5889881374356066,0.01894786317000026,0
0.21180626670745167,0.3837080871376342,0.1929482772934827,0.18332416207171964,0.5804925764092076,0.04425058607181769,0
0.4651820031652725,0.6895315056003004,0.5796496471564964,0.2679068034199075,0.7901931551442398,0.156401572370318,0
0.6127511936268968,0.7011433015401943,0.6186683271066832,0.4035719476157411,0.6439403248420688,0.23996797347232712,0
0.17727703448551024,0.2854588849457848,0.34007547862183474,0.20109210472380007,0.6950205299843752,0.09350576297396979,0
0.4971072003298267,0.49892785311391,0.45131573266915725,0.3973719677386898,0.4811270223860611,0.0884312649271928,0
0.48225386016943517,0.5089313393344,0.6171473640514735,0.37793829210820185,0.5790945038073919,0.0500233519478637,0
0.5572924286151268,0.8545906372632275,0.4295689497716894,0.2709606596352281,0.4831701389336438,0.08763982973273866,0
0.5048227181444588,0.5132186754149943,0.4116702366127023,0.3973719677386898,0.5210237637970517,0.08947875409883076,0
0.4774313082682768,0.4624863009412795,0.44880996264009954,0.3973719677386898,0.27766392121985484,0.18763985158967228,0
0.44299833091726404,0.4555194021578811,0.33112614362806136,0.36794389423775636,0.47456716606014776,0.028095951588815476,0
0.31298293678764744,0.11236178029659694,0.33560081361560806,0.42096960316799803,0.34369213186737646,0.09106162448773905,0
0.4476280405899642,0.427652361243955,0.34007547862183474,0.38691474204739823,0.5281212951863739,0.1004890008041603,0
0.5859378117061882,0.7052516783023,0.30239867164798667,0.3757173148036584,0.6990004969588126,0.26252345467545163,0
0.5673235493609607,0.7068589153384763,0.419366708177667,0.3570239649413515,0.5976986653719959,0.19876677934935932,0
0.2831798353526353,0.47606253743217514,0.2684806973848069,0.20405340779652467,0.5653296039940021,0.10616874357078299,0
