f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,clase
0.3973673041031216,0.544724738387724,0.3219778119032564,0.30491493959699406,0.23760402863514435,0.47547262301146864,0.3476344146194358,0.5801492229567604,0.8456091846477723,0.5764950607866779,0.7422324690684319,0.6268717957543476,0.6733987488994359,0.47410956787419334,0.5127656359978102,0.48788993972010075,0.5384153692445519,0.3327569152340678,0.42005312696731006,0.3941888834822991,0.34373946201549155,0.4470849006349819,0.514523899314279,0.4597134463840022,0.5279503857154632,0.39140801568366346,0.4553786027113064,0.34020685740282686,0.3726854209732666,0.6225960591805263,0.4275911928362019,0.4269840528755978,0.6033285574430359,0.47044645734926366,0.4741340264968847,0.4408854686947123,0.4366221606103413,0.5760258780036969,0.5089519945564778,0.4266910294421844,0.6216033205108558,0.43213756314605634,0.47791975807780335,0.5480711903644304,0.5259027793571014,0.5808002739685527,0.46729310945177394,0.4899166700973756,0.6152768252987029,0.5080106376561931,0.5280165754805705,0.42693855161640376,0.561731200701773,0.4287062013609534,0.5811519392717353,0.5766132117317663,0.5441233618492901,0.5626163574774846,0.41360036439342085,0.4637200592061663,0
0.07393700833183126,0.11087397112958597,0.17065003434722423,0.36219387721791435,0.19905384441356133,0.3869600628930817,0.5799806624509567,0.8847582015148557,0.5825927878734427,0.7241952366260792,0.5512416242851608,0.6905502826706135,0.424820765276148,0.4461514566942304,0.30290413286598933,0.21771991610937436,0.3391171385068002,0.5976901982645517,0.6252110833021977,0.5283827182626065,0.4625877070778637,0.33147653704496516,0.618340778354376,0.4820345910881032,0.506057635482666,0.5694212950119292,0.38662897094977855,0.48505798114224474,0.5374688676513177,0.42099645376935657,0.6156921481422388,0.5447769919695997,0.4561113188600048,0.42344362322867457,0.42897228192242076,0.512003629877648,0.5771215526193976,0.3877690696241528,0.4582683687017862,0.4011157333987093,0.6303825184869649,0.43777455475116456,0.3963425237068036,0.43414227751167955,0.5599539090157906,0.47839023765293703,0.43716944906565564,0.5197650489057652,0.5003412504467262,0.502109194611927,0.5472565597174238,0.5344554549899236,0.4432392896476434,0.4824885803977593,0.5607503261772032,0.4432963850445093,0.48401119402985077,0.5766653416282366,0.5150250281999489,0.4759808619069281,0
0.6150586367891342,0.3541368035736444,0.12447560086634837,0.044533478999862874,0.19840240296047318,0.2626463189049204,0.3314089052211383,0.7626670729637854,0.48426488689830244,0.5827007342099436,0.7052182503859472,0.5636195606343525,0.44725173423427006,0.30402305350637265,0.1852022352882626,0.5584897803053,0.4606690679575141,0.5084681468467809,0.5092482551186315,0.6002600285126471,0.3714602322933998,0.4967598932001713,0.6154001278312768,0.5262197125024071,0.3451903500111356,0.49795170985222587,0.5029431939710659,0.3954923366033498,0.4907608576250537,0.49875248323874766,0.4749801559601922,0.3799004522682429,0.429258700593695,0.40587674353987213,0.5244866488297094,0.3680033987979039,0.4627914339232564,0.3889680837954405,0.42306259285970954,0.591542490570278,0.5605136090555609,0.5243164247348172,0.4259194386918356,0.4742682024727888,0.5332356426836878,0.45644294210689706,0.4940977192710953,0.6147770725316453,0.5913955723406517,0.46361096433767385,0.5656358568068023,0.4608821951132258,0.4248331722693632,0.5477658934546411,0.43151441110188593,0.49880103076572846,0.5273006461594467,0.5710587219638533,0.47595644926274716,0.5156684824147988,0
0.14726642673163126,0.34889409355999507,0.48521619844502667,0.09341519095880932,0.20242477618693647,0.1287180910099889,0.4519976434305185,0.6445831957214725,0.7088796048822201,0.5831298277758115,0.6019401837534968,0.6195886260573258,0.4967600507572995,0.41323708059010095,0.38522770577236176,0.21178048996497018,0.23900893294942174,0.5822460973059821,0.3592993518646474,0.5464643463859793,0.5244137338099143,0.3512534600464717,0.6224207561166911,0.5086976140040855,0.44917585433476137,0.5805833287096118,0.4061696235844021,0.5266646036940872,0.35968563068596027,0.4159709049224176,0.4801800921401647,0.46133877895694114,0.5374861870328276,0.4404539038621839,0.6129081704499022,0.58803777190985,0.3996944455770157,0.4587921133703019,0.4444233204975624,0.4840432758484196,0.556080893296381,0.44467139468282546,0.5237386915821518,0.49873672000373553,0.5886099171423589,0.41049802161197974,0.6016024586992688,0.5419804958141314,0.5924723029817157,0.5323025495149238,0.5827026059962817,0.49629759477217716,0.4708729265524197,0.5324450637242002,0.5760939390345154,0.5386473781422279,0.5217741172187842,0.42603602966460274,0.4426535853880146,0.45526770931712013,0
0.2641827188631963,0.28540451668941563,0.4161234483352626,0.09427482660387335,0.07977683332794677,0.27880077691453936,0.7445111828237796,0.8611211975790045,0.46031815724184477,0.807969745780517,0.5663590719413806,0.5010554757213048,0.6556432468750348,0.5487335067550023,0.2196398228263883,0.3782229206826571,0.509602644123535,0.4667367903403513,0.5182325814690272,0.39812362878923685,0.41246646552616284,0.500773383704856,0.6373520512316596,0.5411619222389621,0.35098616544992534,0.5599441454437848,0.4250809231939354,0.5363041504685748,0.5862913808082927,0.48142956569884526,0.5959031531082347,0.5608617455767841,0.428485594598342,0.506948565712698,0.4844238116454247,0.4981286151342789,0.4024775331157197,0.5898826863832409,0.5569732385643984,0.5523480454873959,0.5318266705800764,0.464105999336275,0.5984464153994732,0.6059475214359968,0.5790331506371622,0.43214991401526537,0.48583696850698344,0.407306683586116,0.5592317759898002,0.5972717029659493,0.4645080181711365,0.48355835390357627,0.5947142901898788,0.4688766494981014,0.5876415609061796,0.4989504824086874,0.5702750728066982,0.5586180743370948,0.4998188287422465,0.5407335884155423,0
0.12503561232855204,0.3124190346196799,0.1915726407028262,0.42398579316078233,0.41815552179955406,0.22662042175360705,0.5466351265645694,0.49594809858422495,0.6606546438993339,0.5570849650687175,0.6447950371543971,0.5827625136602618,0.4851268056813785,0.4747921568377573,0.3465212259958906,0.2696710515158538,0.518575594577556,0.5474524797615494,0.4625548714221615,0.6191604988859579,0.49216157048807085,0.3846790612857157,0.560007400758135,0.41845229329738665,0.584884583481663,0.5522713569697979,0.4805897528829725,0.4872029985511375,0.3992148756204001,0.4697162820530316,0.4110996988492451,0.5867991669170246,0.4884957626228461,0.446571158655182,0.6141699928205862,0.5304372943450453,0.45584594684696134,0.43519309919901417,0.38683768568756327,0.5991902058577918,0.4630847712083865,0.4255293206651999,0.5252012765299474,0.5246106623348218,0.600693133605735,0.4705114243900997,0.5998853832166209,0.5698135550943606,0.49101935652123524,0.5327077165833074,0.45122974302686264,0.6145763722438856,0.4444341352792752,0.4305723429452235,0.45972838334717114,0.4243795339493207,0.5590507826720058,0.4134056495411547,0.5313256718503697,0.6076695538524418,0
0.3905227599118558,0.28342991272697193,0.3056251719987144,0.42926199735798054,0.32985759186839475,0.2591540880503144,0.7488419233088972,0.7811115632281644,0.6119826829202825,0.48452859330371767,0.8148487756190878,0.7725997952036348,0.4722358526764604,0.2951125993019592,0.4793511336409461,0.4472405411058412,0.5136401676725298,0.2754126053685153,0.4596765635689585,0.43323157562254033,0.3336511777864461,0.35580666878000483,0.4256218495875582,0.42478014778901735,0.4539061867041714,0.5159605319129261,0.40316265517346045,0.42060827634542364,0.5461513726195113,0.42171525269086574,0.4154677808579805,0.6004656657762043,0.5571243398136982,0.5485099194220616,0.3795379781755055,0.46849381741330287,0.406073193955107,0.47086260012322856,0.5773579039381437,0.5202714125557675,0.5220568777743434,0.614502882287147,0.5242019026278367,0.42684949214689283,0.5589628517785711,0.5542346865868741,0.39806263783030915,0.5798613347798817,0.4974957500651979,0.40978958720875525,0.5005375764887349,0.41823560977354846,0.5172213934724508,0.5762317192375653,0.4292525204602064,0.4350235043687851,0.5921575809974517,0.4307556864877784,0.4778258733637471,0.4725792783036186,0
0.5776831345826234,0.5374525375356745,0.49107371313450465,0.4389432357556197,0.3023009518115123,0.537031076581576,0.7482123648392373,0.5062652475462514,0.6164814615983404,0.7420646082036937,0.6031368738373402,0.5248137471711427,0.5489815901300297,0.47283869395323347,0.4045575103268327,0.20718836385015005,0.3105182437887798,0.29555664419931194,0.4977244631429532,0.5276994391374497,0.49643949465438597,0.54846630478475,0.5239648233821464,0.5317831345318064,0.44037079189602957,0.44472636815920397,0.5579515407097675,0.5681860937887449,0.5646660075696296,0.5106761232817157,0.6260232145350112,0.5417172795699797,0.49157617825135186,0.4008973603778827,0.4770935609199807,0.44322322543995407,0.4831261527244469,0.5056741589648799,0.5529950840101633,0.41471853843776896,0.4514793468068914,0.5629850416057227,0.5613418773304402,0.4648031869533483,0.4002835201989189,0.43692761021567633,0.39681321816845283,0.446172902888334,0.6039707913571781,0.5226030289212032,0.5964755344843009,0.536190033270132,0.4032030442295318,0.5028819222527162,0.5972231052069743,0.5926607227094682,0.4528071532580998,0.5595294243886737,0.5028270538267271,0.5931878271752609,0
0.9356768668127982,0.5535289738180916,0.49871014093916033,0.20317347012058837,0.11664336963899036,0.3073764335923048,0.597300204567641,0.8989524468149165,0.6190228465812573,0.4954380180306366,0.6308599574392982,0.6363253852839184,0.445903831794003,0.5316955446136005,0.29466150739763813,0.24799289982306086,0.4842226343168303,0.5733235355395262,0.5799581330835649,0.36707574632280754,0.5346956224077951,0.3835136751494316,0.3680158000874635,0.4806858558283019,0.4326627957751048,0.46993711738704247,0.5271125283208862,0.3440712422305515,0.49490957388377926,0.5190588549515633,0.6526066492491175,0.6063504307509926,0.4338473367758959,0.3859247568769102,0.3947834979673718,0.4718107745744882,0.3986664971806968,0.5321744916820702,0.38732163927491065,0.5253875954144864,0.4767680343687419,0.5587514595803783,0.39415650419384185,0.49722203244460067,0.4559525343724019,0.43575733087615737,0.5351588192053237,0.5930570522864262,0.42765041388569613,0.5473449288369995,0.5505230608549331,0.5764485624679522,0.4021484567983053,0.4342870032707996,0.5859155497568497,0.47317286682891685,0.456007917728431,0.4913287615442958,0.4865432705263434,0.5611670819257244,0
0.4299855806408474,0.39777474459196765,0.39619638629388204,0.4663035884891522,0.336340616011118,0.5311330003699593,0.4707023696269905,0.8363948551106765,0.7685280482240023,0.8550280794135406,0.6298064887826786,0.5956202834450535,0.5115025466217259,0.24992154607594974,0.25809296637824997,0.3303551407504555,0.5233982075113459,0.5492682624682557,0.5817773137271963,0.34341093212453366,0.35262504278879453,0.5293576977251114,0.4342927761164433,0.6010631067411275,0.4930769379155056,0.4296743050546524,0.3580656276836774,0.3765704378761766,0.47293815472802264,0.5771150175751892,0.4129335274525837,0.4863484008217154,0.44205717623035196,0.4352426785218116,0.37608354898507096,0.5677785774634665,0.46499147373647004,0.39129636475662355,0.5423333239889601,0.3875785597360444,0.6174332014722039,0.6189886798018658,0.5817904371785544,0.4522468168558572,0.5382881141358318,0.6033272889432009,0.4712855940728131,0.6078772306671477,0.5502999101718327,0.5771330201630512,0.6008679401290548,0.4428593233880681,0.5084596661276446,0.5598786608519117,0.5499129403392243,0.4063254093609112,0.5495133327266108,0.49604024865199703,0.5662897929300998,0.4637424577948243,0
