f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,clase
0.009834534979831527,0.8041950885951258,0.28314610451247596,0.01694285306642676,0.13503438721274752,0.009399394431236788,0.8100476354053814,0.30857329014954077,0.020175882267290376,0.11690938718401545,0.00709786621536565,0.8233606517721506,0.3382242481638493,0.04880233896668698,0.08421732611447907,0.005797845087195011,0.8214892136395268,0.3495603444806632,0.12523841704035463,0.06798365940227366,0.5528565322652391,0.25462352272767375,0.8329346845124281,0.07506379743054672,0.7634813521354084,0.5001940573432828,0.3676623973140068,0.7827447932089626,0.13707981919425377,0.8455817036482074,0.5876362735909343,0.27863236703195,0.852577878133047,0.08159383792470025,0.7605479125011191,0.9184574499153086,0.7914983053140423,0.6943139828920692,0.6357493492185747,0.6177553974188879,0.616493952401404,1
0.021628274860771,0.6991469237371817,0.23297990970095664,0.029163258888824116,0.20482996294769734,0.020603738529110405,0.7106698023238776,0.24688309168965022,0.032520277272802614,0.17175057374182048,0.017568121051498714,0.7207079894338599,0.23301461604431964,0.053508340814619186,0.13571453262527494,0.01771291761084516,0.7025661699421688,0.19473660911907925,0.12897575291631666,0.12941500488674754,0.5359026525053331,0.19539223366751712,0.8698089228808157,0.05346999882009666,0.7145892321713057,0.5032380652527011,0.22619666527109916,0.8250335603592933,0.06632487061007447,0.7478762162830809,0.5884435486161406,0.19151969246307965,0.8941628602114362,0.04435691998444148,0.6816389167548557,0.8713864065572494,0.6763475954302666,0.576256604073246,0.5187171562557887,0.4872608852973103,0.47601499123032215,1
0.04868256410415163,0.8009403444343228,0.4662616691291177,0.00533122302600289,0.2175255017814022,0.05355629503630499,0.7998217575855119,0.4831207881042146,0.007001008121142724,0.22063529642616436,0.04642590818717567,0.8137354981664069,0.526575919294723,0.04212706609088068,0.19680423106671102,0.032928857300665824,0.8222974107935594,0.600891383959113,0.12708337323290494,0.15407250390082478,0.7073163945007789,0.49728453614795837,0.5280624601657106,0.3540713220218414,0.8089731905785558,0.630290012005367,0.681517943881927,0.42231023590958444,0.5080225007438922,0.8558576473251691,0.7261728013746289,0.5324789787685082,0.5448790776516867,0.3644437125765504,0.8071555976924683,0.8235990888382688,0.7232178015707552,0.6827332487945783,0.6728987315855668,0.6745603666626462,0.6764288816321438,1
0.7288825461491073,0.10581206022221112,0.026245738859128592,0.07206699172928127,0.9627146368464327,0.7392160257659998,0.10339501353633435,0.029764766411106286,0.10146661993321239,0.9686105636746778,0.7358131936177225,0.09862456337264985,0.032664379691990014,0.1751523015056497,0.9678219426092443,0.7334300265373382,0.10199649653252707,0.036256589802406536,0.2802983667167349,0.961251093088253,0.9840259098644123,0.021571969496465865,0.8898475462077755,0.0075089162502329915,0.06768561483573687,0.939637720392646,0.20344915188787768,0.7240453805152502,0.0683366332767995,0.23465598648172392,1.0,0.059782673397557134,0.9078050232269251,0.01468248447698732,0.1893084980613704,0.05268773241438385,0.04308585039896984,0.04059101027121059,0.04007302401310331,0.039905922084187695,0.040542064461330574,1
0.02786239006404996,0.7629100707469916,0.2960902742812807,0.011781347382626511,0.2292460708806018,0.028109751926270063,0.7680540108146543,0.31305592807199545,0.015348402462249403,0.2150755462278075,0.02231703385879706,0.7888683006124877,0.35884360100962887,0.049588256237863386,0.18004502421888166,0.015121136716379727,0.800193170638063,0.41216407098877217,0.12969130043419852,0.13695795682515735,0.5916569025143243,0.3289827685380253,0.7087482472912682,0.16239801958639544,0.7583358262083487,0.5667516066005979,0.4790929082136601,0.6101186950942652,0.2626992610768957,0.8342557129420222,0.619307821752652,0.35774554852981,0.7232967999896482,0.1713817255741456,0.7553463248679458,0.8376276697233417,0.6906155708180635,0.6191765660556219,0.5860584094609482,0.5766344228681702,0.5787632234984176,1
0.01980639509146237,0.7026479315052444,0.2014135019355691,0.0375043957224307,0.1718314023120464,0.01926712857189246,0.7096997984563534,0.22117524016767456,0.03885198550254389,0.15542068712514825,0.01692825089234981,0.7112954648811308,0.20481240168921802,0.055275671732097874,0.13374720759103148,0.01655941898142886,0.7019019509034626,0.1696372087407944,0.1359855832587781,0.13819614718540496,0.551373234171189,0.1490544398451533,0.8847664754620777,0.031044282855320487,0.6639008508240402,0.4843006285162778,0.17764646345577745,0.8523423156647914,0.04350157622336999,0.7164555603012671,0.5936881558954259,0.14782030135392288,0.9170666787438051,0.02926148220283402,0.6455836204739483,0.9046138270739638,0.7244708787001046,0.5822317238709486,0.510217268375435,0.49220600651308644,0.49030584701171126,1
0.019360862337437182,0.7029680741946821,0.21458238755953218,0.035544263180650106,0.16512983411703522,0.019244026037582934,0.7052603131973855,0.2272808549041438,0.037468891793106356,0.15886783036011368,0.017150126953912007,0.7055726228604049,0.18643971694623848,0.06571375835774307,0.15287321058976544,0.016214805801292476,0.7014150649101336,0.15885327377359248,0.15064956502626986,0.15502563399118674,0.5813344110181281,0.15832724603619913,0.8754135117909495,0.04185322344462235,0.6705622766557908,0.5354837898119158,0.18489453980822465,0.860194329286349,0.04505665116570724,0.7199758668897929,0.6430895780968204,0.14986625907527706,0.9135577955771794,0.03342863388971065,0.6484790538477607,0.9094651792146098,0.7287809132219325,0.5922674336366638,0.5233362419444472,0.5048085876251357,0.4967042327191759,1
0.022093620077454343,0.673256489524233,0.1463529586555843,0.03993701096066831,0.22917723171608054,0.020398511015994256,0.6858744087612633,0.15998034800064098,0.04757190524439902,0.20160029177650945,0.016473277451169402,0.6993272794124761,0.16074397128817103,0.07537248066333338,0.16364207906460243,0.015665473156769152,0.6980236604036186,0.15134371604491126,0.15076803255440246,0.15881543526345573,0.4487627131156384,0.136702343521175,0.8857603569152325,0.0228245745935461,0.6454626196290139,0.411503672229938,0.19018827967173002,0.8587340835060706,0.04344537760443626,0.7305505569987186,0.4944205399111035,0.13449498159502135,0.9195137226485165,0.02201102155193216,0.625841966681741,0.8585584954149874,0.6499339277819786,0.4974980829886022,0.43220799656816383,0.4159605475817151,0.4125925326973417,1
0.09722660194595531,0.6291633492806951,0.2723116637640009,0.011812716426118391,0.4051227991428553,0.10071751337668823,0.6293115086466788,0.287430311311286,0.015802018044289476,0.4062469606613601,0.09246308058844592,0.6411864168980831,0.3160020485223407,0.05275180260763767,0.38561255838673303,0.0753721110386384,0.6552350442732705,0.36905267817618415,0.13537573540610465,0.34045776821385093,0.6981951303537999,0.2999860609717796,0.6708107074569789,0.17314297749462632,0.6639936089641466,0.683910159836162,0.49980692391176224,0.4089120027637943,0.37122175205997515,0.6963328875476419,0.7111397492154106,0.3394993692190414,0.6661391545140462,0.19214707326975544,0.6502207214135353,0.6546262874053307,0.5162146296211295,0.46595034630283577,0.45229925708547414,0.45097889277529846,0.4510978292948027,1
0.01271452408297706,0.862403198079622,0.6183647949287264,0.007589685988302813,0.11323891506023964,0.013920175353369299,0.8569136196902618,0.6406488533522263,0.006982098202323012,0.12118365710288109,0.011770270035918406,0.851183852770709,0.5918014396559783,0.03618310256023799,0.11302332012565303,0.009589339499315397,0.8423271662707268,0.5262586019558131,0.12298871959310642,0.10180123797602925,0.7283020975102831,0.4585146289218956,0.5538393881453154,0.3321191348971518,0.8192027901648544,0.6427336632847626,0.48992752533361517,0.5307829927943934,0.34680345213327,0.8552417162048933,0.7498318990613329,0.44548497166766204,0.6168256104346476,0.2885874981190679,0.7992833153894361,0.9169513073613301,0.839368412406599,0.794471562469756,0.7693357642172586,0.7608201664455433,0.7585951240111617,0
0.3538611084453718,0.246521825411057,0.02976195389301134,0.14962200843437862,0.7767431522295042,0.35850422898307904,0.25376723270243845,0.035651931884314675,0.18430596871565277,0.7624751520735755,0.3602624564281321,0.255713649865988,0.040202454162280354,0.2051403532914381,0.7578781580687116,0.34532488941526673,0.2748086290883786,0.04254939836613145,0.22250199041863084,0.7180175237050119,0.9374116257455616,0.019805771110570025,0.8977811344805607,0.0036933254521110265,0.1492177010358765,0.6784827334573102,0.07149444957055814,0.8364286595597672,0.01890906057797026,0.41882826047888116,0.8480594725855237,0.046424710484021164,0.9147645604999936,0.011389220910853745,0.2406058533069187,0.315816833128906,0.13746886633602373,0.09775889580143488,0.08326589905332016,0.07877457484018813,0.07772501841512364,1
0.05114178603159467,0.5419236295908437,0.1108098850214192,0.07701871423050169,0.31190116940260987,0.05115093617244656,0.5476121041493008,0.11508312036638749,0.0812495251663767,0.30027407369489734,0.04682617770283297,0.5475328740481281,0.09221724091679503,0.10069157661819665,0.2879703669776305,0.0455643824604257,0.5398761788208193,0.07135941084148256,0.1908778179357466,0.2933451286843504,0.19198247941956448,0.10105177907875376,0.8837727214786487,0.023051007734351897,0.5735221657170552,0.2951746074715755,0.07426946105350443,0.8538999111637549,0.014338486056531069,0.530140714237368,0.16263721438816225,0.11213768498587705,0.9169399981884293,0.022507587608845622,0.5823570705459152,0.8109736580807196,0.5264211566382648,0.36186474957254994,0.3173076173112733,0.3055238210107345,0.2990023441792613,1
0.10928529636658008,0.38607439073666294,0.052855892961792134,0.16703409912379774,0.4046612098860809,0.11433238873915737,0.3836396524513136,0.05447209500434366,0.16875289419088407,0.39204695724876937,0.10865334492189453,0.37618288517547327,0.03955842962878661,0.18300874382111315,0.38664699197601016,0.10657315604469504,0.3714131452019293,0.03316330637047771,0.24310111326644793,0.3840034035767562,0.22737950341950386,0.0408328834026756,0.9144460165710642,0.003632050278702295,0.3680638361520213,0.3301122854923377,0.03386757825678713,0.8741581531931696,0.00254254383344385,0.3697617263809437,0.23719450716425966,0.03399746151468078,0.9462277920834358,0.0025383355242050987,0.34353572059859916,0.7491694605065904,0.4155031755733305,0.26897543495685794,0.22274420146438006,0.20805138101555903,0.20127358275528634,0
