f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,clase
-0.6658298731960738,0.8706800797470682,0.20516046755669956,-0.5923499329466159,-0.8953501181080734,-0.6763599101824254,0.8924797762053037,0.2761101439699564,-0.593320345794099,-0.9635495862357325,-0.6685101580357307,0.9389394550641479,0.5251700067012636,-0.5575898349804604,-1.0366372411906817,-0.6533097093110473,0.9360200277500247,0.6429898219534602,-0.5786701282692954,-1.0406092791036736,-0.004779975090800829,0.30898009298695295,0.015220058654143113,-0.13946021834369784,0.7711803623511705,-0.16201023022029282,0.6259701577121268,-0.06150008267450481,0.15432046997343604,0.9536406069258608,0.019090001047261825,0.32758035790615164,-0.014399923519888901,-0.11849995184578409,0.7632195241599797,0.8513896316119406,0.9479700023163997,0.910919717386453,0.8442601312382996,0.8278501795929225,0.8486803310230947,1
-0.5705402322887755,0.43109997020581176,-0.038069963423917684,-0.47931960548766395,-0.5717597679058296,-0.5890201875484161,0.47858022373474496,-0.016600107867293996,-0.4822900148828253,-0.7062996933911446,-0.5863599571595578,0.5143696780957723,0.007219927547113147,-0.5144797423782886,-0.7981595154660573,-0.5578700045074966,0.4401893909084099,-0.12683001748788106,-0.5376700697631103,-0.7538499385294323,-0.09438999463592589,-0.02687992213804876,0.304640085213737,-0.29106941934067154,0.5602401585298121,-0.14131010438126188,-0.07043002038350932,0.2814096995853816,-0.32433971578055176,0.5348096791283944,0.023640027719669974,-0.1263097865199863,0.30713028865759967,-0.38093941280542293,0.41931022213455904,0.6095002551872654,0.47108056570394585,0.43494982787746705,0.3638700972448703,0.28662029690734114,0.26290970190410295,1
-0.35195024022269983,0.857060414932654,1.0929949518803461,-0.6997495041945567,-0.5128999646311128,-0.3321495380682655,0.8498899337623581,1.104310463621922,-0.7118203318612945,-0.47699047414167367,-0.3599401567687918,0.8991299730050294,1.4524307622584869,-0.6187397539817079,-0.5152600469975557,-0.4359903609364952,0.9393896767021434,1.8926665592189873,-0.5584302262785652,-0.6387496082058216,0.8116202512807948,1.6849442654838862,-2.377673494460023,1.819440512302137,0.967450388695935,0.7226795316958015,2.171001985348725,-2.9841801202149667,2.663763221435394,0.9976901597225502,0.7999204204666722,1.65021768747295,-2.3934910198929815,1.8749778315525574,0.9663499319365416,0.36393007744288514,0.6651905822449424,0.8642298722961702,0.9967497377843285,1.063450484463319,1.0985976204806691,1
5.143847758422946,-2.051744015229439,-1.040419088391475,-0.08248966034129863,2.94198969912522,5.012681911244872,-2.0506635272300606,-1.0467922819463757,0.13784043600513304,3.0316235699265826,5.049030767621344,-2.0585574671168256,-0.9791101135972773,0.5998594736569755,3.0552355740323187,5.175022469559399,-2.0637899420816916,-0.9148297562882244,1.12239908779661,3.1291314000252917,2.2741730964824534,-1.0124954216459152,0.4619200495499882,-0.6137603516345765,-2.2307613565145044,2.8263325714331917,-0.18241030099665104,-0.5374799747822538,-0.31073005721932917,-1.6651947506008329,2.3432867063961775,-0.8127097266647044,0.41260989571049145,-0.5900797845019243,-1.7264148508749715,-3.5976406458911367,-2.151533199517354,-1.724683869284281,-1.6008531565690123,-1.5687977610802135,-1.5529298241805436,1
-0.5201705781254468,0.6979205394672633,0.267920180614101,-0.6400903014826532,-0.458560373339792,-0.5305095668044945,0.7175801845583054,0.2973795531781313,-0.636740592795418,-0.5030702370450972,-0.5490997235579207,0.7962796398641049,0.6266796805155915,-0.5503903124488345,-0.5928700341175567,-0.5786301637924932,0.8472295777637805,0.9542701988049042,-0.5298202293765917,-0.7186397065740168,0.2003000411424808,0.7306203749869606,-0.9594995165629757,0.4737098810723792,0.7489805009293511,0.2906001723023448,1.1745145049203225,-1.461284983153019,1.004141247022271,0.9050898517572195,0.1975996593331161,0.7397901029724211,-1.0139860819947122,0.5143098009170493,0.7405494298896017,0.4360203571632816,0.5301704901269431,0.6079894952567684,0.6402903376711381,0.6572997106868694,0.6913503463593825,1
-0.5852604373082423,0.4457501392998739,-0.19111946207798136,-0.4021698412830639,-0.7247496340946301,-0.5994392840982468,0.4745402466672871,-0.1385798044974593,-0.42534014737875664,-0.7829001801051821,-0.5913804139613681,0.47543962641438603,-0.13162039404009335,-0.49828982108774234,-0.807269974687358,-0.5671095260013251,0.437420035712607,-0.2516301091802786,-0.46076944758251215,-0.7128598779147255,-0.01261997237056282,-0.28962976906831217,0.42203953417555323,-0.4485194789869363,0.3415501630741571,-0.2700900994331007,-0.3094304390892506,0.5028500480899277,-0.4787402566509981,0.400119777345404,0.05320009369713207,-0.35400022353197763,0.48421993170482625,-0.4873294894683386,0.26217032115091543,0.7802498170325388,0.6703801225165613,0.45903961488078476,0.32898002704784457,0.3071303347010143,0.3224998605437178,1
-0.5888601992643384,0.44708979486341616,-0.1272702158298785,-0.4202997157144307,-0.7558198384205183,-0.5996193721891792,0.4560501980829164,-0.10960962654779503,-0.43778023473593997,-0.7667302668798348,-0.5896395620611787,0.45177004293726547,-0.2220696554355627,-0.40267003691388414,-0.7186996228880962,-0.5698698768190266,0.43539004232666617,-0.30525035717138294,-0.29989974511135487,-0.6343004307698049,0.14574033694332447,-0.23705004512523112,0.34862961131652315,-0.3726303371119738,0.37029022432987757,0.07797006045708256,-0.2737499842553971,0.5665202012466372,-0.4682201096414226,0.4152101608475496,0.3316402555413665,-0.34334000617289456,0.45708965792126527,-0.4579601135120493,0.27478949671172026,0.8051800174360201,0.6882298599343276,0.49950041213143564,0.38283037368520617,0.3593999158957783,0.3491799156207415,1
-0.5667803919799903,0.32275995376869443,-0.4580801060402065,-0.3796698277028525,-0.45887952952011585,-0.5906199700895319,0.37530968562107464,-0.4289399061757181,-0.34690976873115204,-0.5662801706958969,-0.5949501608463539,0.42593940187663915,-0.34857055872168347,-0.3141897459009044,-0.6688302137198854,-0.5742700300978418,0.42125012289665065,-0.3425896353606579,-0.2986001092890138,-0.6166097729277437,-0.5549696249302292,-0.35967003535364395,0.42984035147503064,-0.5062297236954686,0.262000242775348,-0.7651302572340111,-0.24769023585909322,0.5546794076670766,-0.4791204426580013,0.46054034023594775,-0.5062998119510462,-0.4234302041843408,0.5031401886477374,-0.5384295023100173,0.1761302149209861,0.5435799949663579,0.3616900192073196,0.1174204624654328,0.008770042200222665,-0.00909998120903642,-0.0015499234051479654,1
0.040270037724221074,0.13824966323212795,0.152629760322743,-0.6398001594604085,0.3568496507415634,0.035479989635434604,0.139730398792967,0.1757900475066747,-0.6326605963145917,0.3936796140206349,0.0012700544176372003,0.18546972025127442,0.41576947148960064,-0.5214101332310641,0.3590899138631355,-0.09601999150618333,0.24284982194679142,0.7399102661009813,-0.4674597206725771,0.23129019094960124,0.7634096546467432,0.5661999344342732,-1.2572652270504034,0.5491498030889087,0.34195035887246833,1.087311898179039,1.276484388459743,-3.0928232782043614,1.7383004363353023,0.31386057198808226,0.7151899554375211,0.6447205737267945,-1.4559223041311782,0.6606604377935622,0.2823802114488825,-0.5043898631293652,-0.1921000601461111,-0.009770001144866489,0.0912400111766271,0.13613965034963366,0.15900986166358713,1
-0.6425604836533048,1.1142552738305207,1.830465851970275,-0.6788602790826695,-0.9963995670507464,-0.641119672255146,1.0876722987238343,1.8517562621657535,-0.7119904150887933,-0.9434997742671666,-0.6318502181927794,1.0540157713858322,1.7735378962098822,-0.6731903952075569,-0.9032399483184601,-0.6229398473787066,1.022900543101591,1.5215749037653825,-0.6033502025306565,-0.8827500224790781,0.9225405411189418,1.4651067128330282,-2.175354490445616,1.6653150798041412,1.0115849818231923,0.8072999252839792,1.2278505968697584,-2.1045997505089518,1.5731096162924099,0.9950498678666752,0.9332696783507585,1.1969458456585353,-1.837208852750682,1.340356140665051,0.932040141442077,0.843649843895377,1.1462210458834674,1.3147232963075035,1.3926014108269342,1.4212155778603726,1.4412152700523033,0
