f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,clase
0.008261866616404379,0.013296163906109215,0.6920379237693929,0.6720830308189171,1.0000000000000002,0.4636340622465999,0.997940942146295,0.3528848378412485,0.35927015814978114,0.4351844549256808,0.2160058856922866,0.21529994170718064,0.2192297041821786,0.22643728939887486,0.27724785160950316,0.03693187683564658,0.02787968151468248,0.029918251946822128,0.03519321042556918,0.019375717736360598,0.011039010432593865,0.015982633402186475,0.015756626655810263,0.01124723765155583,1
0.008261866616404379,0.013296163906109215,0.6920379237693929,0.6728003029316778,1.0000000000000002,0.4636340622465999,0.997940942146295,0.4205291717494637,0.35927015814978114,0.4366090474667527,0.21529757981899209,0.21529994170718064,0.21852096740575416,0.22714435556473705,0.27724785160950316,0.036713411785493255,0.02787968151468248,0.029918251946822128,0.03519321042556918,0.020236817058416873,0.011039010432593865,0.015982633402186475,0.016404163076598033,0.01124723765155583,1
0.008261866616404379,0.013296163906109215,0.6920379237693929,0.6682591442806,1.0000000000000002,0.4636340622465999,0.997940942146295,0.4205291717494637,0.3597505059293947,0.4351844549256808,0.215533790529386,0.21529994170718064,0.21852096740575416,0.22643728939887486,0.27724785160950316,0.03693187683564658,0.02787968151468248,0.029918251946822128,0.03519321042556918,0.020236817058416873,0.011039010432593865,0.015982633402186475,0.017051699497385747,0.01124723765155583,1
0.008043714244826333,0.013950829396632003,0.6920379237693929,0.6675421851137873,1.0000000000000002,0.4636340622465999,0.997940942146295,0.3533578008665293,0.3597505059293947,0.4349469193341551,0.2235600608144702,0.21529994170718064,0.21852096740575416,0.22643728939887486,0.27724785160950316,0.03693187683564658,0.02787968151468248,0.029918251946822128,0.03519321042556918,0.020236817058416873,0.011039010432593865,0.015982633402186475,0.016619915633502735,0.01124723765155583,1
0.008261866616404379,0.013296163906109215,0.6922570936054944,0.6682591442806,1.0000000000000002,0.4636340622465999,0.997940942146295,0.42123872144870234,0.3597505059293947,0.43423493356766035,0.215533790529386,0.21529994170718064,0.21852096740575416,0.22643728939887486,0.27724785160950316,0.036713411785493255,0.02787968151468248,0.029918251946822128,0.03519321042556918,0.020236817058416873,0.011039010432593865,0.015982633402186475,0.01597237921271502,0.01124723765155583,1
0.008478273769009809,0.013296163906109215,0.6922570936054944,0.6682591442806,1.0000000000000002,0.4636340622465999,0.997940942146295,0.41958308795692595,0.3597505059293947,0.43565921560469106,0.2176583818913822,0.2150632195982234,0.21828494343236704,0.2269084191405003,0.27724785160950316,0.036057776563549554,0.02787968151468248,0.029918251946822128,0.03519321042556918,0.01959099256687466,0.011039010432593865,0.015982633402186475,0.016619915633502735,0.011463497182902266,1
0.008696426140587854,0.9945506013394517,0.6924765370618656,0.6680200535763464,1.0000000000000002,0.4638910387838114,0.4904777669044648,0.35170229882639975,0.35878981037016755,0.4339973979761346,0.22285175494117568,0.21458947947767265,0.2178122306293297,0.22573059478643664,0.2774698494222726,0.035839071441912534,0.027663657808676703,0.029703049914426558,0.03519321042556918,0.020667366719445024,0.011471973064883734,0.016414761608141537,0.016619915633502735,0.011896016245595137,1
0.00956554518895486,0.999127112679303,0.6933540372670808,0.6694539719099718,1.0000000000000002,0.4638910387838114,0.997940942146295,0.41792745446514956,0.35806928870074717,0.4339973979761346,0.2160058856922866,0.21364199923657118,0.21686746987951808,0.224552398878949,0.2763602411436962,0.037368806935953264,0.027447430498800968,0.029487847882031,0.034978530810332045,0.021097916380473203,0.012121224926968793,0.01684655035753263,0.016619915633502735,0.012761303231201032,1
0.011087376133083415,0.9999999999999999,0.6942312638520263,0.6706491124852917,1.0000000000000002,0.4641480482836367,0.4902205665683218,0.41650835506667233,0.3571085931415201,0.4325728054350627,0.2178942663438888,0.21198405676596171,0.21521363992515047,0.2231386381006486,0.05726972391544738,0.037368806935953264,0.02723140679279519,0.029487847882031,0.03476385119509488,0.021959015702529505,0.01298715019154853,0.017926361687574388,0.018778277452770692,0.014059109279499854,2
0.012609207077211998,0.9993453345094772,0.6953282075136127,0.6718442530606115,1.0000000000000002,0.4646620672832873,0.997940942146295,0.35170229882639975,0.356628571242354,0.4316232840770422,0.21364508361989648,0.21032611429535225,0.21356014239891444,0.2214893124515355,0.055272124385793375,0.03627624161370291,0.0265831320709079,0.02927264584963543,0.033905623991847086,0.023035635602623283,0.013852883369778538,0.019006512474180115,0.02028910285125088,0.015573423719365265,2
