f1,f2,f3,f4,clase
-0.9278987084668248,7.623346535115873,7.623346535115873,2.6156302051366773,1
-1.1751161061256208,1.2827375748150014,1.2827375748150014,-0.2578809077103561,1
-1.051513411313134,1.7968412744796636,1.7968412744796636,0.029470203574347247,1
-0.9278987084668248,2.4823095384692504,2.4823095384692504,0.439972134210679,1
-1.051513411313134,3.1677878091487255,3.1677878091487255,1.7535832755686702,0
-0.6806793094690583,-0.2595715228410077,-0.2595715228410077,-1.2430822590409245,0
-0.9278987084668248,0.25453117615466575,0.25453117615466575,-0.8325845312173477,1
-1.051513411313134,1.1113730104900765,1.1113730104900765,0.029470203574347247,0
-0.9278987084668248,0.5972673094874368,0.5972673094874368,-0.5041827465475535,1
-0.5570696099701751,6.937878271126285,6.937878271126285,2.6156302051366773,1
-0.6806793094690583,2.9964132381339126,2.9964132381339126,0.9736252844665205,0
-1.1751161061256208,-0.43093908917289886,-0.43093908917289886,-1.2430822590409245,0
-0.9278987084668248,0.768634875819328,0.768634875819328,-0.2578809077103561,1
-1.051513411313134,1.2827375748150014,1.2827375748150014,0.5220730807129793,0
-0.9278987084668248,0.08316380995657237,0.08316380995657237,-0.7915340579661976,1
-0.9278987084668248,-0.08820395650911653,-0.08820395650911653,-0.9557349503010947,1
-0.9278987084668248,1.4541021391399263,1.4541021391399263,0.5631235539641296,1
-0.9278987084668248,1.6254767101547387,1.6254767101547387,0.6041730265455761,1
-0.9278987084668248,0.08316380995657237,0.08316380995657237,-0.7915340579661976,1
-0.9278987084668248,-0.43093908917289886,-0.43093908917289886,-1.2430822590409245,1
-0.9278987084668248,-0.43093908917289886,-0.43093908917289886,-1.2430822590409245,1
-0.6806793094690583,0.9400024421512192,0.9400024421512192,-0.2578809077103561,0
-0.9278987084668248,0.08316380995657237,0.08316380995657237,-0.750484585384751,1
-0.9278987084668248,0.08316380995657237,0.08316380995657237,-0.750484585384751,1
-0.06263101210853927,0.5972673094874368,0.5972673094874368,-0.750484585384751,0
-0.6806793094690583,1.4541021391399263,1.4541021391399263,0.23472176929433528,0
-0.6806793094690583,0.08316380995657237,0.08316380995657237,-0.8325845312173477,0
-0.6806793094690583,1.1113730104900765,1.1113730104900765,-0.01157996947589185,1
-0.6806793094690583,-0.08820395650911653,-0.08820395650911653,-0.9557349503010947,1
-0.6806793094690583,0.4258997431555457,0.4258997431555457,-0.5452332197987038,0
-1.051513411313134,1.4541021391399263,1.4541021391399263,0.9736252844665205,0
-0.6806793094690583,0.768634875819328,0.768634875819328,-0.2578809077103561,1
-0.6806793094690583,0.768634875819328,0.768634875819328,-0.2578809077103561,1
-0.6806793094690583,0.5972673094874368,0.5972673094874368,-0.3399818542126565,1
-0.9278987084668248,1.7968412744796636,1.7968412744796636,1.2199261226340143,0
-0.9278987084668248,0.4258997431555457,0.4258997431555457,-0.2578809077103561,1
-0.9278987084668248,1.1113730104900765,1.1113730104900765,0.5220730807129793,1
-0.6806793094690583,0.08316380995657237,0.08316380995657237,-0.750484585384751,1
-0.9278987084668248,1.4541021391399263,1.4541021391399263,0.9325748112153703,1
-0.6806793094690583,0.25453117615466575,0.25453117615466575,-0.5041827465475535,1
-0.9278987084668248,1.2827375748150014,1.2827375748150014,0.7683739188804732,1
-0.9278987084668248,-0.08820395650911653,-0.08820395650911653,-0.750484585384751,0
-0.9278987084668248,-0.08820395650911653,-0.08820395650911653,-0.750484585384751,1
-0.9278987084668248,-0.08820395650911653,-0.08820395650911653,-0.750484585384751,0
-0.6806793094690583,2.4823095384692504,2.4823095384692504,1.4251734855412472,1
-0.6806793094690583,0.5972673094874368,0.5972673094874368,-0.2578809077103561,1
-0.9278987084668248,0.5972673094874368,0.5972673094874368,0.0705204766915567,0
-0.9278987084668248,-0.6023076561737788,-0.6023076561737788,-1.3251872082220393,0
-0.9278987084668248,-0.6023076561737788,-0.6023076561737788,-1.3251872082220393,0
-0.9278987084668248,-0.6023076561737788,-0.6023076561737788,-1.3251872082220393,0
-0.9278987084668248,0.9400024421512192,0.9400024421512192,0.4810226074618291,0
-0.9278987084668248,0.9400024421512192,0.9400024421512192,0.4810226074618291,1
-0.9278987084668248,0.08316380995657237,0.08316380995657237,-0.5041827465475535,0
-0.9278987084668248,1.1113730104900765,1.1113730104900765,0.7273244462990267,0
-0.6806793094690583,-0.08820395650911653,-0.08820395650911653,-0.8325845312173477,1
-0.6806793094690583,2.3109449741443258,2.3109449741443258,1.4251734855412472,1
-0.6806793094690583,0.4258997431555457,0.4258997431555457,-0.3399818542126565,1
-0.9278987084668248,0.25453117615466575,0.25453117615466575,-0.2578809077103561,1
-0.9278987084668248,1.7968412744796636,1.7968412744796636,1.9177831672338639,0
-0.8042890089679415,0.08316380995657237,0.08316380995657237,-0.5452332197987038,0
-0.9278987084668248,0.25453117615466575,0.25453117615466575,-0.2168314351289095,0
-0.9278987084668248,0.4258997431555457,0.4258997431555457,0.029470203574347247,1
-0.9278987084668248,0.768634875819328,0.768634875819328,0.6041730265455761,0
-0.6806793094690583,-0.08820395650911653,-0.08820395650911653,-0.750484585384751,1
-0.9278987084668248,-0.43093908917289886,-0.43093908917289886,-1.0378348961336914,1
-0.8042890089679415,1.7968412744796636,1.7968412744796636,1.6304308551455162,0
-0.9278987084668248,-0.2595715228410077,-0.2595715228410077,-0.8325845312173477,1
-1.1751161061256208,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,0
-0.6806793094690583,0.25453117615466575,0.25453117615466575,-0.3810323274638066,0
-1.051513411313134,0.5972673094874368,0.5972673094874368,0.6862739730478764,0
-0.9278987084668248,-0.2595715228410077,-0.2595715228410077,-0.750484585384751,0
-0.9278987084668248,-0.2595715228410077,-0.2595715228410077,-0.750484585384751,0
-0.6806793094690583,1.9682058388045884,1.9682058388045884,1.507278434722362,1
-0.9278987084668248,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,0
-0.9278987084668248,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,1
-0.9278987084668248,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,1
-0.9278987084668248,-0.2595715228410077,-0.2595715228410077,-0.750484585384751,1
-0.9278987084668248,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,0
-0.9278987084668248,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,0
-0.9278987084668248,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,0
-0.6806793094690583,0.08316380995657237,0.08316380995657237,-0.4631322732964034,1
-0.9278987084668248,-0.2595715228410077,-0.2595715228410077,-0.750484585384751,0
-0.9278987084668248,-0.2595715228410077,-0.2595715228410077,-0.750484585384751,0
-0.9278987084668248,-0.2595715228410077,-0.2595715228410077,-0.750484585384751,0
-0.9278987084668248,0.08316380995657237,0.08316380995657237,-0.2578809077103561,1
-0.9278987084668248,0.08316380995657237,0.08316380995657237,-0.2578809077103561,0
-0.6806793094690583,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,0
-0.6806793094690583,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,0
-0.6806793094690583,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,0
-0.9278987084668248,0.25453117615466575,0.25453117615466575,0.029470203574347247,1
-0.6806793094690583,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,1
-0.6806793094690583,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,0
-0.6806793094690583,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,0
-0.6806793094690583,-0.6023076561737788,-0.6023076561737788,-1.2430822590409245,0
0.30819828652200737,0.9400024421512192,0.9400024421512192,-0.4631322732964034,0
-0.6806793094690583,0.25453117615466575,0.25453117615466575,-0.2578809077103561,0
-0.8042890089679415,1.9682058388045884,1.9682058388045884,2.1230305301410968,0
-0.6806793094690583,0.5972673094874368,0.5972673094874368,0.1526208227920349,1
-0.6806793094690583,-0.2595715228410077,-0.2595715228410077,-0.8325845312173477,1
-0.5570696099701751,0.25453117615466575,0.25453117615466575,-0.3399818542126565,1
-0.6806793094690583,0.4258997431555457,0.4258997431555457,-0.01157996947589185,1
