f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,clase
0.30769210171857,0.18627418699769455,0.21686739434093766,0.3082826321517449,0.10682463305845134,0.14982583992680418,0.3735499386686967,0.26778395396307353,0.2545458039682954,0.2674421474771549,0.12903251417694328,3
0.2403844468606482,0.21568601099451656,0.20481922844753425,0.015337622804990833,0.11869405113842645,0.041812046970479896,0.28538293609317633,0.1328316838305675,0.5272724901643709,0.3139538387428107,0.24193556710750655,3
0.41346132000454394,0.1960781217420864,0.2409638281926636,0.09662606682520751,0.12166141538301957,0.09756110713422236,0.20417644483535213,0.15403849480470055,0.4909088038831859,0.2558143145680336,0.338709754253083,3
0.32692288343259607,0.1470585270747135,0.1927710333927254,0.12116598326063634,0.14540026450910223,0.15679449466912548,0.4106732244489058,0.16367799522562937,0.4272725176190228,0.2093025848180754,0.3064518241959782,3
0.32692288343259607,0.1470585270747135,0.1927710333927254,0.12116598326063634,0.14540026450910223,0.15679449466912548,0.4106732244489058,0.16367799522562937,0.4272725176190228,0.2093025848180754,0.3064518241959782,3
0.41346132000454394,0.1960781217420864,0.2409638281926636,0.09662606682520751,0.12166141538301957,0.09756110713422236,0.20417644483535213,0.15403849480470055,0.4909088038831859,0.2558143145680336,0.338709754253083,3
0.23076905600363515,0.23529382119236056,0.09638573540690368,0.09815982132646892,0.10682463305845134,0.09756110713422236,0.29466364414433965,0.15018272923321763,0.4181816097760524,0.29069807870437947,0.25806463137962443,3
0.30769210171857,0.18627418699769455,0.21686739434093766,0.3082826321517449,0.10682463305845134,0.14982583992680418,0.3735499386686967,0.26778395396307353,0.2545458039682954,0.2674421474771549,0.12903251417694328,3
0.2403844468606482,0.21568601099451656,0.20481922844753425,0.015337622804990833,0.11869405113842645,0.041812046970479896,0.28538293609317633,0.1328316838305675,0.5272724901643709,0.3139538387428107,0.24193556710750655,3
0.41346132000454394,0.13725457256667511,0.2590360989038228,0.013803868303729427,0.10385728177999068,0.09059245239190106,0.27842232617209844,0.1289758975009514,0.45454525487525976,0.2674421474771549,0.48387113421501315,3
0.41346132000454394,0.18627418699769455,0.24698791842971665,0.013036991053098732,0.0712163528862611,0.0313588870821699,0.12529038695911118,0.07113927554115301,0.24545419603170462,0.3953492384089262,0.6451605860134059,2
0.4615382742896091,0.1470585270747135,0.2409638281926636,0.05521500646065688,0.07715108137544735,0.05226520685878991,0.23201868731290015,0.1463269060002537,0.3818180195861486,0.3604654742725803,0.2741936956517424,2
0.3942308628551955,0.0980388533527544,0.22289155748150438,0.00920283817707565,0.09198783776775064,0.04878082022935323,0.153132037816369,0.09427381130856965,0.4181816097760524,0.47674486499972124,0.45161300567077733,2
0.26923061943168725,0.07843104315491042,0.2409638281926636,0.013803868303729427,0.10385728177999068,0.16027882204028615,0.3109049423959045,0.07885069136115691,0.7454541960317046,0.348837508658968,0.7096768431018775,4
0.43269177715389234,0.33333267454511495,0.3734941779253993,0.2860433474682082,0.09198783776775064,0.13588858970043757,0.37819031241495465,0.2523612376460277,0.23636396082770283,0.5232564620451885,0.2741936956517424,2
0.26923061943168725,0.08823480002648329,0.22891564771855744,0.013803868303729427,0.06824905347233028,0.09059245239190106,0.2389791986305963,0.08270645693263987,0.48181801958614856,0.38372127279531393,0.5483871928163537,4
0.2403844468606482,0.39215620395687967,0.024096069334157616,0.007668772506307001,0.10979199081997823,0.09756110713422236,0.2088168185816101,0.10969698891746335,0.47272709801585233,0.16279125318159013,0.25806463137962443,3
0.23076905600363515,0.5686277803745012,0.28915647718557447,0.00920283817707565,0.05934696073855091,0.09407677976306171,0.153132037816369,0.04029268967744168,0.5545452548752597,0.19767475190895406,0.7741931001903493,5
0.3461536651466221,0.25490163139020455,0.2530120086667697,0.007668772506307001,0.0712163528862611,0.05226520685878991,0.3758701748435165,0.08849013412060475,0.36363617644555607,0.3604654742725803,0.5322581285442358,3
0.25961522857467423,0.22548986668432217,0.08433697170468828,0.10582851604039911,0.10385728177999068,0.11149836328641659,0.28770307366461445,0.16175008360914742,0.45454525487525976,0.3255817499475817,0.24193556710750655,2
0.23076905600363515,0.5686277803745012,0.28915647718557447,0.00920283817707565,0.05934696073855091,0.09407677976306171,0.153132037816369,0.04029268967744168,0.5545452548752597,0.19767475190895406,0.7741931001903493,5
0.2499998377176612,0.22548986668432217,0.22891564771855744,0.03527627573663545,0.08605317410922671,0.05923356530973116,0.21577732989930626,0.07885069136115691,0.40909064702377845,0.1511636856814508,0.48387113421501315,4
0.2884613686892456,0.17647029178059584,0.2530120086667697,0.01687137730625224,0.11869405113842645,0.13588858970043757,0.2621810673618863,0.11355275448894629,0.6818184314059252,0.3023259248839499,0.4032259319467022,5
0.3653844468606482,0.5784315372460742,0.08433697170468828,0.013803868303729427,0.19287770343861835,0.08013952953669509,0.36890956492243865,0.12704802048135805,0.2999998627267411,0.33720967574984667,0.2096776370504018,2
0.26923061943168725,0.18627418699769455,0.24698791842971665,0.01073612592407619,0.1275961438722058,0.04878082022935323,0.3085847555227755,0.15403849480470055,0.6363631371881495,0.29069807870437947,0.3225808884680962,3
0.30769210171857,0.16666633727255747,0.1927710333927254,0.12883467797456655,0.10979199081997823,0.18815332249301936,0.5475642992652077,0.16175008360914742,0.48181801958614856,0.3255817499475817,0.3870969073720105,3
0.2980767514321417,0.1568623827645191,0.2108433041038846,0.006135484759306489,0.1275961438722058,0.11498268473174963,0.31786545371360064,0.11355275448894629,0.6636365882653328,0.2558143145680336,0.3225808884680962,3
0.30769210171857,0.1960781217420864,0.23493973795561052,0.12423341447078233,0.12462877962761269,0.10452970261826766,0.30626456864964646,0.1733174379850772,0.5999994509069644,0.3604654742725803,0.4032259319467022,3
0.3461536651466221,0.18627418699769455,0.28915647718557447,0.007668772506307001,0.1127593420984389,0.05226520685878991,0.28538293609317633,0.08270645693263987,0.4272725176190228,0.3139538387428107,0.5806453213605896,3
0.32692288343259607,0.23529382119236056,0.21686739434093766,0.021472640810036442,0.0712163528862611,0.12195131577076054,0.24361957237685428,0.06728345230818909,0.34545433330496356,0.5697680590906558,0.6935477788297596,4
