f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,clase
-0.2625861112833056,-0.37081233599332264,-0.29555033345267967,1.281130811722416,-0.4034732923929645,-0.7500000000000001,0.30661173278593334,-0.2652424363152387,-0.33333333333333337,0.10050378152592113,-1.6681153124565986,0.1524985703326047,0.0,0.3515615246553262,0.36927447293799825,0.38655567174253436,0.38655567174253436,0.17586311452816472,2.465190328815662e-32,0.2526455763199558,4.930380657631324e-32,0.20412414523193145,0.10050378152592115,0.2526455763199557,-1.1055415967851332,0.28724355986177147,-0.3948232847753616,-0.6795189185054078,-0.10050378152592124,-0.21887028049614551,-3.0814879110195774e-33,2
-0.2625861112833056,-0.37081233599332264,-0.29555033345267967,-0.4658657497172422,-0.4034732923929645,-0.7500000000000001,1.0927956630062934,-0.2652424363152387,3.0,0.10050378152592113,-0.6255432421712244,0.1524985703326047,0.0,0.3515615246553262,0.36927447293799825,0.38655567174253436,0.38655567174253436,0.17586311452816472,2.465190328815662e-32,0.2526455763199558,4.930380657631324e-32,0.20412414523193145,0.10050378152592115,-3.9581140290126386,-1.1055415967851332,-0.6778399596797727,-0.39506708261340456,-0.6795189185054078,-0.10050378152592124,-0.21887028049614551,-3.0814879110195774e-33,2
3.3732211918601362,-0.37081233599332264,-0.29555033345267967,2.8340166441132233,2.4784787961282104,0.8125000000000007,0.30661173278593334,-0.2652424363152387,-0.33333333333333337,0.10050378152592113,-0.6255432421712244,0.1524985703326047,0.0,0.3515615246553262,-2.70801280154532,0.38655567174253436,0.38655567174253436,0.17586311452816472,2.465190328815662e-32,0.2526455763199558,4.930380657631324e-32,0.20412414523193145,0.10050378152592115,0.2526455763199557,0.9045340337332908,-0.9981062996830153,-0.3948232847753616,-0.24210103812431322,-0.10050378152592124,-0.21887028049614551,-3.0814879110195774e-33,4
3.3732211918601362,-0.37081233599332264,-0.29555033345267967,1.475241540771267,2.4784787961282104,0.8125000000000007,0.30661173278593334,-0.2652424363152387,-0.33333333333333337,0.10050378152592113,-0.6255432421712244,0.1524985703326047,0.0,0.3515615246553262,0.36927447293799825,0.38655567174253436,0.38655567174253436,0.17586311452816472,2.465190328815662e-32,0.2526455763199558,4.930380657631324e-32,0.20412414523193145,0.10050378152592115,0.2526455763199557,-1.1055415967851332,-0.9981062996830153,-0.3948232847753616,-0.6795189185054078,-0.10050378152592124,-0.21887028049614551,-3.0814879110195774e-33,2
-0.2625861112833056,-0.37081233599332264,-0.29555033345267967,-0.4658657497172422,-0.4034732923929645,-0.7500000000000001,-0.4795721974344132,-0.2652424363152387,-0.33333333333333337,0.10050378152592113,-0.6255432421712244,0.1524985703326047,0.0,-2.844452335847639,0.36927447293799825,0.38655567174253436,0.38655567174253436,0.17586311452816472,2.465190328815662e-32,0.2526455763199558,4.930380657631324e-32,0.20412414523193145,0.10050378152592115,0.2526455763199557,-1.1055415967851332,-0.6778399596797727,1.336141365329344,-0.6795189185054078,-0.10050378152592124,-0.21887028049614551,-3.0814879110195774e-33,2
-0.6665642965428751,0.8253564897915888,-0.29555033345267967,-0.4658657497172422,-0.4034732923929645,2.3749999999999987,-2.0519400578751195,-0.2652424363152387,-0.33333333333333337,0.10050378152592113,-0.6255432421712244,0.1524985703326047,0.0,0.3515615246553262,0.36927447293799825,0.38655567174253436,0.38655567174253436,-5.686240703077327,2.465190328815662e-32,0.2526455763199558,4.930380657631324e-32,0.20412414523193145,0.10050378152592115,0.2526455763199557,-1.1055415967851332,-0.5696563465014197,-1.7600911778156927,-0.6795189185054078,-0.10050378152592124,-0.21887028049614551,-3.0814879110195774e-33,3
-0.2625861112833056,0.8253564897915888,-0.29555033345267967,-0.4658657497172422,-0.4034732923929645,0.8125000000000007,0.30661173278593334,4.276580103329259,-0.33333333333333337,-9.949874371066201,-0.6255432421712244,0.1524985703326047,0.0,0.3515615246553262,0.36927447293799825,0.38655567174253436,0.38655567174253436,0.17586311452816472,2.465190328815662e-32,0.2526455763199558,4.930380657631324e-32,0.20412414523193145,-9.949874371066201,0.2526455763199557,0.9045340337332908,0.28724355986177147,-1.1503527848703592,-0.5067331153627445,-0.10050378152592124,-0.21887028049614551,-3.0814879110195774e-33,1
-0.2625861112833056,-0.9688967488857784,-0.29555033345267967,-0.4658657497172422,-0.4034732923929645,-0.7500000000000001,-0.4795721974344132,-0.2652424363152387,-0.33333333333333337,0.10050378152592113,-0.6255432421712244,0.1524985703326047,0.0,0.3515615246553262,-2.70801280154532,0.38655567174253436,0.38655567174253436,0.17586311452816472,2.465190328815662e-32,0.2526455763199558,4.930380657631324e-32,0.20412414523193145,0.10050378152592115,0.2526455763199557,0.9045340337332908,-0.5696563465014197,-0.3948232847753616,-0.24210103812431322,-0.10050378152592124,-0.21887028049614551,-3.0814879110195774e-33,1
-0.2625861112833056,-0.9688967488857784,-0.29555033345267967,-0.4658657497172422,-0.4034732923929645,-0.7500000000000001,-0.4795721974344132,-0.2652424363152387,-0.33333333333333337,0.10050378152592113,-0.6255432421712244,0.1524985703326047,0.0,0.3515615246553262,0.36927447293799825,-2.5869494955077292,0.38655567174253436,0.17586311452816472,2.465190328815662e-32,-3.958114029012639,4.930380657631324e-32,0.20412414523193145,0.10050378152592115,0.2526455763199557,0.9045340337332908,0.28724355986177147,-0.3948232847753616,1.714224600115543,-0.10050378152592124,-0.21887028049614551,-3.0814879110195774e-33,2
3.3732211918601362,-0.37081233599332264,-0.29555033345267967,-0.4658657497172422,-0.4034732923929645,-0.7500000000000001,4.237531383887706,-0.2652424363152387,3.0,0.10050378152592113,-0.6255432421712244,0.1524985703326047,0.0,0.3515615246553262,0.36927447293799825,0.38655567174253436,0.38655567174253436,0.17586311452816472,2.465190328815662e-32,0.2526455763199558,4.930380657631324e-32,0.20412414523193145,0.10050378152592115,0.2526455763199557,0.9045340337332908,-0.14120639331982424,1.1654828786993026,-0.24210103812431322,-0.10050378152592124,-0.21887028049614551,-3.0814879110195774e-33,2
