f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,clase
-0.060359995791734795,-0.3648500899874205,-0.663059627085181,0.026079990139001762,0.3255705504782394,1.1564042773218506,1.1738535644371326,1.195965818876554,-0.7004600341373104,-0.7199297789385485,-0.7938403548819024,2.170720307516197,-0.056490083150552144,-1.2255421164474334,0.1176795075996766,0.1654997588013801,0.8901701657279647,-0.12779008116986715,-1.2678252623878246,0.06814978057465257,-0.3070204671007183,-0.8870402857618302,-0.27407033071338477,-0.3461096898096013,-0.23868993266335506,-0.10040003747323578,-0.23757036687951008,-0.7636198419447595,-0.8616605131884657,-0.8746006150647501,-0.8832604451691864,-0.8880800577124589,1
0.4219203875193565,-0.7919303565005873,-0.6785101002910022,-0.7287296376115772,0.21582036839940447,-0.5821403270325878,-0.4877103770005746,-0.340499731159996,-0.349759700236782,-0.746050099583474,-0.6448196171711348,0.04995998712427651,-0.7247904586836396,0.15594952448970606,-0.5418801789100014,-0.7845101685799942,-0.5172296186386868,-0.7099303213055855,0.15542019056895717,-0.568569853588712,-0.7909098524592806,-1.5307892367175688,-0.7542206058330473,0.37937990985481407,-0.5500297250893318,-0.9615102936373351,-0.12055018211277947,-0.6573005269603118,-0.8119702660250859,-0.8369999967874238,-0.8557203423450522,-0.8722203593853896,0
0.5315805253092004,-1.0434223074832614,-0.7746998517861475,-0.8135501520749119,0.31431037590339017,0.33005001600204925,0.33856962554401315,0.3168797553542488,-0.6203400941147753,-0.575110380710305,-0.4685599389314397,0.7133301466111177,-0.8126596434632881,0.09852002886889137,-0.5964100817840656,-0.9247500675694038,0.45643031317099014,-0.8428302023282834,0.12015985515989619,-0.5907300082053476,-1.3406653615795963,-0.6727698067815068,-0.8349298601836082,0.3584594445354018,-0.5534496011390412,-1.393404155917442,-0.18523065890956886,-0.7942396365680836,-0.9204897716397323,-0.9233103250060772,-0.9279599581089938,-0.9308895367751043,0
-0.6366401287114741,0.8263503196602069,0.7609603207829563,0.42355025764723553,-0.5596598701921847,0.135220150404386,0.13417957004836656,0.16489040911246147,-0.03339989964800047,0.12883956467490884,0.2704604129189059,0.6916102364833416,0.4389897228557409,-0.29586025810770705,0.448539943425231,0.8683701699767647,0.08375004422868669,0.5186394145782828,-1.4340264006869399,0.705580004489179,0.7472697501443758,-0.9464198420418977,0.6144298500788371,-1.53314023386452,0.8809302601046346,0.750739750616394,0.5224104773880518,0.5978899313133675,0.5737295689919564,0.5718495450455402,0.5802801515526451,0.6080895236189999,2
-0.8608400803130695,1.8693254232200966,3.2246184174029544,1.9609453450521708,-1.1152515317475682,-0.11210050677405924,-0.1873997336772783,-0.2651504119311537,1.4673648618448218,3.3036611823996074,4.126693552555591,0.9103001552519069,3.0994496378905296,-3.2866024480649947,3.608158601542065,1.8032488002796172,-0.5254201101082334,1.9960446094461224,-0.6567901943048091,1.9294582891266583,1.7486389432666285,-1.2866053569907008,2.1427148365041897,-1.41467530996484,2.073297359820024,1.9484185900983393,1.0447829951222707,1.7195431458656034,2.192472190752824,2.4003662111038078,2.440428245402853,2.388630069560139,2
-0.8961804610327324,1.9636471615617845,2.924433792923581,1.7376729053596571,-1.3798366183454998,-0.4369696998882311,-0.4979499908010937,-0.5794297529708038,2.1127988359411414,1.774582854720108,3.1987045516090107,0.5646696285129584,2.368808976847151,-0.8990800773581572,1.9460071180464578,1.8435308885148407,-0.7803899294564575,1.7853790824875293,-0.11308004461244361,1.2788714489435755,1.7592347544566174,-1.4536769580429132,1.9853685606823441,-0.6512399143638083,1.406601628923948,1.9653678855505736,1.2686157658579773,2.14498649690255,2.590520456645087,2.686573152514909,2.668343232589393,2.607129906836363,2
0.8552700371401126,-1.2495353667639209,-0.7790102156360813,-0.7924395753100795,0.4444397330080407,-0.29998956528857884,-0.28825002418180495,-0.35859965659752935,-0.7638598043497078,-0.758419881401187,-0.7691798286103598,0.16009978235734784,-0.9248901872688516,-0.19041042706012873,-0.562530503046108,-1.4967707287391734,-0.10498955605210263,-0.7998396267080989,-0.11035054786161592,-0.4838103638813323,-1.5050955420293384,-1.2812023946857425,-0.7843000989656439,0.17931026303910447,-0.4718198212924841,-1.4572391647635181,-0.317470191383871,-0.9479599504833544,-1.0372487953139087,-1.0322360543668918,-1.0400004004030439,-1.0517968489662215,0
-0.8802797410532052,1.8138650014922957,2.194003216933058,1.573152684617376,-1.2705166721887533,-0.5709902111129461,-0.6128699949330291,-0.6929500039543115,1.8590396672949139,1.509387459525995,2.5199022292816413,0.46573037510476173,1.6773197852749433,-0.814140494589806,1.1207445641096325,1.767219043763214,-0.8811001565352766,1.7438363008236928,-0.12936997738378728,1.2792116355324168,1.7616360714401842,-1.7636669175470239,1.5170217576208673,-0.16950990549317208,0.8300403432993937,1.7963752053922302,1.1804073841671279,1.930608913136467,2.2804404272790983,2.338422244165296,2.303403101651166,2.25413630581497,2
0.3744703658537949,-0.591300304816326,-0.5862394980995224,-0.20255008761231322,0.5119397469891186,2.6482025395138056,2.6711044223139,2.6797394743129486,-0.620650264220762,-0.512470037712672,-0.6065696370991259,3.3926703646771683,-0.5909000372621319,-0.978520644343171,-0.03506015111872475,-3.241307325986342,1.967939188472074,-0.133970470436185,-1.0262527933556267,0.15024941137680992,-0.15813981466831478,0.39616026002005483,-0.41262030017894674,-0.45528952507930637,-0.10149967386994119,-0.6675800943629929,-0.5034201836760779,-0.8965297415748125,-0.9250702833187278,-0.9145004941404078,-0.9102602516981334,-0.9057997761764296,1
-0.6560097510424374,0.7413797106973393,0.25688988312892885,0.06745998238679561,-0.7299602552873825,-0.09545007389057658,-0.07777002991752056,-3.99787950606349e-05,1.1354428264899619,0.20070996811647962,0.20340963564129977,0.7503104247722842,-0.17124991393991768,-0.024800002596576044,-0.2653105148248066,0.44970960210908445,-0.22006966322933724,0.21281970597724803,-0.7607602074531805,0.03789978876561388,0.7384899349232095,-1.0886067994854767,0.21117974071725298,-0.5761797781642298,0.04560022107664144,0.6793495983252279,0.7091198862150063,0.8364397732993926,0.6984799746626675,0.598619224183642,0.5918905186070049,0.584569624018065,2
