f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,clase
0.024632768361581958,0.026916771734477873,0.020352013246293335,0.020354320197284753,0.0017359820876903728,0.0014358118384428988,0.0023690280082155676,0.0020679275917290657,0.37438442360204205,0.32870356348922714,0.8112888091061158,0.9999999999999999,0.0,0.15384605117107528,0.05004005396745087,0.2558527771516654,0.17495394438340134,0.00365965807048569,0.4628647241043109,1.0,0.9999999999999999,0.43531257826372877,0.21712116791363612,0.38591612105487205,0.9124927687803301,0.4312009776369181,0.5257662829048764,0
0.37829836616277296,0.3785836664929287,0.19500620099762786,0.19500734732311778,0.000694386063550833,0.0007657816909786008,0.0015977089683287412,0.0009616798065449732,0.41379321698523885,0.39814786130939034,0.8112888091061158,0.9999999999999999,0.0,0.15384605117107528,0.7683886861094046,0.4018433394167218,0.20026403398002524,0.002401606357459847,0.594155429671591,0.9650064156915111,0.9999999999999999,0.35480375698213446,0.1720817789633829,0.3433913671536188,0.8998315031084771,0.5017064224508371,0.20363225140250285,0
0.48621621621621625,0.4862492684077349,0.11919007807570027,0.11919038227269815,0.00045199931485706904,0.0005743362682339506,0.0009916895308285955,0.0006661794992441003,0.4876846729193874,0.4074070837122729,0.6984134674227899,0.9999999999999999,0.0,0.23076900260238947,0.9756845313384651,0.3629620527437051,0.32772083463163704,0.002515968564957935,0.7463470201290927,0.9447246077959268,0.9999999999999999,0.31750877765587715,0.1720817789633829,0.2947615933393576,0.8360805652603366,0.5338818912342667,0.1089675420750878,0
0.500292258360055,0.5008776195370804,0.02793770895557482,0.0279401972054608,0.001139850856477758,0.0010529209929535967,0.00242412004354073,0.001617252055751351,0.4876846729193874,0.41203673817989556,0.22222242054587743,0.0,0.9999999999999999,0.9615372636625448,0.7322166407671088,0.46752837500817984,0.14853414675478732,0.00423146910797613,0.5317568218001407,1.0,0.9999999999999999,0.39824285305727414,0.19620664263037607,0.3881938747096798,0.9257072701230002,0.5131628331163627,0.4565266475556377,0
0.7560116048251642,0.7618488828840896,0.03785287996421574,0.03787169464445833,0.015767814960486626,0.005551830763168922,0.014269206042872823,0.021281692584745517,0.1822660176500851,0.41203673817989556,0.22222242054587743,0.0,0.9999999999999999,0.557691244271851,0.06983514630238641,0.475262227974377,0.05838540214616439,0.012694407323928392,0.2728275759931875,0.9879150627437889,0.9999999999999999,0.6309619793795777,0.3351839887738019,0.5658772232102565,0.9707972403897407,0.48732489746778984,1.0,0
0.25219880897847,0.2557046725815234,0.007205788910166461,0.007211436259835918,0.0041139047753575245,0.0017229799725598741,0.004738045912974322,0.005358119765929812,0.31527120186790136,0.41666639264751815,0.28218707927053166,0.0,0.9999999999999999,0.0,0.6229909773168059,0.3620086815527909,0.11908861811284033,0.007319316140971383,0.5434247843311489,1.0,0.9999999999999999,0.511663901011632,0.26699299751995503,0.4554205736098502,0.9404349594420152,0.4705668190900289,0.9856975525553294,0
0.2422281264315163,0.2586301680987919,0.010149895720436702,0.010180987897457111,0.05928480571630498,0.021824461039328363,0.02374528518075942,0.1278334506171077,0.11330088250425424,0.7499993510072799,0.8112888091061158,0.0,0.9999999999999999,0.4230759044749531,0.49196180116367316,0.35914813172111415,0.07179756301556317,0.0206998967098883,0.1309859676404162,0.9587012631477362,0.9999999999999999,0.7487045585642937,0.4390388262509639,0.6147651780008472,0.9640876790121585,0.7787933291510587,1.0,0
0.1114362498091312,0.11468629614854889,0.015732570767381646,0.01573307337111099,0.0008516208813932457,0.0008614755702089465,0.0010467886150771163,0.0017044524904364575,0.6108369939451502,0.6249998918345465,0.8112888091061158,0.0,0.9999999999999999,0.4230759044749531,0.22638683097828055,0.3602076592526884,0.4958161820577157,0.005032004560462745,0.9077714835795475,1.0,0.9999999999999999,0.3726626714127138,0.25206392541803,0.30549253355552547,0.7520039004377888,0.720902065874452,0.24619744467048882,0
0.19354771720873418,0.1983609421452469,0.03254881235037496,0.03254982392808989,0.0017163108066467793,0.0012443664156982486,0.0013773361277458524,0.0025448560715501424,0.2610840159879695,0.5138886172734172,0.8112888091061158,0.0,0.9999999999999999,0.4230759044749531,0.39308692614409796,0.23190943264525601,0.4958161820577157,0.007090591725975207,0.8647512557542547,1.0,0.9999999999999999,0.43430902519142806,0.293137152741596,0.3322612599445018,0.7520039004377888,0.5357709860135549,0.49977309506195666,0
0.04340112994350287,0.05032190059662989,0.05950497009413047,0.05951666657780706,0.00985242713305502,0.004211741636098349,0.009145531625217862,0.015526017507089398,0.2610840159879695,0.4907404314676667,0.8112888091061158,0.0,0.9999999999999999,0.4230759044749531,0.08812294459903874,0.45142495255684084,0.09004761358107699,0.00914911146094079,0.33826995939625065,0.9810845423686753,0.9999999999999999,0.5891825994787534,0.32566395042688734,0.5200650360013102,0.9549605535388137,0.5690434315926126,1.0,0
0.062169491525423726,0.06670374371413018,0.062147912932306315,0.062150602283637446,0.002882367466098273,0.0010529209929535967,0.002589400848798456,0.0043259459435091435,0.37438442360204205,0.4907404314676667,0.8112888091061158,0.0,0.9999999999999999,0.4230759044749531,0.12630612072807876,0.24642376738673624,0.24372304311461696,0.006404351050439804,0.9219766250755921,1.0,0.9999999999999999,0.48014432033556254,0.28062404045877365,0.39476863463871203,0.8780936357688334,0.5421085554109085,0.8424519141853153,0
0.29618689876316995,0.29900474333850663,0.007695334159403919,0.007699207194511934,0.001847339821515458,0.003828850790609048,0.0037463641359614195,0.0026582210563282985,0.47783260121097,0.37962932997126253,0.8112888091061158,0.0,0.9999999999999999,0.4230759044749531,0.6015880042884849,0.5892578508430704,0.1492393306765939,0.005032004560462745,0.22696878818171723,0.9238125554541256,0.9999999999999999,0.4408013559519212,0.25206392541803,0.4241202909976988,0.9254041272896757,0.5200488637146576,0.891941387707293,0
0.026978164605283295,0.03159605042090213,0.013292226661227577,0.013295449061635642,0.003131288736722181,0.0012443664156982486,0.002919962459313908,0.005324353353309731,0.502463097075468,0.5601845562231046,0.8112888091061158,0.0,0.9999999999999999,0.4230759044749531,0.0547628082348548,0.27471079668152365,0.2156906155872979,0.006404351050439804,0.7970775173707529,1.0,0.9999999999999999,0.48747634920609273,0.28062404045877365,0.4067910131682967,0.8921165180003688,0.6139550780187623,0.8970489643055298,0
0.34076164299893114,0.3428902043799446,0.01725083090087262,0.01725448669286249,0.0028233874805940785,0.0019144253953045243,0.003250521720188241,0.003335891743113264,0.30541897186275674,0.342592007697919,0.8112888091061158,0.0,0.9999999999999999,0.4230759044749531,0.6921235228217267,0.20987399387783293,0.14288720883830508,0.004345831315474218,0.40046626433164256,1.0,0.9999999999999999,0.4783215732403082,0.23554818025828597,0.41752206007081843,0.9285315508534734,0.4272392998437087,0.8069242802539918,0
0.2645154985493969,0.2703330237108689,0.02784324490440948,0.027847236377103263,0.004755879232960886,0.002680207086283125,0.0036912697509951377,0.0059534958711721184,0.17733982349914917,0.4444441463885285,0.8112888091061158,0.0,0.9999999999999999,0.4230759044749531,0.5372794020213701,0.26835450400994665,0.22436328451711302,0.00846293821595226,0.4926942870894887,0.9536570918748689,0.9999999999999999,0.524525570325464,0.31556679796316756,0.4256934879716471,0.8877790492935509,0.4522243415637114,0.98728885395475,0
0.39237440830661174,0.3978933054576055,0.03735007420417795,0.037359316431687675,0.007173144482715223,0.005456108051796597,0.007272350732057712,0.010291419167848858,0.24630495864498003,0.4490738008561511,0.8112888091061158,0.0,0.9999999999999999,0.4230759044749531,0.7969263850240325,0.4725076890637156,0.10618211238117098,0.00846293821595226,0.2433040838239106,0.9921184977729722,0.9999999999999999,0.5610013556287677,0.31556679796316756,0.4979457542565188,0.9468893756015491,0.518098793546726,1.0,0
0.09149488471522374,0.11000497919511748,0.054470213885203886,0.05448994649147379,0.03302919817386859,0.015794016719297817,0.015481268414284304,0.04923235773445757,0.054188135660295234,0.4907404314676667,0.8112888091061158,0.0,0.9999999999999999,0.4230759044749531,0.18579168323033746,0.5055621559916529,0.1270561031208488,0.022644121667902674,0.20413936095375618,0.9477721843583176,0.9999999999999999,0.6967043194307329,0.4526696955171624,0.5701510785456944,0.9364486311837981,0.5382085238625361,1.0,0
0.05278546342953122,0.058512822155380007,0.0573414562392207,0.05734603123565858,0.00360295933262284,0.0034459599451197474,0.0041320177818020346,0.0051332018682549475,0.3891626894613954,0.4490738008561511,0.8112888091061158,0.0,0.9999999999999999,0.4230759044749531,0.10721453266355874,0.48723390022758173,0.1850369811568296,0.007776764970963735,0.3591716341466425,0.9584910175395059,0.9999999999999999,0.499908062840422,0.30474873045314665,0.4375282052048005,0.907447966795755,0.5146863112700214,0.9906910794648911,0
0.048093449381584996,0.04973662678457558,0.06455544752720181,0.06455637383869028,0.0008843612062971254,0.0005743362682339506,0.001322260539908525,0.0012644725982467776,0.453202105346472,0.41203673817989556,0.8112888091061158,0.0,0.9999999999999999,0.4230759044749531,0.09766873863129874,0.23000298110271714,0.2739748867059164,0.002973417394950287,0.8731731398175917,1.0,0.9999999999999999,0.37596012932601497,0.19620664263037607,0.3282459483189965,0.8629642821956636,0.5173675602954668,0.2052212409839097,0
0.9390013742556116,0.94148717784462,0.001127553536919984,0.0011286538219409392,0.0013560318021977862,0.0012443664156982486,0.0014324352119943727,0.0021185772106591914,0.47290640706003406,0.48148120906478414,0.8112888091061158,0.0,0.9999999999999999,0.6153832300859361,0.08812294459903874,0.37599310710883926,0.4397507803488747,0.006404351050439804,0.7970775173707529,1.0,0.9999999999999999,0.41352138710391484,0.28062404045877365,0.33611219990462243,0.7800466334725265,0.5644120761367386,0.4735528019234325,0
0.00997098793708967,0.014043659679293219,0.0027710366383812135,0.002772693412864069,0.001847339821515458,0.0015315345498152222,0.0018180818089116296,0.0027912536505513928,0.42857153033361034,0.48148120906478414,0.8112888091061158,0.0,0.9999999999999999,0.6153832300859361,0.02029802561044658,0.2549002784786196,0.31783896660489475,0.0057181778054512765,0.6054175966036013,1.0,0.9999999999999999,0.4408013559519212,0.26699299751995503,0.35961697465238923,0.8410243196338034,0.5458867449694851,0.5656073916527957,0
