f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,clase
1.0,0.9976951134264496,0.4705556340328604,0.9262148242531805,0.511530166951601,0.9169900732748437,0.3114606495826195,1.0,0.5187997609779582,0.9262148434154235,0.4112254137905441,0.7987751650814411,0.2752731699592225,0.8026788745267007,0.3088852677681291,0.921779960075893,0.3072904661606326,0.7910606478118191,0.3390410070075266,0.784855211442824,0.35162963500321265,0.6847298590503331,0.2632155261762914,0.7840541775607949,0.24414454498534258,0.7053897720723378,0.26916002739130795,0.6063304260692042,0.32955087485808476,0.7113353868661527,0.2275651148995832,0.59320486285332,0.27349938999117185,1
1.0,1.0,0.4058556331499907,0.9651750294111376,0.31921947937643136,0.4456594378772341,0.032015664137561184,1.0,0.47725468185634007,0.7543697510244376,0.16128553403102508,0.6721601730174206,0.15146333979967547,0.2415752709230971,0.012426403012405718,0.5274951021896458,0.18881641696141155,0.6655452917157244,0.0,0.4342449254636985,0.2734993885630195,0.40971945914452096,0.32133029519039824,0.3983404289779957,0.3671547377814841,0.397660972669277,0.4079951817699295,0.4048002971571391,0.4420358578790564,0.4168699245069521,0.46856047474879753,0.431310106205051,0.48776427666534755,0
1.0,1.0,0.4831755939505769,0.9999999999999999,0.5024250146307296,1.0,0.4396904666434065,0.9448248847692597,0.5059898246284635,0.8654098427166871,0.5267302506247062,0.9272151524635135,0.5041341699988124,0.7729537145841494,0.501494972830135,0.9188749559660585,0.4317802924929459,0.8776757308549814,0.45730080456786926,0.8544351310064306,0.3624896366613468,0.7169248278506157,0.4396902254607983,0.7876391170549989,0.2988996153230091,0.7949198992058446,0.38927503788305895,0.7155005744462137,0.4131758275530134,0.8021804975340461,0.3791003191869079,0.7802247972068908,0.30880941731863065,1
1.0,1.0,0.27419504356961866,0.9999999999999999,1.0,0.8560800976045454,0.0,0.5,0.4999997580748565,0.4999994365028918,0.5000002474083971,0.500000311092888,0.4999992576903283,0.0,0.5725798651934664,0.7704700661899672,0.3033506537376306,0.0,0.22766675317934082,0.1501245574931166,1.0,0.4999996981159416,0.5,0.9999999999999999,0.9534751866814808,0.7580648874634752,1.0,1.0,0.39950574137523776,0.6284101884183034,0.9999999999999999,0.3380895634721525,1.0,0
1.0,1.0,0.4879956209663891,0.9706998525154255,0.5326550972540309,0.9605300657914345,0.38372554431315775,0.8857598129940725,0.4180047949563447,0.7639897736544815,0.3986253989460403,0.7820452117515961,0.4964391405043748,0.6719740279409845,0.3627152905261855,0.7646999202753899,0.3911002761991813,0.7255354593050929,0.41093589410848697,0.5299099588060776,0.32212469169067504,0.511544650161659,0.23560561107023337,0.5164299844975588,0.17420808152202927,0.5664498864478422,0.23396989706258475,0.5121555122361363,0.18901709586229842,0.4714649423086814,0.20213544515403398,0.4769602462786419,0.17151434398877868,1
1.0,0.5116863124527333,0.49704062083395867,0.45038160398962146,0.4402550124649208,0.49618599843779515,0.44088037868885754,0.5735296354702784,0.5331846300117818,0.5189295583535064,0.4684903139612559,0.500000311092888,0.4999992576903283,0.4771393132262698,0.42230014507401525,0.49828499385069874,0.44902038707626274,0.4421246774718806,0.4729309369322606,0.5091898122032803,0.5183450007254338,0.5075947991414418,0.5044401193104049,0.5175649020106896,0.4923250202762657,0.4838000728365016,0.5461153020056708,0.4607052874966526,0.5036607648563322,0.5,0.500000505871447,0.4998050468305737,0.5600541397470513,0
1.0,0.9879400331324335,0.44699051797964096,0.9730049163257677,0.39599993548654666,0.9640301238014044,0.35825049080617194,0.9299800216010101,0.3632900367968144,0.8988300109543836,0.260355278458151,0.8911249554359439,0.246179579555802,0.873138790964878,0.19282009676184714,0.7897247955898077,0.15956960616778598,0.68926034595055,0.13179600311445633,0.6816200401877053,0.11718863349016517,0.6594898461296954,0.10123450929508226,0.613959716791226,0.09182923697678969,0.5682948025142271,0.08744867567426345,0.5230305421102188,0.08802680070405183,0.4786899298789025,0.09340903429911124,0.43084023248034786,0.09512391023854738,1
0.0,0.5000001244270447,0.5000006621522597,0.4999997400694846,0.5,1.0,0.0,0.5,0.4999997580748565,0.0,0.0,0.500000311092888,0.4999992576903283,0.4999993471732603,0.5,1.0000000000000002,0.9999999999999998,0.0,0.0,0.5,0.49999997409165337,0.4999996981159416,0.5,0.9999999999999999,1.0,0.9999999999999999,1.0,0.5000005758859285,0.5000007619608808,1.0,0.9999999999999999,0.5,0.4999992740777861,0
1.0,0.9817751707823401,0.4640104796630969,0.9999999999999999,0.4283349999308784,1.0,0.39343543490373944,1.0,0.3191307145742965,0.962850044403572,0.28215443232143306,0.9725500968432161,0.2966591116037849,0.9519584802193499,0.2680958634424941,0.9915247795212816,0.3237153757501092,0.9226859390265288,0.16990137555151835,0.8767301599885353,0.19705370282090073,0.8481849220988188,0.17887593985953865,0.9255289918785718,0.17279954845582568,0.7878848790957949,0.15143873119941476,0.6271754810807075,0.18040693790780776,0.7255701982478298,0.13610509800296328,0.6944748546997825,0.13289996557723693,1
1.0,0.4906805387890113,0.45770546584618643,0.4999997400694846,0.5,0.49999913785607464,0.500000260374627,0.5573496676182605,0.36595000374983977,0.2716844957151679,0.3091417402706649,0.500000311092888,0.4999992576903283,0.3317208512860687,0.6930096326395907,0.3143343613069892,0.5750901621428287,0.8186405596332574,0.6105759148715287,0.5,0.49999997409165337,0.4999996981159416,0.5,0.4259850991462088,0.49336997892285356,0.6032248348209065,0.4885303023219359,0.5000005758859285,0.5000007619608808,0.5829752033054639,0.6204307867713332,0.45896026718514804,0.6903241593937848,0
