f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,clase
0.0,0.1420199267435901,0.0007566839926913954,0.7898667762258981,0.8053247082745443,0.6842519729015755,0.6694331595321694,0.1301256132911808,0.12713554103610422,0.0758314456520986,0.1498609664042393,0.19388863340606435,0.2594506766222273,0.23209673145017357,0.31955531105824175,0.39198914799297274,0.5804200089044709,0.6873486837219365,0.6990787095615681,0.6745137653093269,0.6362872439969888,0.6663992841505123,0.6791176838831267,0.6974168342242493,0.7164013733081889,0.7135220205195086,0.7215725836786404,0.845636749940555,0.8801151374874381,0.8578910334319991,0.8695348653605568,0.9195746433156505,0.8018190662383593,0.9935781370284835,1.0,0.9999999999999999,0.872675706956495,0.9159437548978342,0.7293303350684152,0.8189337272142077,0.7207707691819307,0.6407415361662814,0.45066452813749946,0.44824429733073146,0.38345145437197664,0.5049694209566984,0.4356540638291605,0.42176072688580135,0.3459781740072655,0.36184132849736206,0.3765662133062582,0.7531951656208676,0.8762328523151433,0.9222750333925906,0.9540957583021947,0.8727043706596643,0.5905965148121197,0.5171463677998287,0.4728163184323779,0.33612200150220656,0.330425302115574,0.2304410754247171,0.162219954911748,0.17573914407592658,0.19954660187838077,0.2378637173288211,0.1653122319287127,0.24263424487461163,0.2878738436617267,0.2756044298094723,0.1959295364638292,0.25344953458660335,0.35238737735626613,0.23527530597233665,0.28618257022112126,0.2655233125336115,0.2748635349126769,0.24821109460448693,0.251328501486229,0.21687941469871075,0.2328457280099237,0.2463498413611005,0.19839721116744186,0.24029201791359323,0.24573074331672792,0.11284442212481344,0.19307265273240184,0.23041971421087062,0.17895912044257628,0.14041744571637177,0.16223593101542724,0.2182179248957506,0.213446665621739,0.09740136497431695,0.139988551803091,0.1854218566423539,0.10514006585043584,0.14131745253735936,0.15350767989970415,0.1883773262842159,1
0.002782250023104449,0.1387621416873977,0.005860435285840012,0.3312760195321997,0.37542606610070806,0.1610469921977537,0.25094306727970095,0.2307538360992023,0.21012891293277963,0.18636103548840718,0.22613141607269763,0.23013838471799586,0.275109545801431,0.21930765620360348,0.2366248784208751,0.23944574420834946,0.24634380367845748,0.22643922001685507,0.2123872911467331,0.17761785128580904,0.17628590725848997,0.17288083440321705,0.16632181029824583,0.1698363657169013,0.19548670302766485,0.26998141747114207,0.2947657780466007,0.2864412109869375,0.28340101222767394,0.32723698978256693,0.3491698145291567,0.47431993798900274,0.42967017047682216,0.4140384911470363,0.38356397040362716,0.33754938841798066,0.368251159377985,0.36658556366585565,0.304656611810182,0.36860588126687266,0.3471305672835782,0.31137224602144853,0.24362414689847262,0.30870902540903417,0.37284110740560483,0.4729436833776394,0.39785208304783665,0.3104836752256195,0.24079993972010177,0.1872768869712555,0.1928442322068127,0.31220416858607675,0.292704208235678,0.3416693947066356,0.3172028954611944,0.3788958052863788,0.37132018187799143,0.4001180463331857,0.367099724188523,0.33140594645689164,0.3349562140665782,0.32455057206795473,0.3051428711074726,0.31120858699521536,0.43958265901035365,0.6338884529565709,0.7092546232267175,0.7729943708480129,0.7603367605124705,0.7353549253780245,0.6732633118098793,0.7095537801223439,0.688951766317202,0.6669242936228341,0.700281246605124,0.6847409853609233,0.6959752568033856,0.7441585389484562,0.772883951035231,0.8041799908912977,0.8049961400661139,0.7772001831267833,0.781352315228653,0.7412012644889356,0.7362872891831524,0.7528910800460181,0.764700793585354,0.7841947831620582,0.8208489239829069,0.8142287442620995,0.782417570211283,0.8116809598065644,0.8286502217647134,0.764663612196974,0.799191891982895,0.7818551621783427,0.7987581796262744,0.7883400120657628,0.8265983654011235,0.8716888655320936,7
0.004214719659125787,0.1412848624254623,0.08992474722046913,0.1347838623775233,0.07490038531671359,0.01903926814147927,0.16679221976251682,0.10391005375385798,0.07519851703645941,0.04075451831223981,0.08512306025709138,0.07230381365191496,0.094426151977557,0.092117740591385,0.11856055987364283,0.1469801942384782,0.1988885574610209,0.22033490582791682,0.2309028845818113,0.22605987647859316,0.23687182084889924,0.24240913061777386,0.25928311609578664,0.2839013944060288,0.296675240575188,0.35036162403280974,0.36188472915594644,0.3602095525914108,0.38143006337412255,0.4100828094742412,0.3877898361492026,0.45679456434852117,0.3954193075932426,0.4012501924557353,0.3833190569725254,0.3767920752530355,0.43598177706549873,0.46294870434819313,0.4132024875203379,0.5031699259976348,0.45713190057458486,0.417110281138686,0.33601137908729684,0.37607208111843227,0.3510077421823734,0.33744352930731025,0.3113905812349594,0.28881611368133037,0.27268333632256536,0.22382390305134317,0.22584254744664,0.3650099362084978,0.353651637467336,0.39139154901562656,0.35685929072194816,0.4238007011183237,0.3439379461685576,0.35029022021984746,0.36791201705253734,0.3961966750028212,0.41532434003769436,0.4441869700885681,0.4525186493074861,0.491611509662783,0.6092696266281986,0.7397878592605907,0.7674716829187163,0.912549888846999,0.9564557478881348,0.9367933028620108,0.8447913783840982,0.8737717031009897,0.8436360619517328,0.8128411598466958,0.8260616489339586,0.836901444990636,0.8224331251531548,0.8234387783662749,0.7802304616670898,0.7938869128946748,0.8207657844903239,0.8263569481708616,0.8420736676228704,0.800995785036881,0.8016968799902382,0.8172634308456993,0.8118752593581839,0.7996938855279994,0.8498485812800302,0.8327593697644043,0.8024448119252616,0.8048208110722856,0.8101888918542242,0.7490850862669666,0.7639529950503384,0.7235428530648225,0.7199110197777314,0.6662344381224229,0.6342209037540409,0.641473344209794,8
0.014662749466167968,0.11139224682159693,0.04838217554674677,0.04059659524585807,0.06313827777483708,0.03490625575953221,0.03547111467903549,0.7525962269107012,0.6458522669722874,0.5922650096635425,0.6357016194136438,0.7442475595954456,0.879841781109037,0.8138056877939444,0.7989698030063717,0.8020060370654317,0.808124815408555,0.7954521971333457,0.7184367824500906,0.6863758330716355,0.6613100389061257,0.6323426386693122,0.5992129861486353,0.6032741568992857,0.5949684555366849,0.5972207904481939,0.5939609645123725,0.6057014872711374,0.6221536591318003,0.628005768749891,0.5931008672310552,0.633696436789962,0.569955038349643,0.5632578906851425,0.4909012814264546,0.5048583618352847,0.5106680947583507,0.49497583449968807,0.4186877940388968,0.47011961137530633,0.3830202215802672,0.2886643529667419,0.19082438979314348,0.19891019104653748,0.16774428839083574,0.16969188545523864,0.14892130281261726,0.16419092030195376,0.1614997171726605,0.1298332957033459,0.16458801477233426,0.6250744283884856,0.6110653639963722,0.5843088666133491,0.5053381546328586,0.4170374418511656,0.22340433106579197,0.18763712888149717,0.1633536221630773,0.13899900621389336,0.14070431490059057,0.09944488921108204,0.07207925268360633,0.044694972215350626,0.05388456656183857,0.06151613850665663,0.045800435333181566,0.06114552592920011,0.05625058569955951,0.037956455497124925,0.03195071163554081,0.04193577825009273,0.034832930888682195,0.02521057201479948,0.038986922099920995,0.03505325143161361,0.04049380426647947,0.02415843129655945,0.03750195556444644,0.07116143282576123,0.043776268994503736,0.02791485669264515,0.06529480608898622,0.03858535300316121,0.008882292711135137,0.02068195128601419,0.0486074070669783,0.029397686860804295,0.04956966310209046,0.043968940728371556,0.0257568878355056,0.03701115856101611,0.032939790986228124,0.023728573270274306,0.05358241018216102,0.03748756057816714,0.02329253832869102,0.028169340382066324,0.04545161749694228,0.03134149571001839,0
0.02418417327775324,0.14274749040541052,0.0035162710203129714,0.43358204032709463,0.38378256528572036,0.40737834471742684,0.39773571951789777,0.4629986459906627,0.4084350488886792,0.3964421538269706,0.5023939998206017,0.5727235664967434,0.6595979319759089,0.6586985188236159,0.6765421053676297,0.6241185573280752,0.6445764425316322,0.6751170168453886,0.6349645932505209,0.5763004640776022,0.543979927816121,0.5724949688937933,0.5240242431830463,0.5508392591502788,0.587266077667219,0.6277117346218803,0.6436985612961276,0.6273097957399154,0.6569131754815963,0.7426679741336698,0.7352463379528974,0.7229080977642129,0.7492330735933038,0.7798130869899924,0.6555811586497516,0.7817974690529905,0.7107009196652995,0.6707444023530137,0.6317513792770927,0.7412260041217771,0.564569251769785,0.5204639175912782,0.24840996396182324,0.28733922018229907,0.3324922533230772,0.24476474244141408,0.22080499178409918,0.2882024482871061,0.21426044099839642,0.2168051415681555,0.25402938288685334,0.6578302242616421,0.7262034135229868,0.7605029538802398,0.696125396691323,0.568622822334484,0.3911826483953241,0.3916381548916828,0.29388062701751594,0.2501448573692455,0.3170323711043439,0.22584951618495286,0.1929151815443643,0.1473356301172325,0.18619097093185108,0.27465898646466685,0.17310037756108373,0.17062278181510904,0.24587804731113697,0.1575310037515768,0.17911119925055166,0.1626895065617107,0.16841078755434458,0.11799706332922234,0.13512417366206683,0.12769939222293986,0.1353958845229186,0.12012296537914999,0.1360686871173826,0.14412873307228233,0.1274639904458389,0.12612045377113412,0.13894900085702888,0.12064357218124339,0.07061747651106405,0.08425413403927669,0.10915806419782458,0.1307366633796848,0.12321259468041207,0.10971226866214437,0.09241383523622676,0.055591077060103786,0.09081000249935398,0.07344552595584525,0.10017347385433853,0.0648911608408983,0.07463338792389221,0.03560814313728422,0.08001509229055455,0.08711482441468131,3
0.02569933216271303,0.5119710474666533,0.011409352744153943,0.145826415208128,0.1736307202009269,0.15390684776962987,0.15471668788500476,0.467104921651954,0.40833917240977413,0.41444488317158157,0.4985080970682195,0.6343910322267122,0.7778450558388001,0.7809573527204923,0.83587172587062,0.8917147359278946,0.9112403516531311,0.8613912217992309,0.819411444884685,0.7933567116787048,0.7679852888410477,0.7383037833211313,0.6729674341368267,0.6829089631046377,0.7276990732870586,0.6825232133069326,0.7194325831369823,0.7723757219669716,0.870233867337241,0.8171621763074185,0.8830836805091642,0.8074456798197805,0.7307286232803797,0.874129638183218,0.6465244445757213,0.6808143665602797,0.6194105373630355,0.6072975590392203,0.41572098901707666,0.4300969565716396,0.4029637154376051,0.22787445022092825,0.16139954853273134,0.10904300746898274,0.10852795802347695,0.0614531704540113,0.07733192623491458,0.04904664886718299,0.05410333120726413,0.04195053141137309,0.12796032445580016,0.7585639979784697,0.8063219319749882,0.79274631438347,0.6618951085797948,0.5022926302600536,0.2308491959175711,0.11391057438642799,0.1047013260619003,0.07282547101699874,0.052954516348750674,0.003749487817946845,0.030265336420677053,0.010131592443540727,0.0,0.0,0.04349246920280339,0.006063038702044998,0.02778726053255151,0.014971904130010982,0.02398856292095422,0.03900817785209215,0.04619889935390528,0.051680704800986604,0.05230623557387315,0.03538429940789706,0.03611473531534992,0.03655723851354259,0.05624588049128906,0.06961930263480817,0.05883251845840182,0.06935328031174141,0.0664072322179671,0.034578503688092704,0.025706790172579347,0.009769784753126176,0.05231567151973422,0.05498361766412163,0.060013847993789365,0.07447243239791847,0.011076492011457634,0.010675530600535249,0.041811509172064276,0.030542216844801975,0.06761668743055321,0.040280070361202486,0.013481396673081195,0.02347813191604395,0.06700497885881522,0.030623868845800803,3
0.02620519580327746,0.15777380520795575,0.013783211168706946,0.13998032456922305,0.1538225936870849,0.1074967467369632,0.12415065830907418,0.39408160329715347,0.3501765597965365,0.3225926972713481,0.38591092189968873,0.4552382350159323,0.5303271684336115,0.5290780084100423,0.5268052550538634,0.5777825383398918,0.6660877780994098,0.6893436853202626,0.7050981063748776,0.7249450434418507,0.7200208249787177,0.7153104784944525,0.6813948890968278,0.6877732005950338,0.6990829783819938,0.7049926249196019,0.73587942692582,0.7572876285734008,0.7548470366042019,0.8083579997790197,0.8239306883191021,0.8114274640893346,0.7368401116930859,0.7794523479599693,0.7298363633678429,0.8081482513182289,0.7445687272909002,0.7504668270475656,0.6053177825697128,0.6741775158558676,0.5756657883876701,0.461795599734149,0.3927645109764629,0.3326719858798441,0.3085014530236118,0.2860645998610756,0.24133898051108923,0.25571193386731783,0.23476844771833158,0.20244743366937945,0.24952296740937444,0.7105244797466825,0.775357770374428,0.8025941933496602,0.7706001284428518,0.7015737840395612,0.4628010235977153,0.3415496615131719,0.2982824633241222,0.26550897259019,0.23508937951700043,0.2000979607274561,0.15484417671173456,0.13053511846940066,0.13443249644024066,0.1406439913670789,0.15597007522043846,0.17682134917642778,0.152820896421543,0.15024409822905915,0.13397735967452867,0.14559711861712463,0.12478782506684365,0.12132777891459319,0.13815806944390424,0.11964344106129926,0.12199270155174811,0.11772757610989106,0.10424530600415989,0.1305694648454146,0.12411369979611633,0.10442086154763427,0.1236537339998236,0.09655360906217068,0.0812154828030749,0.08214214668170923,0.0933189331812216,0.08600294319738758,0.10754030255768247,0.09673222482715159,0.07887878548052744,0.0826903398105013,0.07630668909024926,0.07879614627635217,0.08800040405400855,0.07005102640923946,0.04249684831854279,0.05939283540443406,0.08767702498213281,0.07118268474775348,1
0.026625938158169993,0.15998149838110842,0.01274465426347061,0.22117539968074543,0.270195341519108,0.11027332994509945,0.11471674194446473,0.14730558395952356,0.1409800490898672,0.10351974618480572,0.14911853390280755,0.15368433411935067,0.2288692150322278,0.2499002225436387,0.29338637916807275,0.40141958736346584,0.5289415875525488,0.6542126710128222,0.7180628459411511,0.7727026414040965,0.8174015210677023,0.8383573659285353,0.822357236053086,0.8170451015971099,0.8093176513951534,0.8271735691378508,0.8488728999467371,0.8507528399285127,0.869162221686652,0.9143875646222108,0.9386106083978089,0.9366845917205631,0.9054024419904336,0.9514888375673596,0.8328816588146684,0.9030771595894667,0.8826833282411188,0.8961630637998866,0.6706821804991046,0.7408254282706002,0.6341441858988603,0.5594358672625863,0.430158937599831,0.3728300871122521,0.34997476631553537,0.33205877130218153,0.3486186656557416,0.2965065448652412,0.2665185493345333,0.25655476405997873,0.27591596282370273,0.8820371538166818,0.9222453701625045,0.9611596172732585,0.8574270939335558,0.8468176425896058,0.6017566919053472,0.37557089054650206,0.3439922569158455,0.3109321325387898,0.2818795255003338,0.2535005515806726,0.18835709529017164,0.17036674530436408,0.19583851146781964,0.2054908914499304,0.17597877021293976,0.22546037493012314,0.2630165033401609,0.2511783719139595,0.2193654892651588,0.2574776713433697,0.24270076020557424,0.21820362576527647,0.22691906884171192,0.2291342487372884,0.2395329522951699,0.21669196486242087,0.1871679066868763,0.21507741786599952,0.20491326695566686,0.20151106213534348,0.2285567027952833,0.17180099446786087,0.1601291029375096,0.16707069217596465,0.18722707408824193,0.1695250014057676,0.15884432197284953,0.1394603770808782,0.1378337283520707,0.13095861992905317,0.11903307478434245,0.11787083919365571,0.1374769520859288,0.1200582290492383,0.10245142110929266,0.09420373305920696,0.11095082761383435,0.12461051247888627,1
0.028564271434755817,0.1636543197529784,0.013545805628633717,0.15946710490359228,0.16156014025455365,0.12495015386677538,0.12037703770377041,0.7191775253212256,0.6400011655027826,0.6075479540306323,0.6687053660758026,0.8009826847874655,0.9228951620704604,0.8591764927505692,0.8253755129008566,0.8182416127508253,0.8011775648476175,0.8272952124482158,0.7435301003094246,0.7053156076625144,0.6855586511605001,0.6215783703106377,0.5964254978451968,0.5995980252725875,0.5729108445908911,0.5978969508907285,0.5687353489029922,0.6056411987144577,0.6255203241311258,0.6223501259006402,0.6101506419210261,0.6218806772763608,0.5520846762242847,0.5441370284834489,0.4778101047097222,0.44872999333822994,0.48410263632842626,0.5371505356106052,0.4375555250075402,0.4926583964989846,0.25284784610012373,0.26110455238039565,0.19928306469710766,0.23583649501291415,0.17198585886344403,0.1851576740080743,0.1660335577604082,0.15334169369687428,0.13864482723123178,0.11441553034461471,0.16208631327613332,0.601502879487879,0.600574857146278,0.5906544947739043,0.49069727843272914,0.43222745024859044,0.24690521183260736,0.15564050478597896,0.11986247280065476,0.12495737883150654,0.14302071374414782,0.11592511110410691,0.05849253722224598,0.03639215875563384,0.022577332358312246,0.03920322287928671,0.048045669135110824,0.04673788692294695,0.04976772828895401,0.021213610524074,0.016872947489777218,0.02677966900011186,0.07207470770001062,0.005188947941841715,0.0177854612806444,0.036926037126017136,0.023051705068514033,0.020199532790767777,0.022867921818456954,0.07355338297942482,0.024031882394082743,0.009405210595800878,0.0680265033879629,0.043327054794520536,0.027987909365334518,0.005067823701500579,0.021486685040828263,0.026509348697573404,0.032351151551604757,0.03507049272030971,0.03554613249581032,0.024976860609428053,0.013414329347075538,0.018354008879868003,0.06097740664668844,0.03650654779447232,0.0,0.03146432538606603,0.044848724408652396,0.007561701502900031,0
0.03235581670225551,0.05832260322778249,0.011142302289099574,0.15232194583225755,0.16713126139659518,0.12257010572406744,0.13320723964288322,0.2244178228905754,0.2065082230383825,0.19799386243826067,0.2879084241249163,0.38120016046495697,0.5176686718713611,0.5377592058672337,0.6274980079455326,0.6976546255406908,0.7693492242383813,0.8419400773008632,0.8086464296462318,0.7923852890889425,0.7850112919225818,0.7654643295454143,0.7458984606666053,0.7591679335654619,0.7747591865007809,0.7765837855181049,0.7867438228417186,0.8177450852553826,0.8535716721764713,0.9012973871982601,0.9284276275036134,0.9141632148826394,0.8732634343364536,0.9763202463433411,0.8352606420424058,0.7948565091536923,0.7109070691674172,0.7093748681078135,0.5183571573658219,0.5633325266094142,0.38024443668454966,0.2668002699175379,0.149953137169485,0.12690930077277832,0.11291463823371914,0.13570462367669253,0.09796837358463018,0.11105308708262537,0.12092274940011949,0.09441536463457828,0.09712363461903226,0.8382486631215348,0.8708300033225277,0.889030240495716,0.7996868032344002,0.672705836876691,0.2937716898618542,0.1436979668725582,0.13624147144705087,0.13530052019060307,0.1271543053240114,0.10866202288271819,0.09121817704164861,0.06110281828658311,0.09734599795139014,0.14410724227267352,0.14206071322280767,0.1971766487695168,0.19355128050657988,0.2069617142576301,0.1901726661506563,0.20400988525101707,0.17094713492884805,0.16460136491590943,0.18291638110591477,0.18696035801825223,0.17983641409090606,0.18125511346509926,0.1751392105418388,0.19866087421565648,0.1811875136087413,0.1621509145692262,0.1898908769209098,0.14814778714436247,0.13339009936708524,0.12768912525439974,0.14132767059516876,0.1303065670606016,0.14841818143669439,0.12830119276153515,0.11176947567337157,0.11457816507075838,0.11064625951201879,0.0994140196181746,0.12725815684029765,0.11191488461899356,0.09054462488789275,0.09552708782617328,0.12285736720714102,0.1099949093773112,3
