f1,f2,f3,f4,f5,f6,f7,f8,clase
0.0,0.5135138512471802,0.5210085112841648,0.08407039519100683,0.1813353318269369,0.15030286655959113,0.1323242673748169,0.14798214986731695,2
0.0,0.37162238919813695,0.35294058780065946,0.07964561806777823,0.07915702011403919,0.06624105133058278,0.06319952084400732,0.06826135990045654,0
0.5000007036423841,0.6148650740842921,0.613445593996901,0.11946868620690293,0.23906510793428587,0.1718228118674731,0.1856488450464363,0.20777288105968864,1
0.0,0.49324348009542507,0.5210085112841648,0.11061913196044573,0.1820436044441588,0.14425046124084234,0.14944081629707673,0.152964595202326,1
1.0,0.3445950112789886,0.3361348462281318,0.07079606382132103,0.07189713894683092,0.059516488240597576,0.05135051271134461,0.053313191592071485,0
1.0,0.4729732712312761,0.4117640191007693,0.08407039519100683,0.1237825370332096,0.09414955547727233,0.10138291347048933,0.11808664555390481,0
0.5000007036423841,0.6148650740842921,0.6050421728042538,0.13274301757658874,0.2746591937363551,0.15870909286315626,0.1856488450464363,0.32735434344443193,2
0.5000007036423841,0.6351352667196806,0.6218489651526043,0.11061913196044573,0.27129463828249967,0.19704134150928748,0.1961820504124061,0.2575984441475896,2
0.0,0.5405407423035102,0.529411882439868,0.11061913196044573,0.1797414579161362,0.14492291754984088,0.14746588539223682,0.16292976330679673,1
0.5000007036423841,0.6418921111994677,0.6470590786197142,0.13274301757658874,0.3160971365152917,0.21082736755372186,0.19815698131724602,0.31738917533996125,2
0.5000007036423841,0.6081083221084406,0.5462186247512747,0.12389345962862816,0.21409597979738326,0.12979182961852845,0.1935487129898901,0.20777288105968864,2
0.0,0.47972995342345703,0.49579839781705487,0.0973448376057936,0.14308478950686646,0.11197076718234089,0.10599118179784525,0.13303439771061087,1
0.0,0.5608111134552654,0.5462186247512747,0.11946868620690293,0.19107503556126,0.14559552312772042,0.12442439943136309,0.1878425448507472,2
0.5000007036423841,0.6216218211915155,0.5882354471718285,0.12831824045336013,0.24172139077091945,0.1825827098869736,0.22449013905626475,0.20279029700745327,1
0.5000007036423841,0.5337840601113293,0.5042017689727581,0.0884952833593364,0.16769978133515812,0.11197076718234089,0.10533291960426336,0.18285996079851183,1
0.0,0.5743246401272335,0.5798320760161252,0.11504390908367433,0.23463796987322993,0.17283142169653037,0.17445723316279038,0.23766822446111824,2
1.0,0.3783784222398935,0.37815086805758247,0.07522084094454963,0.10217848539426538,0.06321537111229197,0.05135051271134461,0.11310420021889578,0
0.5000007036423841,0.49324348009542507,0.4789916555056483,0.0884952833593364,0.1590224865266679,0.12575694249565628,0.11389119406539326,0.12805181365837554,1
0.0,0.3918921111994677,0.40336114831450554,0.07079606382132103,0.08978284618604401,0.06456028373028905,0.05595878103870053,0.0981564480621897,0
