f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,clase
0.5870967936014017,0.6626390048197313,0.5429955228318645,0.6036863069205781,0.7487240258329007,0.25859853308085917,0.8063087773855079,0.3202638184653819,0.5972202679225237,0.4862434644286726,0.5057388402293456,0.6363926368239676,0.8711827440077768,0.5805162447677894,0.41933503769370384,0.38928405291633345,0.5546692106114975,0.6661709480773929,0.8014910947526791,0.2574678649863902,0
0.59451854686261,0.5464499358266691,0.5549802807780179,0.4484403732910913,0.5217550449879552,0.6035809601225409,0.5944225498741856,0.5151940424698529,0.5989993494667064,0.6149635789940326,0.5374691596686856,0.4943995515956993,0.618946709087529,0.548418388232697,0.3431893934105822,0.5795235650924523,0.6970266398455687,0.4693176940146866,0.5231644736609755,0.6338979894736265,1
0.5802296352717082,0.48548594469425665,0.5625008862274437,0.3545392977260466,0.6679481694832277,0.5890215997030452,0.6052221635126145,0.6225805295953877,0.45636224874670184,0.4887534932438599,0.5852611151591887,0.6002722775613636,0.5700093422200856,0.5393367925397733,0.6366582175764345,0.6096675657157523,0.4930310369103463,0.6104212118219945,0.6533700318914866,0.48953935888799427,1
0.5628794414823532,0.6055508809248139,0.5377036603574328,0.5700559018331669,0.6038898052466503,0.5071006028370462,0.456386689148333,0.6918451768223799,0.5635002225508637,0.5599366761268564,0.44588236168852285,0.596204850674179,0.7074949707123176,0.5470202387152499,0.4483889649937178,0.5943317514041435,0.5775371523129993,0.5296547674110414,0.6140448505667832,0.4352359671174057,1
0.4129560306934422,0.5835702810163619,0.6389779231484726,0.6312992871655361,0.4594486144441878,0.44998813590380926,0.7267064022266273,0.4922166865298772,0.5558797054597305,0.4751966647398593,0.5345712625682185,0.8170371169131094,0.5169901711319478,0.32432417951009573,0.4999045659988832,0.7997717622202312,0.6071952260439557,0.4998147811309577,0.5234882152186786,0.6321136541631751,0
0.5030119474356152,0.17388167873843308,0.47020720262175186,0.9506250215227796,0.3857845839900988,0.4667536308832997,0.5374785307939371,0.9407136903297613,0.4854335765746165,0.623727872500402,0.5530777662826541,0.6128905003886471,0.38300142205403326,0.5113182920007457,0.2990825247801201,0.36845162665248965,0.4477001406932535,0.49356224112752767,0.7070185992468005,0.38512089994468446,0
0.47426710803230104,0.3499331340818726,0.30631089176173554,0.5310102505825499,0.623223759313868,0.4665710882547798,0.5704974124768761,0.6076851517923463,0.6183026272046619,0.8026409575508394,0.3015204012482714,0.6297029658484862,0.6901153628013872,0.4397447602881386,0.526974011412816,0.5157776927360348,0.5368567610212386,0.6599184080739628,0.5298667479748495,0.40305943950621337,0
0.6094378604596316,0.5324552020786774,0.5090028539169137,0.5623614219957069,0.628480818636658,0.6050858208779902,0.6629808625376237,0.5372121486420968,0.5782096749432026,0.49831074767370603,0.46646747293039986,0.49871375810430124,0.5551933389615571,0.4777204815455408,0.6319083310065615,0.5854055001638454,0.4993487729133973,0.6639633927689805,0.5627607738247299,0.42859438410857165,1
0.6228607664696886,0.3667225378532899,0.3110039290298482,0.5802764098855562,0.5768048371488641,0.5473232954465365,0.6009190110310492,0.2784639011027067,0.7409618394298281,0.5552614880458261,0.558760311090623,0.41995893371434223,0.4898619743225114,0.5557964212001774,0.3720464539997208,0.5039924424879751,0.34632653867889357,0.6487595428773367,0.9037957814709169,0.7289223337659989,0
0.6622710596264757,0.7237169821481461,0.5032808933595905,0.5096545909523974,0.5360064353479732,0.4706401208493284,0.5948333675494423,0.4682875683370074,0.6387927692506499,0.5464902406481027,0.5941079937374001,0.6384369650487269,0.571528015411703,0.571692589282461,0.6054978710037694,0.5130541812657115,0.5587594636777452,0.5925886467693235,0.5718955833410835,0.5267893465652366,1
0.5774569012715133,0.5085332579408887,0.27744791892632625,0.5979227934846241,0.501861172180446,0.3841970238738507,0.44149998934252344,0.44885263090014976,0.6562489300439249,0.3298306727455267,0.5114414601970129,0.6748035423041152,0.5501558575956748,0.734557343740958,0.7327575300153567,0.36786613716723915,0.60944289958433,0.4645324574760551,0.9269297645633668,0.2720886800409663,0
0.4727478379942652,0.3865343708769756,0.7957962660989168,0.4598004981806077,0.20820169428322394,0.6486688719006518,0.6819483662088439,0.5705528102661352,0.5709981433846066,0.4796029328036786,0.6547571755418702,0.6133134067494284,0.37693430726076393,0.6286188250271656,0.4087872356205501,0.6112004940568807,0.4210520693232089,0.37535092323602937,0.455086450768327,0.4772667247205472,0
0.44785435896695414,0.5641496584901765,0.5581931330335858,0.4825934088639416,0.6336724492527173,0.634431016741297,0.7256900155150422,0.5277704163153785,0.5274149529882011,0.48241643378374266,0.47648019781998646,0.5639334447604543,0.707813482398381,0.3978323163609319,0.6324176759039509,0.49332656564013133,0.43276304670866456,0.5072860030869811,0.4316593344109022,0.5842986160173942,1
