f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,clase
0.38526504184164334,1.22014243244495,0.23692602123102627,0.9131456831095057,1.8427344267459875,-2.2515522017323013,2.2160598482218283,-1.8284435831519423,0.840844776017042,-0.27778677723710926,-0.28250009746401683,0.8884700335327826,2.7822379411635185,0.5501241832585901,-0.8797673490340404,-1.1744193684575799,0.2195068473153404,0.898974748269426,1.8346839389201315,-2.0717600433730334,0
0.4469482081504357,0.18443747904218513,0.3501916796308248,-0.4394017216786388,-0.1416395613646721,0.6855093366598701,0.3271931262108817,-0.1959992736571675,0.8569538640805703,0.9069662924893162,0.0162489816599327,-0.37573441404567526,0.6518270334517581,0.25057893694996847,-1.5779664626763323,0.4860538566293157,1.552174947807548,-0.995088243770697,-0.5297018132936784,1.3650722712964873,1
0.32819118686275617,-0.3589932252593709,0.421267485385227,-1.2574950082018852,1.1365167417965334,0.5615559577055171,0.4234666360647195,0.7033094955190902,-0.434585370946729,-0.25468421588579104,0.46622247529638755,0.5668802972825485,0.2384971133154156,0.16582720856779515,1.1129251154734845,0.7491606390187396,-0.35751416455653123,0.3625675003419349,0.5763949212972712,0.04706828005384919,1
0.1839914470799327,0.7112610616684344,0.18691363966932178,0.6201478823973043,0.5764589257955803,-0.1358911880669279,-0.9033320798470191,1.2833666918432127,0.5355191532683765,0.4004930632697922,-0.8460641636203305,0.5306668496156252,1.3997145527112875,0.23753105504165165,-0.6133643724793618,0.6153045921962681,0.43358332083326045,-0.4145430132019375,0.24232734966991318,-0.4487253334024137,1
-1.062041714600275,0.515326827912697,1.1440373551018106,1.1537179409176836,-0.686380343134936,-0.6221270564580952,1.506441865039765,-0.38842327636384344,0.4665174926575458,-0.379462648845575,-0.011035461278487604,2.4967987404698886,-0.20930813560438344,-1.8407244145606905,-0.14100449819921032,2.4084527842809296,0.7112250919438057,-0.7016544148660827,-0.5269516274744768,1.348781170090072,0
-0.313575160405798,-3.136621831364735,-0.45098249135265206,3.9357759516463102,-1.330419829712826,-0.4793914078668735,-0.18043619883569517,3.3675175245957045,-0.1713525912942831,0.9876337442758201,0.1632080080651221,0.6792238905860062,-1.3409905799327584,-0.09564846461260591,-1.9823937529468503,-1.3562516578123043,-0.7818758552689398,-0.7618144802057938,1.0321397141742483,-0.9062792620250474,0
-0.5524772967381344,-1.5673058368983903,-1.9999352230026124,0.27997089332830205,0.7454943393374986,-0.4809455129206882,0.11391170447759373,0.5785680663408632,1.031739669718458,2.634368036297446,-2.2052689716432186,0.8289100078706553,1.2529246371589495,-0.7635906109235634,0.10720225049574497,-0.0703411479985694,0.052756973506280044,0.838814682929715,-0.4727659663632088,-0.7424991912163665,0
0.5709445833234208,0.059688953299084316,-0.08433220047999536,0.5531113520866998,0.7914564427723542,0.6983212027116205,0.9383584521888054,-0.01160851378246022,0.668709149381411,-0.1667182708417693,-0.6522500723713734,-0.33732381787348464,0.11335966037122368,-0.40919165704452887,1.0693721765731852,0.537393326469345,-0.298371165951565,0.8777343129387836,-0.19333108605118532,-0.5093634322698035,1
0.6825041184663123,-1.4176457285815378,-1.9555822240971832,0.7091918999679512,0.3396569365459075,0.20655096020989294,0.3851060421854721,-2.178497237399453,2.1423846865245553,0.3574621550915957,0.21671062192019996,-1.0385002103857692,-0.43843561299930944,0.31943259077887187,-1.3133686079291174,-0.1732067002910666,-1.7308770163842921,0.7314474275458567,2.703762659139284,2.2326509157771084,0
1.010048242005739,1.7645892053736354,-0.13840935687938002,0.09391421966857044,-0.01704064824644993,-0.4463031711805714,0.3308553738459462,-0.5888178176653617,1.217272201227383,0.27673069897945723,0.5495181015321945,0.906671263753931,0.25132397976094145,0.46777961757690883,0.8272078356126873,-0.09411285463805204,0.25779743610762546,0.19098790578439212,-0.11573084290901932,0.3871631689647093,1
