f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,clase
0.79692596192537,0.817630818448524,0.16765696700761745,-0.19003858374580837,0.5139642287640179,0.8386749343464355,0.1810214399617961,-0.18184631534624496,0.5370161965526264,0.8551011058043759,0.44811671014967697,0.034719479785382416,0.5118380390575398,0.700104621452733,0.5363523968569867,0.12359061486514811,0.5290931907222738,0.8841152645601223,1.1412356487772357,0.2790478353645632,0.8435007519872242,1.076858692988277,1.1444563576110822,0.28650067066951485,0.7478099580974821,1.062185351583766,0.6111210393396038,0.22724179619681903,0.7652627779683094,1.0690767102776066,0.6045064751160537,0.22968765482636455,0.7827855987079434,1.0815998847305432,0.8572390673842372,0.24071626917822495,2
0.5007810516417261,0.817630818448524,0.16765696700761745,-0.19003858374580837,0.5139642287640179,0.8386749343464355,0.41991519005961625,0.023978835415019648,0.5370161965526264,0.8551011058043759,0.44811671014967697,0.24215545589932552,0.5118380390575398,0.8741681969351683,1.1380449772904317,0.27970468122766223,0.8257533173600865,1.0573746581085757,1.1412356487772357,0.2790478353645632,0.8435007519872242,1.2942330058767741,1.1444563576110822,0.28650067066951485,0.7478099580974821,1.062185351583766,0.6111210393396038,0.22724179619681903,0.7652627779683094,1.0690767102776066,0.8451655594482567,0.22968765482636455,0.7827855987079434,0.9071103188740659,0.32051396871376386,0.03453529583130554,2
0.79692596192537,0.6453398207102975,0.408803160374938,-0.19003858374580837,0.5139642287640179,0.4914686825412771,0.1810214399617961,-0.3362159035984693,0.5370161965526264,0.5066933296226366,0.20634929380288763,-0.32829320334522816,0.8085993345549939,1.0482317724176038,0.8372006875743573,0.12359061486514811,0.8257533173600865,0.5375984779642499,0.06315772632254063,-0.2349947028203753,0.8435007519872242,0.5551433378072225,0.06987780788828503,-0.22915918598264964,0.7478099580974821,0.8872386197026128,0.3064440808738601,-0.18885629533953893,0.7652627779683094,0.5453280387620378,0.06302318528119219,-0.1854261753427512,0.7827855987079434,0.5581211846637273,-0.15657422991006129,-0.37782545056229455,3
0.5007810516417261,0.47304782272244406,0.16765696700761745,-0.34517139343779846,0.5139642287640179,0.4914686825412771,0.1810214399617961,-0.3362159035984693,0.5370161965526264,0.5066933296226366,0.20634929380288763,-0.32829320334522816,0.8085993345549939,0.5260410459702974,0.05499523173422605,-0.24067654023102322,0.8257533173600865,0.5375984779642499,0.06315772632254063,-0.2349947028203753,0.8435007519872242,0.38123988649673973,0.06987780788828503,-0.22915918598264964,0.7478099580974821,0.5373381541900609,0.0627031142508873,-0.18885629533953893,0.7652627779683094,0.5453280387620378,-0.17763579902603796,-0.39298309042730906,0.7827855987079434,0.5581211846637273,0.08196966935186961,-0.37782545056229455,3
0.5007810516417261,0.47304782272244406,0.16765696700761745,-0.34517139343779846,0.5139642287640179,0.4914686825412771,0.1810214399617961,-0.3362159035984693,0.5370161965526264,0.288939094664754,-0.277187539390605,-0.32829320334522816,0.8085993345549939,0.5260410459702974,0.05499523173422605,-0.24067654023102322,0.8257533173600865,0.3643400846663134,0.06315772632254063,-0.2349947028203753,0.8435007519872242,0.38123988649673973,0.06987780788828503,-0.43542372879348507,0.7478099580974821,0.5373381541900609,-0.18103845252170772,-0.3969053411077179,0.7652627779683094,0.5453280387620378,0.06302318528119219,-0.39298309042730906,0.482479534810478,0.5581211846637273,0.08196966935186961,-0.17164487731545475,3
0.5007810516417261,0.47304782272244406,0.16765696700761745,-0.34517139343779846,0.5139642287640179,0.27446577541153144,-0.2967650599836699,-0.3362159035984693,0.5370161965526264,0.288939094664754,-0.0354193228438501,-0.32829320334522816,0.8085993345549939,0.351977470487862,0.05499523173422605,-0.24067654023102322,0.8257533173600865,0.3643400846663134,0.06315772632254063,-0.440611117944281,0.8435007519872242,0.5551433378072225,0.30867425257421366,-0.43542372879348507,0.7478099580974821,0.5373381541900609,0.0627031142508873,-0.3969053411077179,0.4667260627738637,0.5453280387620378,0.06302318528119219,-0.1854261753427512,0.482479534810478,0.38362661755855804,-0.15657422991006129,-0.37782545056229455,3
0.5007810516417261,0.25768307530003387,-0.3146354197270237,-0.34517139343779846,0.5139642287640179,0.27446577541153144,-0.05787181001093693,-0.3362159035984693,0.5370161965526264,0.5066933296226366,-0.0354193228438501,-0.32829320334522816,0.8085993345549939,0.351977470487862,0.05499523173422605,-0.4488296289646805,0.8257533173600865,0.5375984779642499,0.3027308647125398,-0.440611117944281,0.5459563088724037,0.38123988649673973,0.30867425257421366,-0.43542372879348507,0.44992247287839937,0.5373381541900609,0.0627031142508873,-0.18885629533953893,0.4667260627738637,0.3707464819229215,-0.17763579902603796,-0.39298309042730906,0.482479534810478,0.38362661755855804,-0.15657422991006129,-0.5840070240593332,3
0.5007810516417261,0.47304782272244406,-0.5557816130943444,-0.34517139343779846,0.5139642287640179,0.27446577541153144,-0.2967650599836699,-0.3362159035984693,0.23871570016554933,0.5066933296226366,-0.5189559559873514,-0.5357290794341568,0.5118380390575398,0.351977470487862,0.05499523173422605,-0.4488296289646805,0.5290931907222738,0.19108169136837713,0.06315772632254063,-0.440611117944281,0.5459563088724037,0.20733643518625697,-0.4674139175862346,-0.43542372879348507,0.7478099580974821,0.1874366884274741,-0.3638440274515318,-0.8130034326440758,0.4667260627738637,0.19616492508380526,-0.17763579902603796,-0.6005400055118669,0.482479534810478,0.38362661755855804,-0.15657422991006129,-0.5840070240593332,3
0.5007810516417261,0.25768307530003387,-0.3146354197270237,-0.34517139343779846,0.21940772290967855,0.4914686825412771,-0.5356588100814901,-0.5420413544347445,0.23871570016554933,0.288939094664754,-0.277187539390605,-0.32829320334522816,0.5118380390575398,0.1779138950054266,0.05499523173422605,-0.4488296289646805,0.5290931907222738,0.19108169136837713,-0.47588293533023346,-0.440611117944281,0.5459563088724037,0.20733643518625697,-0.4674139175862346,-0.796385928524985,0.44992247287839937,0.1874366884274741,-0.18103845252170772,-0.6049543868758969,0.4667260627738637,0.3707464819229215,-0.17763579902603796,-0.6005400055118669,0.482479534810478,0.20913205045338876,-0.33548292955018855,-0.7901875973061732,3
0.20463614135808236,0.25768307530003387,-0.0734892263597031,-0.34517139343779846,0.5139642287640179,0.4914686825412771,-0.05787181001093693,-0.3362159035984693,0.23871570016554933,0.11473470644932082,-0.5189559559873514,-0.5357290794341568,0.14088716987353492,0.1779138950054266,-0.7272108242560997,-0.6569817174480327,0.15826853254997433,0.017823798195699275,-0.7154568739204332,-0.8004410947237612,-0.04913227728216105,0.033432583775805734,-0.7062096620969858,-0.796385928524985,0.15203398740920934,0.1874366884274741,-0.6075857942740008,-0.8130034326440758,0.16818834732908375,-0.15299918884398228,-1.0801091157088232,-1.067546815390324,0.1821734709130125,-0.13985708375694977,-0.8125711281740137,-1.0479120635519743,3
