f1,f2,f3,f4,f5,f6,f7,clase
0.6666663428565879,0.05769336391621266,0.0,1.0000000000000002,0.0,0.49999979936887184,0.4999983358734731,0
0.33333268571317554,0.48076958485572086,0.0,1.0000000000000002,0.6666665477099646,0.49999979936887184,0.4999983358734731,0
0.33333268571317554,0.7500006538528936,0.0,0.3333343228943133,0.0,0.25000014330794873,0.4999983358734731,0
0.33333268571317554,0.5576925792927405,0.0,1.0000000000000002,0.6666665477099646,0.49999979936887184,0.4999983358734731,0
0.6666663428565879,0.4423082053307319,0.0,1.0000000000000002,0.0,0.49999979936887184,0.4999983358734731,0
0.33333268571317554,0.5192311213054043,0.0,1.0000000000000002,0.3333323816797163,0.49999979936887184,0.4999983358734731,1
0.33333268571317554,0.5384617195284936,0.0,0.3333343228943133,0.6666665477099646,0.25000014330794873,0.4999983358734731,0
0.6666663428565879,0.05769336391621266,0.0,1.0000000000000002,0.6666665477099646,0.49999979936887184,0.4999983358734731,0
0.33333268571317554,0.7500006538528936,0.0,0.3333343228943133,0.0,0.25000014330794873,0.4999983358734731,0
0.33333268571317554,0.5576925792927405,0.0,1.0000000000000002,0.6666665477099646,0.49999979936887184,0.4999983358734731,1
0.33333268571317554,0.7500006538528936,0.0,0.6666667373495939,0.0,0.49999979936887184,0.4999983358734731,0
0.6666663428565879,0.11538411242085106,0.0,1.0000000000000002,0.6666665477099646,0.49999979936887184,0.4999983358734731,1
0.33333268571317554,0.6346154952674128,0.0,1.0000000000000002,0.0,0.49999979936887184,0.4999983358734731,0
0.33333268571317554,0.5384617195284936,0.0,0.6666667373495939,0.0,0.49999979936887184,0.4999983358734731,0
0.33333268571317554,0.48076958485572086,0.0,1.0000000000000002,0.6666665477099646,0.49999979936887184,0.4999983358734731,1
0.6666663428565879,0.07692448522161688,0.0,0.6666667373495939,0.6666665477099646,0.49999979936887184,0.4999983358734731,1
0.33333268571317554,0.5384617195284936,0.0,0.6666667373495939,0.6666665477099646,0.49999979936887184,0.4999983358734731,0
0.33333268571317554,0.5576925792927405,0.0,1.0000000000000002,0.6666665477099646,0.49999979936887184,0.4999983358734731,1
0.33333268571317554,0.6153848970443234,0.333333139828516,1.0000000000000002,0.6666665477099646,0.49999979936887184,0.4999983358734731,1
0.6666663428565879,0.30769271006331916,0.333333139828516,0.6666667373495939,0.0,0.49999979936887184,0.0,0
