f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,clase
0.4782609863110805,0.5769225658099254,0.5972225252399134,0.32314445202886494,0.2747253414053574,0.15094294413176476,0.32679740124288387,0.45714333540153645,0.2500003240167711,0.5857136932386083,0.24210444567453468,0.23381249390897574,0.47169745277689074,0.14473695098788683,0.2727276466840299,0.3902440405783084,0.36666721457321844,0.5333342425196694,3
0.3913045735347557,0.307691924357444,0.6111114761926668,0.16157251834755776,0.10988996319392794,0.13207502402612792,0.24183021163791235,0.5428575573479982,0.16666709868902813,0.3571423239147475,0.2105255330926396,0.17505963907238467,0.30817551357945844,0.1710527378691276,0.4090911123282771,0.3414635899647761,0.43333393603054027,0.6000007438797296,3
0.673913004562973,0.65384560622492,0.9166672142890002,0.4585157370229671,0.2087911554471426,0.15094294413176476,0.6209160836121855,0.17143022939199293,0.4999997839888193,0.5714280085766779,0.4894736407273689,0.5407664309351999,0.6981118944101922,0.1842106362353905,0.6363644493131084,0.21951235451343282,0.4000006163948707,0.5000007934717116,2
0.4347827978239504,0.307691924357444,0.5833336531447761,0.2401750490754234,0.17582406246803522,0.13207502402612792,0.20915040632740867,0.5714291134550746,0.16666709868902813,0.3571423239147475,0.15789390196548223,0.14987966254666257,0.11320650438456431,0.05263147524963156,0.2727276466840299,0.24390247090268657,0.7666678309680891,0.8666669972798798,3
0.2608699543702685,0.42307648497993605,0.4166669952400668,0.441048832786914,0.6153843486642846,0.9433947030526855,0.24183021163791235,0.5428575573479982,0.16666709868902813,0.3714280085766779,0.5842100480010576,0.16906437630030127,0.496854863141002,0.8947370495007367,0.4090911123282771,0.2682928051269652,0.1333344291464369,0.06666650136006008,0
0.7391300456297314,0.9230760103748668,0.9166672142890002,0.2969435694751597,0.032966832926784845,0.07547129843532827,0.9346399548042241,0.0,0.9166650465828111,0.7285717840568351,0.7894728145473773,0.9268589806061787,0.9748429990256523,0.3421055742511052,0.22727311342372652,0.21951235451343282,0.16666700910826154,0.06666650136006008,0
0.5217393717095664,0.3846149647724387,0.45833382619343344,0.3013103832341106,0.1978021244541068,0.07547129843532827,0.26797401242883845,0.45714333540153645,0.16666709868902813,0.3571423239147475,0.24210444567453468,0.21222992928056,0.39622585623869055,0.09210537722540527,0.5909100054772471,0.02439098772935311,0.8000004109299137,0.7666672452397897,0
0.3695653808355127,0.3846149647724387,0.3611109285703334,0.23144145079083417,0.1978021244541068,0.13207502402612792,0.16339880926513412,0.6285720024818438,0.08333387336128517,0.39999937790053874,0.16842026123811335,0.11630657237408001,0.3459114244307435,0.10526324603781315,0.13636422575200363,0.07317078483781095,0.5666672145732183,0.7000007438797295,3
0.28260878904886444,0.03846199481256657,0.3055557380963334,0.15720579228854448,0.1538460524924281,0.09433920985943739,0.06536004519577593,0.7999995536252328,0.0,0.12857136932386082,0.05789373672948389,0.04676211743071068,0.018866727256351634,0.06578983662628952,0.09090978191614218,0.3414635899647761,0.8000004109299137,0.9000002479599098,3
0.4347827978239504,0.42307648497993605,0.8055568333410001,0.4061137088157439,0.1648350661486424,0.1698107687405968,0.4640524097170919,0.28571489150861284,0.41666655866107627,0.39999937790053874,0.3789466205107445,0.38489171747816764,0.27043960272817336,0.06578983662628952,0.18181866958786508,0.3414635899647761,0.633334018216523,0.7666672452397897,2
0.28260878904886444,0.11538361141235348,0.4166669952400668,0.17030611663214695,0.1538460524924281,0.13207502402612792,0.1372560949111295,0.6857142219464618,0.08333387336128517,0.17142780121019086,0.12105189236527075,0.09832099591954341,0.11320650438456431,0.09210537722540527,0.09090978191614218,0.24390247090268657,0.6000006163948707,0.7000007438797295,3
0.3695653808355127,0.03846199481256657,0.3611109285703334,0.13973844955280337,0.08791198789196383,0.07547129843532827,0.07189604971535357,0.7999995536252328,0.0,0.0,0.09473640727368865,0.047961254729812774,0.056602228717873126,0.07894740990014736,0.22727311342372652,0.6341460758109454,0.6666680364330461,0.7000007438797295,2
0.32608717444735036,0.4999995253949307,0.4722226238119334,0.29257675571620884,0.2307691307491067,0.07547129843532827,0.26143800790926086,0.48571489150861286,0.16666709868902813,0.42857083672377544,0.26315716421979696,0.19784134099990255,0.5220120688102314,0.1578948198002947,0.22727311342372652,0.2682928051269652,0.43333393603054027,0.46666746840370854,0
0.34782618813626975,0.34615344456494135,0.6250002738111667,0.17467298885772292,0.12087899418696373,0.15094294413176476,0.26143800790926086,0.5142862244283055,0.16666709868902813,0.3714280085766779,0.22631498938358713,0.19304521552692128,0.32704346900510095,0.1710527378691276,0.36363666849241566,0.3170732557404975,0.36666721457321844,0.5333342425196694,3
0.45652193682009634,0.6153840860174227,0.5416670500023001,0.43231391900326094,0.2637363970964291,0.056603473826496206,0.4052288036156621,0.3142862244283055,0.3333333333333333,0.5142850625624692,0.3473677079288494,0.33693003902492763,0.6100623909999754,0.1578948198002947,0.2727276466840299,0.04877979710845787,0.7000006163948707,0.6000007438797296,0
0.5000001790103235,0.84615439377508,0.8749997261888334,0.4235809053849223,0.1978021244541068,0.13207502402612792,0.6013080700534528,0.17143022939199293,0.4999997839888193,0.6857132785056341,0.5105263592726311,0.5275780392622128,0.8616344476922699,0.1973685247503684,0.2727276466840299,0.04877979710845787,0.33333401821652303,0.43333424251966945,1
