f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,clase
0.25925905677260164,0.0,0.0,0.0,0.0,0.0,0.0,0.8133319884739436,0.044117543912060284,0.472527516958978,0.04733718614497555,0.34463313393285533,0.11009141967624797,0.034483772115046996,0.11111114752325509,0.0,0.4724413917642126,0.5871566011688043,0.40367052840160267,0.27137544065646707,1.0,8
0.48148115750282927,0.31578919527625215,0.0,0.40000078561846836,0.20000011840842502,0.0,0.0,0.06666681949159725,0.27941176088563185,0.0,0.20512813966035165,0.7175137885650649,0.16513712951437198,0.6551731072366112,0.3333332787151174,0.09999988703066892,0.6377952339492438,0.5779822461928027,0.5779817402626014,0.04460959654853887,0.49999938917122744,5
0.4999996173002171,0.15789461798332302,0.0,0.5333347736338586,0.20000011840842502,0.0,0.0,0.05333437254286166,0.27941176088563185,0.0,0.2642997333522792,0.7175137885650649,0.16513712951437198,0.6551731072366112,0.27777770495348986,0.09999988703066892,0.6377952339492438,0.568807934134949,0.5596331210241803,0.04832702701974842,0.49999938917122744,5
0.5185181499928017,0.15789461798332302,0.0,0.5333347736338586,0.20000011840842502,0.0,0.0,0.05333437254286166,0.3235289151321421,0.0,0.4536485889428895,0.6440679458229341,0.027523532905388337,0.4137936635372628,0.6111106559593116,0.0,0.6062992099577568,0.5596336220770953,0.5504588160502003,0.04832702701974842,1.0,5
0.48148115750282927,0.3684207956396174,0.0,0.5333347736338586,0.0,0.0,0.0,0.05333437254286166,0.3235289151321421,0.0,0.3925050010323996,0.6440679458229341,0.027523532905388337,0.4137936635372628,0.4999991807267609,0.0,0.6062992099577568,0.5779822461928027,0.5596331210241803,0.04089216607732932,1.0,1
0.5185181499928017,0.052631600363365214,0.0,0.6666679760307805,0.6000005525726501,0.0,0.3999998348147111,0.18666571915209673,0.838235542433929,0.0,0.0,0.8305095936720062,0.0,0.6724149932941346,0.27777770495348986,0.29999966109200676,0.12598497307407047,0.3119276686146738,0.2752299057283655,0.6319701821335179,0.49999938917122744,7
0.5185181499928017,0.052631600363365214,0.0,0.8666667976030782,0.5333326623522584,0.0,0.6000002831747809,0.22666764474622272,0.8970594538707428,0.0,0.0,0.8305095936720062,0.0,0.6724149932941346,0.3333332787151174,0.29999966109200676,0.08661442713875711,0.3119276686146738,0.26605491193306613,0.7992561691905387,0.49999938917122744,7
0.2962952838630081,0.0,0.0,0.0,0.0,0.0,0.0,0.9466656274571383,0.044117543912060284,0.06593395929845275,0.3076917099423411,0.3672320968742985,0.11009141967624797,0.06896599731765385,0.0,0.0,0.4881889652058946,0.44954184877075276,0.4220191887834937,0.01115239913713472,1.0,8
0.2962952838630081,0.0,0.0,0.13333418442000738,0.0,0.0,0.0,0.9600003667798335,0.044117543912060284,0.054944966082043946,0.26824449886436047,0.3672320968742985,0.11009141967624797,0.06896599731765385,0.0,0.0,0.4881889652058946,0.44954184877075276,0.4220191887834937,0.01115239913713472,1.0,8
0.2962952838630081,0.0,0.0,0.20000078561846835,0.0,0.0,0.0,0.9866652606773048,0.01470597785920344,0.06593395929845275,0.20907301618314103,0.3672320968742985,0.11009141967624797,0.06896599731765385,0.055554918343036275,0.0,0.4881889652058946,0.44954184877075276,0.4220191887834937,0.0037174304712095513,1.0,8
0.833332422143374,0.0,0.0,0.06666758322154642,0.06666670613614169,0.0,0.0,0.6933330888134444,0.25000006494425836,0.09890093894767911,0.5443787507742998,0.7175137885650649,0.05504435386547124,0.5517248847163504,0.11111114752325509,0.0,0.7086613137273869,0.6880739050507508,0.6788991069212607,0.03345719741140415,1.0,9
0.8148152197881302,0.0,0.0,0.06666758322154642,0.06666670613614169,0.0,0.0,0.6933330888134444,0.2647059129149451,0.08791194573127031,0.5818537456123019,0.7175137885650649,0.05504435386547124,0.5517248847163504,0.27777770495348986,0.0,0.7086613137273869,0.6880739050507508,0.6788991069212607,0.0371746278826137,1.0,9
0.4629624972436504,0.2631575949128869,0.14968737878809338,0.5333347736338586,0.20000011840842502,0.0,0.0,0.2133329054235275,0.17647055232493952,0.0,0.25443787507743,0.3559327144435494,0.3486232809656695,0.27586259704941923,0.27777770495348986,0.0,0.5905512237593111,0.5596336220770953,0.5504588160502003,0.02602222874547898,1.0,5
0.4629624972436504,0.4736839963663478,0.46153632714170695,0.40000078561846836,0.13333335306807084,0.0,0.0,0.2133329054235275,0.19117641328447793,0.0,0.10650889084761116,0.47457687922845665,0.1926601200306992,0.31034528632575814,0.11111114752325509,0.0,0.6377952339492438,0.5871566011688043,0.5871560704535469,0.0371746278826137,1.0,1
0.4444440192224634,0.31578919527625215,0.8482298380516758,0.2666675832215464,0.3333329386385834,0.0,0.1999993864546411,0.11999889966049937,0.30882293727293864,0.0,0.15581855965826463,0.5875711437136029,0.15596288974043973,0.4482763528136017,0.38888868862209713,0.0,0.6535433233368804,0.47706482786246174,0.5321102220287446,0.2825280552406139,0.49999938917122744,5
0.4444440192224634,0.31578919527625215,0.7900180472947393,0.2666675832215464,0.2666668245445667,0.0,0.1999993864546411,0.09333400576302814,0.30882293727293864,0.0,0.17159764390873145,0.5875711437136029,0.15596288974043973,0.4482763528136017,0.16666672128488264,0.0,0.5826771145722485,0.4954134805902677,0.5137615616468536,0.15985123383810773,0.49999938917122744,5
0.4444440192224634,0.31578919527625215,0.9168361410029063,0.3333341844200074,0.3333329386385834,0.0,0.0,0.1600008252546254,0.27941176088563185,0.0,0.21499010894590892,0.6892653875103992,0.027523532905388337,0.4827591967811846,0.27777770495348986,0.0,0.6535433233368804,0.5045878069541706,0.5596331210241803,0.26022282607232017,1.0,5
0.4629624972436504,0.10526299727476085,0.7962553367195213,0.20000078561846835,0.3333329386385834,0.0,0.3999998348147111,0.0799992664403329,0.3235289151321421,0.0,0.2741620356699608,0.5875711437136029,0.15596288974043973,0.4482763528136017,0.27777770495348986,0.0,0.5826771145722485,0.47706482786246174,0.5045873641767789,0.1672860947805268,0.49999938917122744,6
0.4444440192224634,0.15789461798332302,0.9376261355718367,0.40000078561846836,0.2666668245445667,0.0,0.1999993864546411,0.14666608593193026,0.25000006494425836,0.0,0.17357001556370127,0.5423734819373099,0.08256788677085963,0.31034528632575814,0.3333332787151174,0.0,0.5748031343716745,0.4678905014985587,0.47706437360394227,0.13382889736912268,1.0,5
0.4444440192224634,0.2631575949128869,0.9750489019401859,0.3333341844200074,0.2666668245445667,0.0,0.1999993864546411,0.22666764474622272,0.22058823911436815,0.0,0.153846176902224,0.6158195447682685,0.1376141389980447,0.47413840844366684,0.3333332787151174,0.09999988703066892,0.5748031343716745,0.5137621333180736,0.5137615616468536,0.10037169995771852,0.49999938917122744,5
0.42592554120127646,0.0,0.7068580690190175,0.2666675832215464,0.13333335306807084,0.0,0.6000002831747809,0.2399998624575624,0.27941176088563185,0.0,0.16765286729557932,0.7062144281431986,0.03669804387385117,0.5172426595137436,0.7222221311918624,0.0,0.5433070845828899,0.28440426034148547,0.3944955346063034,0.5130111143727396,0.49999938917122744,7
0.40740688094209754,0.2631575949128869,0.8835725377647548,0.20000078561846835,0.20000011840842502,0.0,0.3999998348147111,0.18666571915209673,0.22058823911436815,0.0,0.13214992218149363,0.7796624717736078,0.06421886483393402,0.6551731072366112,0.4999991807267609,0.0,0.5433070845828899,0.47706482786246174,0.5045873641767789,0.12639392870319752,0.49999938917122744,5
