f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,clase
0.1252631785336152,0.4092853485428194,0.5000002150311043,0.23076892564606016,0.37500018677949803,0.05561412933395567,0.0,0.0,0.0,1.0,0.5000000000000001,0.049999827840883665,0.012120021849095358,0.0,1
0.13413531636679943,0.25000017779168504,0.5000002150311043,0.5384618653792212,0.37500018677949803,0.0057894690491497175,0.0,0.0,0.0,0.0,0.5000000000000001,0.07999975897723713,0.0,0.0,0
0.23804511733859038,0.06250017779168504,0.0,0.23076892564606016,0.37500018677949803,0.04385964603276647,0.0,0.0,0.0,1.0,0.5000000000000001,0.13999970732950223,0.0,0.0,0
0.11909768887716435,0.41071479369052866,0.0,0.30769208974718587,0.2500003735589961,0.0,1.0,1.0,0.1641798454581699,1.0,0.5000000000000001,0.0,0.0,1.0,0
0.09654133676514104,0.29178602415122246,0.5000002150311043,0.3846152538483115,0.37500018677949803,0.06877197617516945,1.0,1.0,0.20895605477546245,0.0,0.5000000000000001,0.029999845056795295,0.0015800163722332252,1.0,1
0.03127840777432778,0.020892834283926215,0.5000002150311043,0.5384618653792212,0.8749996887008364,0.052631622207935935,1.0,1.0,0.029850869115433436,0.0,0.5000000000000001,0.049999827840883665,0.0,1.0,0
0.05518817309714705,0.2321431365297908,0.5000002150311043,0.15384462823030087,0.37500018677949803,0.0043860467983549145,0.0,0.0,0.0,0.0,0.5000000000000001,0.029999845056795295,0.0010000275093531782,0.0,1
0.6754891930142275,0.15928588191787446,0.5000002150311043,0.7692316410112567,0.8749996887008364,0.10666666666666666,1.0,1.0,0.08955256379744295,0.0,0.5000000000000001,0.02149983300565715,0.005600018589653815,1.0,0
0.2117294029153729,0.0357144381071586,0.0,0.0769237307584425,0.8749996887008364,0.10526324441587187,0.0,0.0,0.0,0.0,0.5000000000000001,0.08799975209087248,0.005370018514628306,0.0,1
0.6315785721160874,0.25285746796193836,0.5000002150311043,0.23076892564606016,0.8749996887008364,0.2368421825141713,1.0,1.0,0.04477628189872147,1.0,0.5000000000000001,0.049999827840883665,0.0005000137546765891,0.0,0
0.29699265274693154,0.06250017779168504,0.5000002150311043,1.0,0.8749996887008364,0.1578947492022674,1.0,1.0,0.0597017091982953,1.0,0.5000000000000001,0.12649967806245246,0.00857001797277741,1.0,1
0.4160905198689544,0.1785716038232324,0.5000002150311043,0.7692316410112567,0.8749996887008364,0.17543870155260632,1.0,1.0,0.08955256379744295,1.0,0.5000000000000001,0.2349997761931488,0.0,1.0,1
