f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,clase
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.50000076251865,0.0,0.0,0.9999999999999999,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.50000076251865,1.0,0.0,0.9999999999999999,0
0.0,0.0,0.9999999999999999,0.0,0.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.50000076251865,0.0,0.0,0.9999999999999999,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.50000076251865,1.0,0.0,0.9999999999999999,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.50000076251865,1.0,0.0,0.9999999999999999,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.50000076251865,1.0,1.0000000000000002,0.9999999999999999,0
0.0,0.0,0.9999999999999999,0.0,0.0,1.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.0,0.0,1.0,1.0000000000000002,0.0,3
0.0,0.0,0.9999999999999999,0.0,0.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.50000076251865,0.0,1.0000000000000002,0.0,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.50000076251865,1.0,0.0,0.9999999999999999,0
0.0,0.9999999999999999,0.9999999999999999,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.2500011437779749,1.0,1.0000000000000002,0.0,1
0.0,0.0,0.9999999999999999,0.0,0.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
0.0,0.0,0.9999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
0.0,0.0,0.9999999999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.50000076251865,0.0,0.0,0.0,6
0.0,0.0,0.9999999999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7500006354322083,0.0,0.0,0.0,6
0.0,0.9999999999999999,0.9999999999999999,0.0,0.9999999999999999,0.0,1.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.2500011437779749,1.0,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.50000076251865,1.0,0.0,0.9999999999999999,0
0.0,0.0,0.9999999999999999,0.0,0.0,1.0,1.0,1.0,0.9999999999999999,0.0,0.0,1.0,0.0,1.0,0.0,0.9999999999999999,3
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,1.0,0.0,1.0,0.0,0.9999999999999999,0
0.0,0.9999999999999999,0.9999999999999999,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.2500011437779749,1.0,1.0000000000000002,0.0,1
0.0,0.9999999999999999,0.9999999999999999,0.0,0.9999999999999999,1.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.2500011437779749,1.0,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.50000076251865,1.0,0.0,0.9999999999999999,0
0.0,0.9999999999999999,0.9999999999999999,0.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.2500011437779749,1.0,0.0,0.9999999999999999,1
0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.7500006354322083,0.0,0.0,0.0,5
0.0,0.0,0.9999999999999999,0.0,0.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.50000076251865,0.0,0.0,0.0,4
0.0,0.0,0.9999999999999999,0.0,0.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,0.0,0.50000076251865,0.0,0.0,0.0,4
1.0,0.0,0.0,1.0,0.9999999999999999,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.2500011437779749,1.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.50000076251865,1.0,0.0,0.9999999999999999,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.2500011437779749,0.0,1.0000000000000002,0.9999999999999999,0
0.0,0.0,0.9999999999999999,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.7500006354322083,0.0,0.0,0.0,5
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.50000076251865,1.0,1.0000000000000002,0.9999999999999999,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.2500011437779749,0.0,0.0,0.9999999999999999,0
0.0,0.9999999999999999,0.9999999999999999,0.0,0.9999999999999999,1.0,1.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.2500011437779749,1.0,0.0,0.0,1
