f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,clase
0.06146598876775488,0.08609112821081957,0.03305691045457426,0.030304713556698157,0.19417413684791546,0.0,0.09574594486757032,0.19889116313284025,0.11940492731792735,0.04334403917687857,0.00342617555346722,0.07115451894366007,0.0,0.0,0.0,0.0,0.0798727399949338,0.0,0.09415521772326628,0.15941228697429405,0.0,0.02197718297520656,0.03999797603024238,0.014491370575093872,0.0,0.006451346183945564,0.19742451797376184,0.0,0.12727608663961298,0.0,0.1095875189573104,0.0,0.0,0.19613088984640417,0.0,0.0,0.0017551617524180843,0.12556356164240418,0.1589446159634711,0.07646671987546114,0.016627361550200604,0.0,0.06629887466473834,0.39336576402094003,0.04254901880863689,0.1277789560490162,0.2574287234181429,0.05490316143633134,0.0,0.17647361583469703,0.0,0.0,0.0,0.043332101650789046,0.24091749142724778,0.0,0.01129890112616816,0.004880090862100582,0.21100003552524066,0.0,0.0,0.00519440619519651,0.0,0.18301317825354196,0
0.011820600816048452,0.12583071431349802,0.024796943132716374,0.0,0.3446632691309451,0.0,0.07447030850492098,0.24861391876665556,0.13432668805083955,0.0,0.0,0.7788545469549621,0.0,0.0,0.0,0.0,0.10543369297745547,0.0,0.03571387159724316,0.2028938190550596,0.0,0.0,0.16500437659249925,0.0072493297268681756,0.0,0.0,0.004293784419632143,0.0,0.13181905798333288,0.011368594514311436,0.0958899146382163,0.0,0.0,0.052486445593846576,0.045451346618745725,0.0,0.0,0.09417267123180312,0.0,0.005884775321001415,0.0,0.0,0.00552729790845749,0.009478059912398307,0.22694257516760785,0.08333140843477549,0.12870922157095677,0.14902011731090933,0.0,0.05042155456664949,0.0,0.0,0.0,0.04000073002751268,0.16363422943967587,0.0,0.10169521792302841,0.0,0.0458707591743934,0.0,0.0,0.0,0.0,0.019610352051685057,0
0.0449175360774992,0.09271669229481806,0.024796943132716374,0.01818411618899951,0.25728485149265967,0.0,0.10638378001313709,0.19889116313284025,0.11442752928877656,0.0030974378230242613,0.0,0.41153164870340203,0.0,0.0,0.0,0.0,0.1405767749635558,0.0,0.05844145058797978,0.15941228697429405,0.0,0.0,0.18000112093061937,0.028982606170953634,0.0,0.0,0.06437550292481496,0.0,0.10909515673075575,0.0,0.08904116091638344,0.0,0.0,0.1767933743395495,0.034094386018033274,0.0,0.0,0.12556356164240418,0.033114045001990666,0.04705457823383549,0.0,0.0,0.07182051423470462,0.049763407831312154,0.2411256336929473,0.09444747261819302,0.2574287234181429,0.08627417047380992,0.0,0.03361157114994946,0.0,0.0,0.0,0.07666657684652767,0.36363488569837776,0.0,0.05084769475122698,0.0,0.01834608689473871,0.0,0.0,0.0,0.0,0.03921410692190086,0
0.08510489952783135,0.15894473633217793,0.008268487905429237,0.0,0.3058258631520845,0.0,0.11702160384920914,0.3480588676439698,0.054725122955936734,0.006191585998838518,0.0,0.43847073400072284,0.0,0.0,0.0,0.0,0.07348331418549507,0.0,0.02922072529398989,0.13767895795443263,0.0,0.0,0.18500342513303186,0.0,0.0,0.0,0.004293784419632143,0.0,0.16363801910418674,0.0,0.1404088239952686,0.0,0.0,0.22099222762383655,0.034094386018033274,0.0,0.0,0.1793726424705975,0.013244217977754227,0.02941214164162563,0.0,0.0,0.00552729790845749,0.011848754367768916,0.1418373262507921,0.14444748761740256,0.21781718731642363,0.07843138507304184,0.0,0.05462085641081612,0.0,0.0,0.0,0.03333445130740379,0.2454561169500734,0.0,0.15254282028533395,0.0,0.027524103875803757,0.0,0.0,0.0,0.0,0.1503312015231818,0
0.0921978377156221,0.09933540475885448,0.03305691045457426,0.006063384648907058,0.23301191653826558,0.0,0.1223432865934535,0.3038634246364639,0.09950072385696582,0.015480492333300941,0.00342617555346722,0.15000095889312348,0.0,0.0,0.0,0.0,0.06389750783915404,0.0,0.022727578990736623,0.26085932045216587,0.0,0.0439542420068154,0.17000159666035308,0.0,0.0,0.0,0.06866914651845762,0.0,0.1500046251833728,0.0,0.17465622543299686,0.0,0.0,0.2071787742461006,0.0,0.0,0.0,0.08968632123529875,0.11258636756729956,0.04117582480193774,0.0,0.0,0.07182051423470462,0.14218044422295872,0.13474948102158407,0.1666685165691768,0.2079220134981659,0.05490316143633134,0.0,0.15126064837308084,0.0,0.0,0.0,0.07000036023608937,0.34999663667415243,0.0,0.016951123356896025,0.0,0.2201780525063057,0.0,0.0,0.0,0.0,0.10457790695979631,0
0.11110888664117821,0.11920522160054078,0.0,0.024241328907791085,0.22330363946408274,0.0,0.09574594486757032,0.2044183351615705,0.03482596419387374,0.00928890633446243,0.0,0.11538564356838416,0.0,0.0052934198296340634,0.0,0.0,0.07028693364859277,0.0,0.03896211614017666,0.18115305301467682,0.0,0.0,0.18500342513303186,0.028982606170953634,0.019110360871467932,0.0,0.18884145556616128,0.0,0.0863665818635663,0.0,0.22602345257245438,0.0,0.0,0.2845379508980783,0.011368712708660411,0.0,0.0,0.116595377357716,0.07947230798173555,0.05293935355483692,0.0071267140870218786,0.0,0.13259785146555053,0.19905154666774627,0.1560203847761315,0.17777888105296852,0.32673606125086485,0.06666928511834312,0.0,0.02100928526086665,0.0,0.0,0.0,0.06333418662465377,0.25681386698501174,0.0,0.03954879362505883,0.0,0.08256406977157268,0.0,0.0,0.002598543627957743,0.0,0.20261693312375775,0
0.02836906346661726,0.08609112821081957,0.01652845522728713,0.006063384648907058,0.32039070788804047,0.0,0.07978646090624336,0.29833653380289177,0.08457889433270499,0.006191585998838518,0.0,0.4269320534144149,0.0,0.031744126754041126,0.0,0.0,0.028753998255058096,0.0,0.019479438909759797,0.18115305301467682,0.0,0.06593705202135894,0.12000409635984441,0.0,0.006372306330396822,0.0,0.012876846827232682,0.005716769336431872,0.21363806753542627,0.0,0.1404088239952686,0.0,0.0,0.08563307303884461,0.022725673309372862,0.0,0.0,0.10762720675699244,0.046358262979744894,0.13529100315871243,0.0,0.0,0.0552499984679589,0.016587839183376023,0.07092234715885773,0.1388894255272747,0.29703014242262055,0.14902011731090933,0.008550649623755624,0.27731295299427183,0.0,0.0,0.0,0.06666555824793015,0.2204543010524152,0.0,0.09039639466752261,0.0,0.15596004120927917,0.0,0.0,0.0,0.0,0.1372598530055915,0
0.08274221364971272,0.12583071431349802,0.041325398360003505,0.0,0.27670121878528064,0.0,0.1223432865934535,0.18232061365781754,0.00994952205490765,0.018574640509115205,0.0,0.15000095889312348,0.0,0.0,0.0,0.0,0.07028693364859277,0.0,0.06168969513091328,0.07246422080414767,0.0,0.0,0.3250060858301176,0.0,0.0,0.0032274014150680125,0.042919959295655986,0.02285544026797775,0.018180966232286877,0.011368594514311436,0.03424740143772823,0.0,0.0,0.4502718076986916,0.0,0.0,0.0,0.22421810448229457,0.033114045001990666,0.14117577847971385,0.0071267140870218786,0.0,0.022097752393558906,0.09241703639164658,0.2765875127255922,0.27777906104348304,0.1485098494837017,0.023528223636710505,0.0,0.0,0.0,0.0,0.0,0.06333418662465377,0.40908527529977967,0.0,0.05084769475122698,0.0,0.009177448577214115,0.0,0.0,0.0,0.0,0.08496755490811123,0
0.10874630036619091,0.08609112821081957,0.0,0.006063384648907058,0.3495159128220785,0.0,0.047872978088532525,0.2154673365110261,0.014926920084058444,0.0,0.0,0.13846126129895728,0.0,0.0,0.0,0.0,0.10862673824999189,0.0,0.006493146303253261,0.1086888594796044,0.0,0.0,0.13500084069796453,0.0,0.006372306330396822,0.0,0.0,0.0,0.01363811596666574,0.0,0.010274898559317056,0.0,0.0,0.40883144756548384,0.0,0.0,0.0,0.3273584997199763,0.033114045001990666,0.08235149519646257,0.0,0.0,0.03867392649879583,0.0995268156626243,0.3900573110192733,0.3111163041707702,0.08910780256647913,0.06274591068284659,0.0,0.016805724736688843,0.0,0.0,0.0,0.0,0.3840907677376659,0.0,0.3333360610062526,0.0,0.01834608689473871,0.0,0.0,0.0,0.0,0.163402672779032,0
0.2316763854422055,0.013244324128729085,0.024796943132716374,0.09090795532273961,0.11650842476496348,0.0,0.18617577126230245,0.0883966505157541,0.09452848517896126,0.1609898125500276,0.00342617555346722,0.09038424881474996,0.0,0.042325404765961,0.0,0.0,0.0063894258094387285,0.0,0.08441724278306291,0.07970614348714704,0.0,0.0879141854191264,0.03500075596238855,0.0,0.05095232226142289,0.012902692367891141,0.22746763044218515,0.0,0.22727594134589452,0.011368594514311436,0.1301338285605232,0.0,0.004236884051060576,0.10773366299491213,0.022725673309372862,0.0,0.0,0.08968632123529875,0.5165603767228669,0.15293946164002595,0.02612800901337933,0.0,0.10497280116353416,0.09715612120725368,0.02836611705067882,0.01111051447588711,0.40593873608083236,0.011766040045173537,0.008550649623755624,0.14706134652891417,0.0,0.0,0.017753332690821022,0.09666519801184079,0.1431799880471426,0.0,0.022597670268162798,0.0,0.256871363103485,0.0,0.0,0.0077929498231542535,0.0,0.2222274385982677,0
