f1,f2,f3,f4,f5,f6,f7,clase
0.5245032973008176,-1.6415480830008382,-1.7652329238445537,0.6780276595996149,-1.5288016094668015,-0.138134319447199,-1.4310963116148416,0
-0.8260923415369305,-0.04144979844814537,-1.7652329238445537,0.6780276595996149,0.368385869456382,-0.138134319447199,-1.4310963116148416,0
-0.8260923415369305,0.9767924267738252,-1.7652329238445537,-2.570197825696666,-1.5288016094668015,-0.9285729414736307,-1.4310963116148416,0
-0.8260923415369305,0.24947612094811045,-1.7652329238445537,0.6780276595996149,0.368385869456382,-0.138134319447199,-1.4310963116148416,0
0.5245032973008176,-0.18691346156930838,-1.7652329238445537,0.6780276595996149,-1.5288016094668015,-0.138134319447199,-1.4310963116148416,0
-0.8260923415369305,0.10401326173898755,-1.7652329238445537,0.6780276595996149,-0.5802083724508424,-0.138134319447199,-1.4310963116148416,0
-0.8260923415369305,0.1767451937885741,-1.7652329238445537,-2.570197825696666,0.368385869456382,-0.9285729414736307,-1.4310963116148416,0
0.5245032973008176,-1.6415480830008382,-1.7652329238445537,0.6780276595996149,0.368385869456382,-0.138134319447199,-1.4310963116148416,0
-0.8260923415369305,0.9767924267738252,-1.7652329238445537,-2.570197825696666,-1.5288016094668015,-0.9285729414736307,-1.4310963116148416,0
-0.8260923415369305,0.24947612094811045,-1.7652329238445537,0.6780276595996149,0.368385869456382,-0.138134319447199,-1.4310963116148416,0
-0.8260923415369305,0.9767924267738252,-1.7652329238445537,-0.9460850830485255,-1.5288016094668015,-0.138134319447199,-1.4310963116148416,0
0.5245032973008176,-1.423346257511778,-1.7652329238445537,0.6780276595996149,0.368385869456382,-0.138134319447199,-1.4310963116148416,0
-0.8260923415369305,0.5404028442564064,-1.7652329238445537,0.6780276595996149,-1.5288016094668015,-0.138134319447199,-1.4310963116148416,0
-0.8260923415369305,0.1767451937885741,-1.7652329238445537,-0.9460850830485255,-1.5288016094668015,-0.138134319447199,-1.4310963116148416,0
-0.8260923415369305,-0.04144979844814537,-1.7652329238445537,0.6780276595996149,0.368385869456382,-0.138134319447199,-1.4310963116148416,1
0.5245032973008176,-1.5688141411711516,-1.7652329238445537,-0.9460850830485255,0.368385869456382,-0.138134319447199,-1.4310963116148416,0
-0.8260923415369305,0.1767451937885741,-1.7652329238445537,-0.9460850830485255,0.368385869456382,-0.138134319447199,-1.4310963116148416,0
-0.8260923415369305,0.24947612094811045,-1.7652329238445537,0.6780276595996149,0.368385869456382,-0.138134319447199,-1.4310963116148416,0
-0.8260923415369305,0.4676709122068199,-0.7019652978181405,0.6780276595996149,0.368385869456382,-0.138134319447199,-1.4310963116148416,0
