f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,clase
0.842106050247821,0.19169912129641892,0.5721920818748111,0.2577317812963709,0.6195645086672898,0.6275866534015008,0.5738396179895563,0.2830187172870149,0.59305982868946,0.3720134270669731,0.45528418118466896,0.9706953229027961,0.5613418386828688,0
0.571053452401299,0.205532962423279,0.4171118766009513,0.030927125185483573,0.32608663253361825,0.5758624336112257,0.5105480652924294,0.2452828726609262,0.27444732128670685,0.2645049115214046,0.463414262485482,0.7802201231691078,0.5506426180903394,0
0.5605270466586909,0.3201575263831854,0.700533723772274,0.41237050578915296,0.3369561869514055,0.6275866534015008,0.6118130745013086,0.32075456191310353,0.7570976152301715,0.3754263706962373,0.4471542857142857,0.6959702167942743,0.6469329080658566,0
0.8789480430695609,0.23912990683092678,0.6096252196952581,0.3195868923799392,0.46739093311143753,0.9896561919334268,0.6645565619060062,0.2075472628521379,0.5583589721367596,0.5563133720769228,0.30894290360046456,0.7985342460053262,0.8573482176950205,0
0.5815796445052129,0.3656120015896145,0.807486803613712,0.536081760811411,0.5217388604446819,0.6275866534015008,0.49578014169451806,0.4905657453218523,0.4447944201297107,0.25938549607750827,0.45528418118466896,0.6080580059920107,0.32596359021585325,0
0.8342121004956419,0.20158056254691567,0.5828872431509362,0.2371125502225803,0.4565213476447887,0.789655760311976,0.6434604313211476,0.3962262511652809,0.49211317906718094,0.4667233050998326,0.463414262485482,0.5787541091045273,0.8359493272837539,0
0.8842121004956419,0.22331964498609086,0.5828872431509362,0.2061854250370967,0.2826084459113307,0.5241382138209505,0.45991524459373456,0.32075456191310353,0.4952676546633734,0.33873692997274235,0.4390242044134727,0.8461530459387483,0.7218256553087308,0
0.797370107673902,0.2786556718329138,0.6684486800679552,0.36082397738735855,0.5543479273332445,0.5586210989513757,0.4578056315352487,0.33962236681749763,0.26498371394317577,0.3216720931428594,0.471544343786295,0.8461530459387483,0.7253925113991151,0
1.0000000000000002,0.1778650593897646,0.4331546918691482,0.1752565784264108,0.2934778761336716,0.6275866534015008,0.5569616598741524,0.30188675700870937,0.4952676546633734,0.3344707306555684,0.487804506387921,0.5787541091045273,0.547076435839267,0
0.7447380789608615,0.12055283260475999,0.48663049824977334,0.2783492909449592,0.3043474616003205,0.6896555445012507,0.5928263462454324,0.16981047895684764,0.4542582080281955,0.5068256894525919,0.4308941231126597,0.8351650923768308,0.547076435839267,0
0.8078960861391216,0.2806318717710955,0.5026733135179703,0.3814426920335885,0.3804344046225546,0.6793117364346773,0.6286925077232364,0.16981047895684764,0.6214502896101458,0.38139912095041795,0.6260162601626016,0.6959702167942743,0.8787448619752478,0
0.8131580071782603,0.14624453570009271,0.5133684747940953,0.3195868923799392,0.2717388604446819,0.42068999005112556,0.4409278841493482,0.2452828726609262,0.3659300746775289,0.31740587404509185,0.5609752380952381,0.5677651152629827,0.7146941892590015,0
0.715790249529995,0.19565174195257645,0.5614969205986861,0.2783492909449592,0.20652150288909665,0.5586210989513757,0.5105480652924294,0.30188675700870937,0.4416399445335183,0.3686004834377089,0.5447150754936121,0.597069012150466,0.7432245457199974,0
0.9789480430695608,0.19565174195257645,0.5508016712977498,0.04123674072237887,0.2282605185780864,0.731035092982051,0.7067509303707575,0.5660371997567293,0.7570976152301715,0.3515355674854514,0.6260162601626016,0.5347981337383488,0.6219694076952451,0
0.8815800717826014,0.22331964498609086,0.5454540906596873,0.07216386590786245,0.34782580346691594,0.7999995683785492,0.6962018114308112,0.30188675700870937,0.8044156519478269,0.530717283887124,0.5853658536585366,0.6336990783122503,0.9051369016868446,0
0.6842114595795592,0.21146200379741242,0.716577712704621,0.34020543488364885,0.4565213476447887,0.6448279880613508,0.5421937362762411,0.32075456191310353,0.33122968756770815,0.5136515767111203,0.6504065040650406,0.5897431029460719,0.736093079670268,0
0.8605281148521622,0.23320108623658758,0.7272727272727273,0.48453540455213684,0.5434777208893637,0.6275866534015008,0.5907169439164499,0.37735821144358633,0.49211317906718094,0.4197950334885451,0.479674425087108,0.5054939767809588,0.7146941892590015,0
0.73684199282174,0.1640309974831103,0.673796334060027,0.48453540455213684,0.48912979355611935,0.6793117364346773,0.6455698336501301,0.5094335502262465,0.41324876139301764,0.45392466758712363,0.528454912891986,0.47618992385153125,0.607704229464747,0
0.8315800717826014,0.16798361813926785,0.598930058419133,0.30412298550215694,0.4130431610225012,0.7999995683785492,0.7573829081514387,0.3584904065391922,0.4574128641793417,0.6331055927650501,0.6097560975609756,0.5677651152629827,1.0,0
0.6868430610152112,0.4664026140327637,0.6417107035236332,0.2371125502225803,0.5000000000000001,0.5931037682710756,0.5675093037075749,0.07547262852137893,0.39432118559604806,0.32593831224062697,0.3902436608594657,0.7655677846205059,0.4044228566294559,0
0.797370107673902,0.17588885945158295,0.49197815224184527,0.2783492909449592,0.6086958546664888,0.696552855283802,0.5970451509033974,0.2075472628521379,0.5331226257023588,0.3728665640713209,0.495934587688734,0.8937718458721704,0.35806069046068156,0
0.5000007477354299,0.6047423499801298,0.6898387092041677,0.41237050578915296,0.34782580346691594,0.49310376827107555,0.43670844730287306,0.22641506775653206,0.4952676546633734,0.2747437424091972,0.4471542857142857,0.8241745381158455,0.3509279441162598,0
0.7052640574260811,0.22134322426811492,0.5347589000419585,0.3092776211280843,0.3369561869514055,0.5620693227212006,0.5358644756417767,0.2641509123826207,0.40378497349453285,0.21501683328520055,0.51219475029036,1.0,0.5399436221109141,0
0.47894804306956085,0.16996003885724376,0.6203203809713832,0.3711334207817336,0.2717388604446819,0.5172417662813007,0.4282697843394262,0.2452828726609262,0.33122968756770815,0.22610899898327746,0.495934587688734,0.8644697694740345,0.5256784438804161,0
0.6500008545547771,0.21146200379741242,0.6684486800679552,0.48453540455213684,0.2826084459113307,0.5344831009411506,0.47890260503812093,0.2830187172870149,0.39432118559604806,0.1911260300744146,0.520324831591173,0.9340644765312915,0.4044228566294559,0
0.5315797085968211,0.2588927893319203,0.9946524927159469,0.7422682187036291,0.5869554417787273,0.5689659860715758,0.4936705286360322,0.6415088890089067,0.47634025942135755,0.19624544551831088,0.528454912891986,0.7069592106358189,0.3937238606500304,0
0.621053452401299,0.20355676248509735,0.673796334060027,0.28350495942600795,0.24999968951138413,0.6448279880613508,0.5485227861812021,0.3962262511652809,0.3280752119715157,0.3003410174346152,0.3577233914053426,0.7142853799101199,0.6540666202466252,0
0.597369253119125,0.19367532123460057,0.4171118766009513,0.3298961636317941,0.260869274978033,0.48965554450125065,0.39029506345065346,0.2641509123826207,0.2965293726798689,0.2278154707979096,0.4390242044134727,0.5494499521471371,0.7182610453493858,0
0.747370107673902,0.22924846558043005,0.7700527855451523,0.4536075907965723,0.4021735755558523,0.6793117364346773,0.5548518360861631,0.4528298537323036,0.42586702488769484,0.2747437424091972,0.6260162601626016,0.7802201231691078,0.4543516542755105,0
0.78684199282174,0.1857703007020797,0.4545450144213983,0.2783492909449592,0.2826084459113307,0.5758624336112257,0.41983091064647593,0.2452828726609262,0.4952676546633734,0.29180865836145475,0.45528418118466896,0.8498174309254327,0.5399436221109141,0
0.7105272602973851,0.15019715635625025,0.716577712704621,0.6134014673428425,0.3369561869514055,0.696552855283802,0.613924584125325,0.30188675700870937,0.6214502896101458,0.3771328425108694,0.5772357723577235,0.5274719644640479,0.7182610453493858,0
0.671053452401299,0.18181768004592216,0.5347589000419585,0.43814368391879005,0.39130399008920347,0.6482762118311757,0.6012660628563963,0.16981047895684764,0.4858040473198423,0.47952194261254166,0.495934587688734,0.5897431029460719,0.8823117180656321,0
0.6973692531191251,0.21541440367377573,0.5347589000419585,0.34020543488364885,0.3695648191559057,0.49655220785162585,0.49578014169451806,0.5471693948523352,0.49211317906718094,0.21842977691446475,0.6097560975609756,0.5860800183089214,0.5078466341726378,0
0.718421850965647,0.15612597695058944,0.716577712704621,0.45876222986535015,0.6739124360005342,0.6793117364346773,0.5063286284459542,0.6981118340874882,0.2965293726798689,0.3515355674854514,0.6260162601626016,0.6336990783122503,0.6825969767076212,0
