f1,f2,f3,clase
0.0,0.5454549751273174,0.019230676169366766,0
0.0,0.36363684701823207,0.05769230503341047,0
0.0,0.6363640391818601,0.0,0
0.018869347553120364,0.0909093594545734,0.03846149060138862,0
0.018869347553120364,0.6363640391818601,0.07692307660400925,0
0.05660396588555677,0.0,0.19230772953225328,0
0.05660396588555677,0.18181901430917746,0.0,0
0.07547331343867714,0.0909093594545734,0.0,1
0.07547331343867714,0.727272807836372,0.17307691510023143,1
0.07547331343867714,0.0,0.5769231885967598,0
0.07547331343867714,0.18181901430917746,0.019230676169366766,0
0.07547331343867714,0.27272807836372015,0.19230772953225328,0
0.07547331343867714,0.8181812810908533,0.13461542449884278,0
0.07547331343867714,0.18181901430917746,0.0,0
0.0943406226048954,0.5454549751273174,0.2499997580403536,0
0.0943406226048954,0.4545459701527809,0.0,0
0.1132079317711136,0.18181901430917746,0.019230676169366766,0
0.1132079317711136,1.0,0.0,0
0.13207727932423396,0.18181901430917746,0.0,0
0.13207727932423396,0.4545459701527809,0.0,0
0.13207727932423396,0.0,0.0,0
0.13207727932423396,0.0909093594545734,0.11538461006682094,0
0.13207727932423396,0.18181901430917746,0.28846166342970747,0
0.13207727932423396,0.4545459701527809,0.0,0
0.15094458849045217,1.0,0.4038459969712182,1
0.15094458849045217,0.0909093594545734,0.03846149060138862,0
0.15094458849045217,0.18181901430917746,0.0,0
0.15094458849045217,0.18181901430917746,0.0,0
0.15094458849045217,0.36363684701823207,0.05769230503341047,0
0.15094458849045217,0.5454549751273174,0.019230676169366766,0
0.15094458849045217,0.727272807836372,0.0,0
0.15094458849045217,0.727272807836372,0.21153854396427513,0
0.15094458849045217,0.18181901430917746,0.019230676169366766,0
0.15094458849045217,0.8181812810908533,0.09615379563479909,0
0.16981189765667043,0.727272807836372,0.0,1
0.16981189765667043,0.4545459701527809,0.0,0
0.16981189765667043,0.8181812810908533,0.0,0
0.16981189765667043,0.0,0.0,0
0.16981189765667043,0.0909093594545734,0.03846149060138862,0
0.16981189765667043,0.4545459701527809,0.07692307660400925,0
0.18867920682288863,0.0,0.03846149060138862,0
0.18867920682288863,0.0,0.0,0
0.18867920682288863,0.6363640391818601,0.0,0
0.207548554376009,0.18181901430917746,0.4423079023605721,1
0.207548554376009,0.5454549751273174,0.0,1
0.207548554376009,0.8181812810908533,0.0,1
0.207548554376009,0.0,0.0,0
0.207548554376009,0.0909093594545734,0.15384623893086463,0
0.207548554376009,0.0909093594545734,0.0,0
0.207548554376009,0.5454549751273174,0.0,0
0.207548554376009,1.0,0.15384623893086463,0
0.207548554376009,0.6363640391818601,0.0,0
0.207548554376009,0.6363640391818601,0.0,0
0.22641606738091744,1.0,0.019230676169366766,1
0.22641606738091744,0.0909093594545734,0.0,1
0.22641606738091744,0.0,0.0,0
0.22641606738091744,0.18181901430917746,0.019230676169366766,0
0.22641606738091744,0.0909093594545734,0.03846149060138862,0
0.22641606738091744,0.27272807836372015,0.07692307660400925,0
0.22641606738091744,0.36363684701823207,0.3846150442765413,0
0.22641606738091744,0.6363640391818601,0.0,0
0.22641606738091744,0.4545459701527809,0.019230676169366766,0
0.2452839880632063,0.0,1.0,1
0.2452839880632063,0.0909093594545734,0.03846149060138862,1
0.2452839880632063,0.5454549751273174,0.0,1
0.2452839880632063,0.5454549751273174,0.0,1
0.2452839880632063,0.4545459701527809,0.2692307107350306,0
0.2452839880632063,0.5454549751273174,0.03846149060138862,0
0.2452839880632063,0.5454549751273174,0.05769230503341047,0
0.2452839880632063,0.18181901430917746,0.0,0
0.2452839880632063,0.4545459701527809,0.03846149060138862,0
0.2452839880632063,0.6363640391818601,0.0,0
0.2452839880632063,0.727272807836372,0.07692307660400925,0
0.2641519087454952,0.5454549751273174,0.11538461006682094,1
0.2641519087454952,0.0,0.17307691510023143,1
0.2641519087454952,0.4545459701527809,0.36538547420841516,1
0.2641519087454952,0.27272807836372015,0.0,0
0.2641519087454952,0.4545459701527809,0.019230676169366766,0
0.2641519087454952,0.27272807836372015,0.0,0
0.2641519087454952,0.8181812810908533,0.30769261612438437,0
0.28301982942778403,0.6363640391818601,0.11538461006682094,1
0.28301982942778403,0.727272807836372,0.0,1
0.28301982942778403,0.8181812810908533,0.019230676169366766,1
0.28301982942778403,0.18181901430917746,0.0,0
0.28301982942778403,0.8181812810908533,0.0,0
0.28301982942778403,0.0909093594545734,0.2692307107350306,0
0.28301982942778403,0.5454549751273174,0.0,0
0.28301982942778403,0.9090906405454267,0.0,0
0.28301982942778403,0.8181812810908533,0.019230676169366766,0
0.3018877501100729,0.0,0.03846149060138862,1
0.3018877501100729,1.0,0.05769230503341047,1
0.3018877501100729,0.36363684701823207,0.09615379563479909,1
0.3018877501100729,0.6363640391818601,0.3846150442765413,1
0.3018877501100729,0.36363684701823207,0.0,0
0.3018877501100729,0.0,0.05769230503341047,0
0.3018877501100729,0.4545459701527809,0.0,0
0.3207556707923618,0.4545459701527809,0.4423079023605721,1
0.3207556707923618,0.36363684701823207,0.0,1
0.3207556707923618,0.6363640391818601,0.0,1
0.3207556707923618,0.27272807836372015,0.0,0
0.3207556707923618,0.4545459701527809,0.11538461006682094,0
0.3207556707923618,0.727272807836372,0.0,0
0.3207556707923618,0.8181812810908533,0.0,0
0.3207556707923618,0.0,0.05769230503341047,0
0.3207556707923618,0.18181901430917746,0.07692307660400925,0
0.3207556707923618,0.9090906405454267,0.07692307660400925,0
0.3207556707923618,0.727272807836372,0.23076880534567668,0
0.33962359147465065,0.0,0.21153854396427513,1
0.33962359147465065,0.0,0.21153854396427513,1
0.33962359147465065,0.8181812810908533,0.13461542449884278,1
0.33962359147465065,0.27272807836372015,0.15384623893086463,0
0.33962359147465065,0.36363684701823207,0.03846149060138862,0
0.33962359147465065,0.5454549751273174,0.0,0
0.33962359147465065,0.727272807836372,0.0,0
0.35849151215693953,0.4545459701527809,0.0,1
0.35849151215693953,0.5454549751273174,0.19230772953225328,1
0.35849151215693953,0.27272807836372015,0.019230676169366766,0
0.35849151215693953,0.36363684701823207,0.0,0
0.35849151215693953,0.727272807836372,0.0,0
0.35849151215693953,0.18181901430917746,0.019230676169366766,0
0.35849151215693953,0.36363684701823207,0.019230676169366766,0
0.35849151215693953,0.4545459701527809,0.05769230503341047,0
0.35849151215693953,0.27272807836372015,0.0,0
0.35849151215693953,0.8181812810908533,0.019230676169366766,0
0.37735943283922835,0.4545459701527809,0.2499997580403536,1
0.37735943283922835,0.5454549751273174,0.0,1
0.37735943283922835,0.0909093594545734,0.0,0
0.37735943283922835,0.27272807836372015,0.11538461006682094,0
0.37735943283922835,0.27272807836372015,0.0,0
0.37735943283922835,0.4545459701527809,0.019230676169366766,0
0.37735943283922835,0.0,0.019230676169366766,0
0.37735943283922835,0.0909093594545734,0.03846149060138862,0
0.37735943283922835,0.27272807836372015,0.0,0
0.37735943283922835,0.5454549751273174,0.0,0
0.37735943283922835,0.6363640391818601,0.07692307660400925,0
0.37735943283922835,0.727272807836372,0.019230676169366766,0
0.3962273535215172,0.0909093594545734,0.2499997580403536,1
0.3962273535215172,0.0909093594545734,0.05769230503341047,1
0.3962273535215172,0.5454549751273174,0.13461542449884278,0
0.3962273535215172,0.0909093594545734,0.019230676169366766,0
0.3962273535215172,0.6363640391818601,0.0,0
0.3962273535215172,0.727272807836372,0.019230676169366766,0
0.41509525381993706,1.0,0.05769230503341047,1
0.41509525381993706,0.0909093594545734,0.03846149060138862,1
0.41509525381993706,0.36363684701823207,0.05769230503341047,1
0.41509525381993706,0.727272807836372,0.07692307660400925,1
0.41509525381993706,0.27272807836372015,0.0,0
0.41509525381993706,0.4545459701527809,0.07692307660400925,0
0.41509525381993706,1.0,0.0,0
0.41509525381993706,0.18181901430917746,0.07692307660400925,0
0.41509525381993706,0.18181901430917746,0.09615379563479909,0
0.41509525381993706,0.36363684701823207,0.0,0
0.41509525381993706,0.36363684701823207,0.019230676169366766,0
0.41509525381993706,0.5454549751273174,0.0,0
0.41509525381993706,0.6363640391818601,0.0,0
0.41509525381993706,0.9090906405454267,0.0,0
0.43396317450222593,0.0,0.07692307660400925,1
0.43396317450222593,0.6363640391818601,0.019230676169366766,1
0.43396317450222593,0.0909093594545734,0.05769230503341047,1
0.43396317450222593,0.18181901430917746,0.17307691510023143,1
0.43396317450222593,0.4545459701527809,0.46153885505524905,1
0.43396317450222593,0.6363640391818601,0.23076880534567668,1
0.43396317450222593,0.0,0.019230676169366766,0
0.43396317450222593,0.18181901430917746,0.019230676169366766,0
0.43396317450222593,0.18181901430917746,0.03846149060138862,0
0.43396317450222593,0.27272807836372015,0.019230676169366766,0
0.43396317450222593,0.4545459701527809,0.0,0
0.45283111556838385,0.18181901430917746,0.21153854396427513,1
0.45283111556838385,0.6363640391818601,0.4423079023605721,1
0.45283111556838385,0.6363640391818601,0.09615379563479909,1
0.45283111556838385,0.9090906405454267,0.13461542449884278,1
0.45283111556838385,0.0909093594545734,0.13461542449884278,0
0.45283111556838385,0.18181901430917746,0.05769230503341047,0
0.45283111556838385,0.727272807836372,0.0,0
0.45283111556838385,0.8181812810908533,0.8846156664584892,0
0.45283111556838385,0.36363684701823207,0.0,0
0.45283111556838385,1.0,0.13461542449884278,0
0.45283111556838385,0.4545459701527809,0.36538547420841516,0
0.45283111556838385,0.0,0.019230676169366766,0
0.45283111556838385,0.36363684701823207,0.0,0
0.4716990362506727,0.4545459701527809,0.11538461006682094,1
0.4716990362506727,0.9090906405454267,0.28846166342970747,1
0.4716990362506727,0.0,0.019230676169366766,0
0.4716990362506727,0.0,0.0,0
0.4716990362506727,0.0,0.019230676169366766,0
0.4716990362506727,0.727272807836372,0.34615452151373827,0
0.4716990362506727,0.727272807836372,0.0,0
0.4716990362506727,1.0,0.05769230503341047,0
0.4716990362506727,1.0,0.4230769496658952,0
0.4716990362506727,0.8181812810908533,0.019230676169366766,0
0.4905669569329616,0.6363640391818601,0.17307691510023143,1
0.4905669569329616,0.727272807836372,0.05769230503341047,1
0.4905669569329616,0.18181901430917746,0.0,0
0.4905669569329616,0.727272807836372,0.03846149060138862,0
0.4905669569329616,0.727272807836372,0.019230676169366766,0
0.4905669569329616,0.8181812810908533,0.0,0
0.4905669569329616,0.18181901430917746,0.0,0
0.5094348776152504,0.27272807836372015,0.09615379563479909,1
0.5094348776152504,0.36363684701823207,0.2692307107350306,1
0.5094348776152504,0.5454549751273174,0.019230676169366766,1
0.5094348776152504,0.5454549751273174,0.17307691510023143,0
0.5094348776152504,1.0,0.0,0
0.5094348776152504,0.27272807836372015,0.0,0
0.5094348776152504,0.36363684701823207,0.0,0
0.5094348776152504,0.4545459701527809,0.0,0
0.5094348776152504,0.5454549751273174,0.0,0
0.5094348776152504,0.5454549751273174,0.0,0
0.5094348776152504,0.8181812810908533,0.0,0
0.5283027982975393,0.0909093594545734,0.0,0
0.5283027982975393,0.18181901430917746,0.05769230503341047,0
0.5283027982975393,0.27272807836372015,0.019230676169366766,0
0.5283027982975393,0.8181812810908533,0.0,0
0.5283027982975393,0.0,0.0,0
0.5283027982975393,0.0,0.05769230503341047,0
0.5283027982975393,0.27272807836372015,0.03846149060138862,0
0.5471707189798282,0.36363684701823207,0.6730779520701444,1
0.5471707189798282,0.18181901430917746,0.0,0
0.5471707189798282,0.4545459701527809,0.0,0
0.5471707189798282,0.5454549751273174,0.019230676169366766,0
0.5471707189798282,0.5454549751273174,0.07692307660400925,0
0.5471707189798282,0.5454549751273174,0.0,0
0.5471707189798282,0.5454549751273174,0.13461542449884278,0
0.5471707189798282,0.8181812810908533,0.05769230503341047,0
0.5660386396621171,0.0909093594545734,0.32692356881906126,1
0.5660386396621171,0.6363640391818601,0.0,1
0.5660386396621171,0.27272807836372015,0.019230676169366766,0
0.5660386396621171,0.8181812810908533,0.03846149060138862,0
0.5660386396621171,0.27272807836372015,0.48076980774992595,0
0.5660386396621171,0.5454549751273174,0.0,0
0.5849065603444059,0.36363684701823207,0.09615379563479909,1
0.5849065603444059,0.6363640391818601,0.0,1
0.5849065603444059,0.9090906405454267,0.019230676169366766,1
0.5849065603444059,0.0909093594545734,0.0,0
0.5849065603444059,0.0909093594545734,0.0,0
0.5849065603444059,0.5454549751273174,0.0,0
0.5849065603444059,0.6363640391818601,0.15384623893086463,0
0.5849065603444059,0.9090906405454267,0.0,0
0.5849065603444059,0.0909093594545734,0.0,0
0.6037744810266947,0.0909093594545734,0.2499997580403536,1
0.6037744810266947,0.0,0.0,1
0.6037744810266947,0.6363640391818601,0.36538547420841516,1
0.6037744810266947,0.36363684701823207,0.11538461006682094,0
0.6037744810266947,0.727272807836372,0.0,0
0.6037744810266947,0.727272807836372,0.0,0
0.6037744810266947,0.0,0.0,0
0.6226424017089837,0.18181901430917746,0.019230676169366766,1
0.6226424017089837,0.27272807836372015,0.0,0
0.6226424017089837,0.36363684701823207,0.0,0
0.6226424017089837,0.4545459701527809,0.0,0
0.6226424017089837,0.4545459701527809,0.0,0
0.6226424017089837,0.727272807836372,0.0,0
0.6226424017089837,0.27272807836372015,0.17307691510023143,0
0.6226424017089837,0.27272807836372015,0.538461283207406,0
0.6415109339073432,0.0,0.0,0
0.6415109339073432,0.6363640391818601,0.4230769496658952,0
0.6415109339073432,0.727272807836372,0.0,0
0.6415109339073432,0.27272807836372015,0.0,0
0.6415109339073432,0.9090906405454267,0.0,0
0.6603782430735614,0.0,0.0,1
0.6603782430735614,0.27272807836372015,0.03846149060138862,1
0.6603782430735614,0.36363684701823207,0.4230769496658952,1
0.6603782430735614,0.727272807836372,0.28846166342970747,1
0.6603782430735614,0.0,0.0,0
0.6603782430735614,0.5454549751273174,0.0,0
0.6603782430735614,0.8181812810908533,0.0,0
0.6603782430735614,0.0909093594545734,0.03846149060138862,0
0.6603782430735614,0.5454549751273174,0.0,0
0.6603782430735614,0.8181812810908533,0.019230676169366766,0
0.6792455522397796,0.0,0.0,1
0.6792455522397796,0.27272807836372015,0.2499997580403536,1
0.6792455522397796,0.0,0.0,0
0.6792455522397796,0.0,0.019230676169366766,0
0.6792455522397796,0.9090906405454267,0.0,0
0.6981148997929,0.5454549751273174,0.15384623893086463,1
0.6981148997929,0.4545459701527809,0.019230676169366766,1
0.6981148997929,0.727272807836372,0.0,0
0.6981148997929,0.727272807836372,0.0,0
0.6981148997929,0.27272807836372015,0.0,0
0.6981148997929,0.6363640391818601,0.0,0
0.7169822089591182,0.8181812810908533,0.0,0
0.7169822089591182,0.9090906405454267,0.0,0
0.7358495181253364,0.8181812810908533,0.15384623893086463,1
0.7358495181253364,0.18181901430917746,0.0,0
0.7358495181253364,0.6363640391818601,0.0,0
0.7358495181253364,0.727272807836372,0.0,0
0.7547168272915546,0.0,0.0,1
0.7547168272915546,0.0,0.07692307660400925,1
0.7547168272915546,0.727272807836372,0.2692307107350306,0
0.7547168272915546,0.8181812810908533,0.0,0
0.7547168272915546,0.9090906405454267,0.0,0
0.7547168272915546,0.0909093594545734,0.15384623893086463,0
0.7547168272915546,0.4545459701527809,0.0,0
0.7735861748446751,0.9090906405454267,0.03846149060138862,0
0.7924534840108932,0.4545459701527809,0.0,1
0.7924534840108932,0.0,0.0,0
0.7924534840108932,0.5454549751273174,0.0,0
0.7924534840108932,0.8181812810908533,0.05769230503341047,0
0.8113207931771114,0.36363684701823207,0.0,0
0.8113207931771114,0.9090906405454267,0.0,0
0.8301901407302319,0.6363640391818601,0.05769230503341047,1
0.8301901407302319,0.4545459701527809,0.0,0
0.84905744989645,0.36363684701823207,0.019230676169366766,0
0.8679247590626682,0.8181812810908533,0.0,0
0.8867941066157886,0.6363640391818601,0.05769230503341047,0
0.9056614157820069,0.6363640391818601,0.019230676169366766,1
1.0,0.0,0.03846149060138862,1
