f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,clase
0.0,0.3124995542347697,0.8124998340295242,0.562499581309439,0.062499247427974414,0.0,0.0,0.0,0.0,0.8124991528984427,0.9375005593425115,0.6249997459205299,0.9374995271134245,0.31249980387313575,0.0,0.0,0.1875001955790638,0.9375014671518049,0.1250010879972147,0.0,0.6874992253346554,0.4999992869037012,0.0,0.0,0.266666484867186,0.7499986454951103,0.0,0.0,0.4999987153794769,0.5333342672349703,0.0,0.0,0.35714315901212046,0.5000001976464263,0.0,0.0,0.5624997523326594,0.5714299430294737,0.0,0.25,0.687499029522934,0.0,0.0625012225608444,0.749999466045856,0.4374997969867419,0.0,0.0,0.1249999590745523,0.874999118047569,0.31249991832894486,0.6249988401762933,0.7500016962633204,0.0,0.0,0.0,0.0,0.374999872424571,0.8124999829113438,0.6249995374419182,0.0,0.0,0.0,0
0.0,0.0,0.7499998672236193,0.8124997822809084,0.3124994245037451,0.0,0.0,0.0,0.0,0.0,0.6875003107458397,1.0,0.5624993379587945,0.0,0.0,0.0,0.0,0.1875002222957281,0.9374981866713088,1.0,0.3749992253346554,0.0,0.0,0.0,0.466665352116576,0.9374985003695864,1.0,1.0,0.12499908241391205,0.0,0.0,0.0,0.0,0.062499752941967024,1.0,1.0,0.18750068796483488,0.0,0.0,0.0,0.06249913167841459,1.0,1.0,0.375000266977072,0.0,0.0,0.0,0.0,0.06249867707135348,1.0,1.0,0.37500122507906475,0.0,0.0,0.0,0.0,0.0,0.6874998803794065,1.0,0.6250001843943385,0.0,0.0,1
0.0,0.0,0.24999933611809655,0.9375000167476225,0.7500008853788536,0.0,0.0,0.0,0.0,0.1875008471015573,1.0,0.9374991406135571,0.874998675917589,0.0,0.0,0.0,0.0,0.5000010670194945,0.8124981866713088,0.5,1.0,0.0,0.0,0.0,0.0,0.06250072562761955,0.3749986211866619,0.9375000240316494,0.6874984401036506,0.0,0.0,0.0,0.07142848264349402,0.5000001976464263,0.8125007345768251,0.9374999304668878,0.06250022932161164,0.0,0.0,0.5625003727271101,1.0,1.0,0.31249946207322843,0.0,0.0,0.0,0.0,0.18749999317909205,0.8124997354142707,1.0,1.0,0.6875015549080437,0.31250005764929245,0.0,0.0,0.0,0.0,0.18749947025165714,0.6874994603489045,1.0,0.5625008468706945,0.0,2
0.0,0.4374995542347697,0.9375000331940951,0.8124997822809084,0.062499247427974414,0.0,0.0,0.0,0.5000005992801446,0.8124991528984427,0.3750006214916795,0.9374991406135571,0.24999999999999994,0.0,0.0,0.0,0.1250000558797325,0.06250244525300819,0.8124981866713088,0.8124996622651779,0.0,0.0,0.0,0.0,0.0,0.12500145125523915,0.9374974721755468,0.6874997356518556,0.062498623620868055,0.0,0.0,0.0,0.0,0.0,0.06249975514105832,0.7499997218675518,0.749999449628132,0.07142867971285319,0.0,0.0,0.0,0.0,0.0625012225608444,0.624999733022928,0.5,0.0,0.0,0.0,0.4999998236095138,0.2499983665788975,0.31249859164264177,0.8750016020264693,0.5624987509319969,0.0,0.0,0.0,0.4374998405307138,0.8124999829113438,0.8124996145349318,0.5625000921971692,0.0,0.0,3
0.0,0.0,0.06250049791142753,0.6874998157761532,0.0,0.0,0.0,0.0,0.0,0.0,0.4375003107458398,0.5,0.0,0.0,0.0,0.0,0.0,0.06250244525300819,0.8124981866713088,0.37500028948699043,0.1249992253346554,0.12500001528063498,0.0,0.0,0.0,0.43749966137377766,0.9374974721755468,0.0,0.5624986236208681,0.5333342672349703,0.0,0.0,0.35714315901212046,0.9999999999999999,0.6250006856050367,0.0,1.0,0.42857207827711913,0.0,0.25,0.9374971907242824,1.0,0.8124994620732284,1.0,0.06249993232891396,0.0,0.0,0.0,0.0,0.18750040835527565,0.9374987573317428,0.625001413552767,0.0,0.0,0.0,0.0,0.0,0.12499873543943962,1.0,0.25000036878867676,0.0,0.0,4
0.0,0.75,0.6249996680590483,0.0,0.0,0.0,0.0,0.0,0.0,0.8749989834781311,1.0,1.0,0.874998675917589,0.0,0.0,0.0,0.0,0.8125015560700962,1.0,0.9374978288475716,0.6249992253346554,0.06250003820158744,0.0,0.0,0.0,0.687499080871682,1.0,1.0,0.43749877043464214,0.0,0.0,0.0,0.0,0.0,0.25000097943576666,0.43749974504525585,1.0,0.4999994946733518,0.0,0.0,0.0,0.0,0.2499994131707947,1.0,0.5625010150662906,0.0,0.0,0.0,0.3124997354142707,0.2499983665788975,0.7499990058653943,1.0,0.25000001537314465,0.0,0.0,0.0,0.5624998405307138,1.0,1.0,0.6250001843943385,0.0,0.0,5
0.0,0.0,0.7499998672236193,0.8124997822809084,0.0,0.0,0.0,0.0,0.0,0.3124998305796885,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8125015560700962,1.0,0.18750033773482216,0.0,0.0,0.0,0.0,0.0,0.874998548744761,0.8124986671471064,0.0,0.0,0.0,0.0,0.0,0.0,0.9375002470580329,0.7500009794357667,0.43749974504525585,0.12500045864322323,0.0,0.0,0.0,0.8124989273674534,1.0,0.8124994620732284,1.0,0.18749979698674188,0.0,0.0,0.0,0.43749984124856245,1.0,0.6874987573317428,0.9375021203291505,0.5000001537314465,0.0,0.0,0.0,0.06249984053071378,0.5624997778474692,0.9374997687209591,0.6875002765915076,0.18749985619176884,0.0,6
0.0,0.4374995542347697,0.4999997344472386,0.8124997822809084,1.0,0.9375003897391554,0.06666653757034828,0.0,0.0,0.43749949173906555,0.4375003107458398,0.24999925270744094,0.6874991488041643,0.7499998879275062,0.0,0.0,0.0,0.0,0.0,0.5,0.8124992253346555,0.06250003820158744,0.0,0.0,0.266666484867186,0.4999992259972059,0.49999852926577265,0.9375000240316494,0.9374977060347801,0.39999990169456456,0.0,0.0,0.14285721388520484,0.6875000494116066,0.9375006366332485,0.9374999304668878,0.2500005503718679,0.0,0.0,0.0,0.0,1.0,0.31249946207322843,0.0,0.0,0.0,0.0,0.0,0.5624997354142707,0.937498774934173,0.06249792888623784,0.0,0.0,0.0,0.0,0.0,0.8124992026535689,0.31250093987609223,0.0,0.0,0.0,0.0,7
0.0,0.5624995542347697,0.8750000663881903,0.49999959805706146,0.062499247427974414,0.0,0.0,0.0,0.0,0.7499993223187541,0.8750006214916795,0.874999177978185,0.7499988650722191,0.0,0.0,0.0,0.0,0.5625013782335138,0.6250003626657382,0.0,0.9375,0.24999994906455011,0.0,0.0,0.0,0.18750024187587327,1.0,0.7499997116202061,0.874999082413912,0.1333332841806156,0.0,0.0,0.0,0.25000019764642634,1.0,1.0,0.12500045864322323,0.0,0.0,0.1875,1.0,0.49999838965514465,0.6249993153659271,0.8124991545726052,0.12499986465782792,0.0,0.0,0.06250003410453975,0.9375013229286465,0.0625012250658269,0.18749710044073298,1.0,0.5000001537314465,0.0,0.0,0.0,0.6875007973464311,1.0,0.9374997687209591,0.6875002765915076,0.06249995206392296,0.0,8
0.0,0.6875007429420505,0.7499998672236193,0.0,0.0,0.0,0.0,0.0,0.1250000918896222,1.0,1.0,1.0,0.8124985813402739,0.0,0.0,0.0,0.1875001955790638,1.0,0.75,0.6250000964956635,0.8749996126673276,0.0,0.0,0.0,0.06666656877463863,1.0,0.06249885098888491,0.7499997116202061,0.9374977060347801,0.0,0.0,0.0,0.0,0.8124999505883934,1.0,0.5624998841114799,0.9374997706783883,0.14285735942570638,0.0,0.0,0.0,0.18749808771548426,0.0,0.5625000444961786,0.6875003383554301,0.0,0.0,0.0,0.0,0.0,0.5624988236073831,0.9375021203291505,0.25000001537314465,0.0,0.0,0.0,0.5624998405307138,0.7499998496198252,0.8124996145349318,0.1875006453801843,0.0,0.0,9
