f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,clase
0.0,0.029411086658521074,0.9999999999999999,0.05494436406763244,1.0,1.0000000000000002,0.6666671387199331,1.0,0.0,0.8571422767613202,1.0,0.3333343602752179,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,0
0.3333331935961231,0.6470580933245611,0.499999729219638,0.31868072674436654,0.0,0.5000000000000001,0.33333380538659985,0.3333330880621615,0.0,0.05357037662989275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,1
1.0,0.11764647465964892,0.9999999999999999,0.10439499028233994,0.0,0.7500000000000001,0.6666671387199331,0.6666669119378384,0.0,0.5357139229758252,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.5588230599943607,0.499999729219638,0.4230768036660105,0.0,0.7500000000000001,0.6666671387199331,1.0,0.33333391678160595,0.46428546762356115,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0
0.0,0.2941170733264409,0.7500001353901808,0.25824122771613256,0.0,0.5000000000000001,0.6666671387199331,1.0,0.9999999999999999,0.6071417689274754,1.0,0.3333343602752179,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,1
1.0,0.47058802666416033,0.499999729219638,0.48901097195228715,1.0,0.5000000000000001,0.6666671387199331,1.0,0.9999999999999999,0.28571382140905616,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.2941170733264409,0.499999729219638,0.14285643321514838,0.5000005925090268,1.0000000000000002,0.6666671387199331,1.0,0.33333391678160595,0.6071417689274754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0000000000000002,0
0.3333331935961231,0.47058802666416033,0.499999729219638,0.36813166342744663,0.0,0.5000000000000001,0.6666671387199331,0.3333330880621615,0.6666667833563211,0.28571382140905616,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.11764647465964892,0.499999729219638,0.1593400063335548,0.7500006912605313,0.7500000000000001,0.0,1.0,0.0,0.7499994921661552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.3333331935961231,0.382352283992105,0.9999999999999999,0.27472476978770166,0.0,0.0,1.0,0.3333330880621615,0.6666667833563211,0.16071377062567166,1.0,0.3333343602752179,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.3333331935961231,0.11764647465964892,0.499999729219638,0.06043887809148882,0.0,0.25000151038236845,0.33333380538659985,0.0,0.6666667833563211,0.10714217519455119,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0000000000000002,1
