f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,clase
-1.1799574202556264,-2.1889512848211257,1.3475293042114267,2.29634357937795,1.5708886801970463,-0.17954977495225896,-0.874660081871372,-1.4391343025517835,-1.0363672158142327,-2.1093418847207044,-0.004779975090800829,0.30898009298695295,0.015220058654143113,-0.13946021834369784,0.7711803623511705,-0.16201023022029282,0.6259701577121268,-0.06150008267450481,0.15432046997343604,0.9536406069258608,0.019090001047261825,0.32758035790615164,-0.014399923519888901,-0.11849995184578409,0.7632195241599797,2
-1.3928015814367702,-1.1545350710923972,0.05782002497809697,0.9095990602870655,2.5546100240320415,0.6811402768950358,-0.8595096658617987,-1.1541148238599763,-1.2157650156705089,-2.197995256974415,-0.09438999463592589,-0.02687992213804876,0.304640085213737,-0.29106941934067154,0.5602401585298121,-0.14131010438126188,-0.07043002038350932,0.2814096995853816,-0.32433971578055176,0.5348096791283944,0.023640027719669974,-0.1263097865199863,0.30713028865759967,-0.38093941280542293,0.41931022213455904,2
0.497050269871938,-0.239380220465975,0.6964197544334668,0.8682298187647361,-0.6219002714573413,-0.9497995831934396,-0.7194701176034618,0.3235302846364474,0.25993021073856626,0.4424405342810472,0.8116202512807948,1.6849442654838862,-2.377673494460023,1.819440512302137,0.967450388695935,0.7226795316958015,2.171001985348725,-2.9841801202149667,2.663763221435394,0.9976901597225502,0.7999204204666722,1.65021768747295,-2.3934910198929815,1.8749778315525574,0.9663499319365416,2
-2.0213891981843926,-1.0514546264691023,-2.8064730058875083,-1.9655517198852452,-2.2934321672751885,1.1990966625273205,1.7772700170712095,2.446677279468353,4.965059968725805,-0.9372094375456136,2.2741730964824534,-1.0124954216459152,0.4619200495499882,-0.6137603516345765,-2.2307613565145044,2.8263325714331917,-0.18241030099665104,-0.5374799747822538,-0.31073005721932917,-1.6651947506008329,2.3432867063961775,-0.8127097266647044,0.41260989571049145,-0.5900797845019243,-1.7264148508749715,1
-0.9501899771981122,-1.429599679849871,1.1391673649148508,1.6862550696703094,0.7316700428556602,-0.5420601159688314,-0.733259867577704,-0.17855041632291455,-0.3786703295250154,-1.4074785092165516,0.2003000411424808,0.7306203749869606,-0.9594995165629757,0.4737098810723792,0.7489805009293511,0.2906001723023448,1.1745145049203225,-1.461284983153019,1.004141247022271,0.9050898517572195,0.1975996593331161,0.7397901029724211,-1.0139860819947122,0.5143098009170493,0.7405494298896017,2
-0.7876804486625607,-1.1499328188817095,0.6843598542304469,1.313662764286124,1.1268514087060093,0.6280903247182735,-0.0887399801579315,-1.8205209400037523,-1.1006586809793897,-1.5751305303039487,-0.01261997237056282,-0.28962976906831217,0.42203953417555323,-0.4485194789869363,0.3415501630741571,-0.2700900994331007,-0.3094304390892506,0.5028500480899277,-0.4787402566509981,0.400119777345404,0.05320009369713207,-0.35400022353197763,0.48421993170482625,-0.4873294894683386,0.26217032115091543,2
0.5109300623325284,-0.6791604363335734,1.149972651308796,1.1198979572622656,-0.08594002121353586,-0.0698898290169874,0.043040025119025695,-1.1231596754791686,-0.9089898755169722,-0.3397001156040244,0.14574033694332447,-0.23705004512523112,0.34862961131652315,-0.3726303371119738,0.37029022432987757,0.07797006045708256,-0.2737499842553971,0.5665202012466372,-0.4682201096414226,0.4152101608475496,0.3316402555413665,-0.34334000617289456,0.45708965792126527,-0.4579601135120493,0.27478949671172026,2
-1.4973927660277113,-2.4519499888697096,0.6535998051395354,1.6221737153568991,2.149881986908276,0.7194500181216575,-0.44529991344315983,-1.6284369407267232,-1.175695405028359,-2.5737490885659513,-0.5549696249302292,-0.35967003535364395,0.42984035147503064,-0.5062297236954686,0.262000242775348,-0.7651302572340111,-0.24769023585909322,0.5546794076670766,-0.4791204426580013,0.46054034023594775,-0.5062998119510462,-0.4234302041843408,0.5031401886477374,-0.5384295023100173,0.1761302149209861,2
-0.22776043630765577,-0.1438104513526002,-0.36323967487852155,0.4126899280243932,-0.45745980923782226,-0.9489201529738527,-0.3473499677144896,1.269541229729402,0.9672703931689278,0.09824013970720087,0.7634096546467432,0.5661999344342732,-1.2572652270504034,0.5491498030889087,0.34195035887246833,1.087311898179039,1.276484388459743,-3.0928232782043614,1.7383004363353023,0.31386057198808226,0.7151899554375211,0.6447205737267945,-1.4559223041311782,0.6606604377935622,0.2823802114488825,2
0.9833902738132579,0.13190947810009074,0.9022004308692669,1.095596066610076,-0.16576007789603428,-1.572559238862315,-1.3237278970377853,-0.06179007784472827,-0.08332988567585294,0.8774603608188994,0.9225405411189418,1.4651067128330282,-2.175354490445616,1.6653150798041412,1.0115849818231923,0.8072999252839792,1.2278505968697584,-2.1045997505089518,1.5731096162924099,0.9950498678666752,0.9332696783507585,1.1969458456585353,-1.837208852750682,1.340356140665051,0.932040141442077,2
-1.6555201500395555,-0.6269598908786533,-2.084719894351208,-1.5210342222826203,-0.7933101438729003,0.5789602901755745,1.5680175896524502,2.355822818432117,1.9216504804719226,-0.07256982635459663,2.027792505719352,-1.0225103213047468,0.5241895208725708,-0.6405494628359161,-1.8789992546938972,1.0504038439401868,-0.831990074609006,0.37380991006618575,-0.6451096533156007,-0.875709467092276,1.486907615294001,-0.8823097905597747,0.46642022300241326,-0.6132901456945646,-1.5028454406777578,1
-0.2868803682826251,-0.36081964945146994,0.6942496927493496,0.10699935693503101,0.16020041755043374,0.6107798563914342,0.41968048766551963,-0.994809865513794,-0.6949501213914216,-0.29655000509809637,-1.912185913246916,-0.5618199345511068,0.4142397173656614,-0.5046399456218605,-0.04837971256983674,-1.5562012238318044,-0.8183293918200809,0.5154802279081256,-0.6760297810693745,-0.39855000000056534,-2.3763229558033365,-0.5399202171144317,0.4832404524838908,-0.5349297892425637,-0.013390132376399345,2
