f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,clase
0.38913445232739224,0.16092466441590997,0.5713948704653073,0.647398057760491,0.26705372601066346,0.5856917244871427,0.5783570548325501,0.4284175405271617,0.30552972937023165,0.4397912538192498,0.4342227073214038,0.3326366333189036,0.48705835843163114,0.31780265029882443,0.461297001908897,0.2865459091464989,0.540182854337367,0.12484941214585488,0.36193960203693065,0.36330529556183033,1
0.5647750821941512,0.4567583248941049,0.4575009538997378,0.3548971343766793,0.31038653887661705,0.34643018434125716,0.27366304185907936,0.49619641690129135,0.5526546528530885,0.43156943863278097,0.3686763720147934,0.16859963297099623,0.43406095114632637,0.3609226506300083,0.281633416925553,0.21327200336997731,0.33958499544005927,0.3552770748453965,0.6448563628266608,0.47175099586478997,1
0.6418072330853088,0.4038910055346257,0.28659183853167924,0.43295313477136754,0.44990310122018984,0.26825005816260894,0.2783296994975827,0.3989117399817324,0.4048039871709084,0.37371448196366686,0.44337965785826267,0.5378966741648231,0.4808721635198337,0.27947225852211965,0.6007060672979752,0.3213001589868327,0.6381205337200124,0.16110075807797497,0.35191010655806476,0.47161455561396753,1
0.38392247793735934,0.6091717224409842,0.33898050131100066,0.26863068514412125,0.4566679907969121,0.38001874888806775,0.3857138794469347,0.5524340593164074,0.48581940189721795,0.27025945897579634,0.7209228384908767,0.3624440626020816,0.6399937417231495,0.26275851315006904,0.41746767975446347,0.5415856558546562,0.42485688636684754,0.3885236060499224,0.4968856517726331,0.6067038636844015,1
0.47237487454576915,0.515970702015168,0.5859159149610613,0.5029456276943141,0.4424052711099273,0.4749109769949775,0.5545592676353885,0.5051783299054529,0.18037550745626474,0.6867123002871182,0.5168978763758687,0.5826025065265831,0.49882261975939163,0.43157741491679696,0.7212636149268257,0.4409245695805194,0.5644454498356566,0.5195666881289809,0.45274437036511145,0.5339431367979491,1
0.38788164042221834,0.5806009972706139,0.5923771181465972,0.5465269434729099,0.3723066961189972,0.49693715701167357,0.5037260132984845,0.4381696547476902,0.3876861351615105,0.4531925112439241,0.6266569952693655,0.5566081155371185,0.9617309164464163,0.5574519817904076,0.45292031290938356,0.5650321370819802,0.48843544793746524,0.7290112860917399,0.7033477691220416,0.43520971422067817,0
0.7039446270981138,0.3909240921896438,0.6083389181309435,0.5857512210667517,0.4604274108737882,0.6417826497516115,0.4538457538290697,0.5813467867355967,0.5010656072576934,0.7178005331817476,0.6447963707485194,0.4886636638630467,0.6827025698049317,0.6244209457231055,0.5633352547067411,0.6304099686102921,0.3929892516701942,0.7425692976378296,0.5434542626452992,0.5028222943640827,0
0.254999134798408,0.3950777895032411,0.44821425077290333,0.5273320274841692,0.36548945364702207,0.5104628511995183,0.3718846742412957,0.6584750067886326,0.620914731060056,0.3626793830250301,0.589343202930048,0.42524625733991617,0.4850265138604069,0.37944203799506815,0.3136774338436201,0.4758298161459962,0.3535559688125743,0.6205887117302664,0.2380291598629138,0.41404887460504136,1
0.44660806367883715,0.3025985726281554,0.5538459280710679,0.6095485219858686,0.4208227785610302,0.5293388622025154,0.3778952642769118,0.27051108983212263,0.685854202776198,0.6430432414081683,0.5524156241698679,0.41908298520464127,0.4890255248291546,0.25128575233243133,0.2737118688475503,0.38431058145697167,0.2911383010759747,0.34552374625827476,0.30948566855343074,0.5632531312156867,1
0.35938120782142235,0.537293449606162,0.47740260439087384,0.4437410578444956,0.2803325327320404,0.4755361224014999,0.5883624717305634,0.36063814444910736,0.526636923949764,0.6400852143385363,0.1998579570870742,0.5538279106701334,0.38275900605153024,0.5068087261426878,0.37853756035483027,0.5399739098531071,0.381914518594425,0.3421505783254223,0.46530712086692183,0.515870968441248,1
0.6996130818480706,0.4216378712650592,0.2895868391186945,0.23066994329023321,0.3170676178973424,0.35756729755990746,0.5505522527524612,0.5943337980352593,0.21725168066257394,0.5422928130995335,0.46467535899556944,0.4713299861633784,0.6494801998178394,0.42053091532318715,0.5561730733241008,0.33197782337514103,0.5692979689353145,0.41072539445510003,0.5186366247361865,0.5249257504891254,1
0.4608647862952068,0.6285200232616631,0.6389232673267327,0.5810997667872511,0.5113938728743117,0.6620328173967784,0.49320761615860675,0.5541166787281286,0.8222888500101118,0.4627907037946435,0.7176291496281697,0.6554070383521408,0.7623084101182926,0.43500033808352184,0.42634128083242884,0.49245138671848465,0.38963687457808055,0.4993228222443955,0.5755419874918517,0.46077371242134696,0
0.5297720712926112,0.38973213156945696,0.3106704692208351,0.45542489656101204,0.26961970673193936,0.30121525639446567,0.36646059883807536,0.5473861750960478,0.3847112300699139,0.3817794480279381,0.39067072608428155,0.46517893327880133,0.6488589820242173,0.28258124699002174,0.3636748137889733,0.6245424032830103,0.5055497975500487,0.42686868466869315,0.4247771058287455,0.49592576132847005,1
0.6624513583664994,0.5399903653065868,0.5263911037842914,0.4276635122720043,0.6122694061620276,0.4165956398571253,0.2989396422138862,0.6740689829004416,0.5709624397533535,0.7268562014616444,0.6001469978982604,0.6557629130736157,0.4578094354699016,0.7496802005870234,0.5979874985963993,0.6403459662186953,0.5838947745505354,0.7163408070283861,0.38314588321855697,0.45950853056424207,0
0.40128326700121125,0.5767242308547065,0.3863819805893633,0.28636498795267473,0.48055422887399946,0.49868724938758197,0.27045082133716125,0.5951868920276119,0.6355544455951235,0.39654497701212954,0.35436692492233746,0.3056817789486823,0.5921472594893917,0.46663515820238927,0.4949417674140061,0.47716459893193464,0.43282700626688564,0.49714328885234704,0.41532835503004406,0.2972432836710692,1
0.7415788198650285,0.43825292667120014,0.5584610906742848,0.6105548436647871,0.7238361813614509,0.519175733191006,0.4496432566390856,0.6526449681616383,0.4981899199606929,0.6978325346133907,0.5661512564328786,0.741803594334687,0.8168839369031589,0.7392603284515913,0.39889269004753525,0.5126995148863313,0.3985853479612997,0.8444531261698209,0.6980321287732592,0.4557626020930774,0
0.328441598892542,0.27018794305949423,0.30610031111806835,0.3899486505262288,0.3122400150629383,0.36786810088817723,0.41344555340384326,0.45587271931180806,0.24977638670780153,0.44637115344633843,0.5530144892029494,0.4001007869080595,0.6665511865581154,0.5861151167492097,0.6601160309915036,0.45611061135193165,0.47368221994185533,0.39504996453953817,0.14927293967303257,0.4134163988445258,1
0.5792233950510469,0.46182718500607495,0.5248264636246233,0.5218091922358423,0.4789625171639426,0.42025824198382394,0.544211773627832,0.5951632454990392,0.7133216516030256,0.8003937018235027,0.3395458755940821,0.7209517258596101,0.3731948782709275,0.7860552276682036,0.608061533854849,0.6555067875147776,0.547318055509964,0.5239010319606981,0.5898335473960721,0.432443648956984,0
0.6760820903270461,0.5303222698485996,0.5444242114428834,0.49286961020535797,0.5626018929704757,0.6670827003872946,0.5675698441287597,0.6748277506304659,0.46519369186563386,0.6527028840763929,0.8221614471860501,0.4396150975866914,0.49153623933438756,0.5488504470292118,0.6728255417898716,0.38339131143753996,0.41057321095470456,0.5889916024725675,0.48278362452319945,0.670222423352284,0
0.6530619138259214,0.4818736417943419,0.690996409423551,0.4121381302177853,0.5344105477306856,0.3777810622545196,0.649922132091058,0.6653239249599503,0.35167794799684565,0.4376179986999419,0.777199084428821,0.6956952437609054,0.46509585780300955,0.558893873512605,0.6022792978253547,0.448933157587205,0.6545564440740037,0.48909008863073616,0.6170784631371056,0.4524384460715505,0
0.638984045682644,0.4539891489930814,0.56737626208273,0.5178573762032325,0.3988841715154326,0.6772084684758659,0.3946808769957883,0.48469069171293117,0.48842246421169355,0.44835111044441467,0.3629625857315692,0.31757835219380837,0.42401795343171494,0.46822760058674745,0.4517472770146349,0.3955300240518542,0.41319514120116974,0.731461529142238,0.5779575187654497,0.7608813471137534,0
0.5537632116283093,0.38484385542104543,0.5384694311822487,0.5779210596845962,0.29243799166946033,0.34551737351343215,0.24744660969895588,0.48265254284634046,0.4685280205439198,0.48179392235968455,0.3743401955292268,0.4463444495494467,0.38938523605437997,0.2569282973147889,0.4915607291237789,0.22036118547104946,0.39014567547779466,0.4092722642015407,0.4472977107119576,0.537155783061356,1
0.4358005191209552,0.5748219112091142,0.6111417935271788,0.5793447375123174,0.4716008505049299,0.6406070807844425,0.5691091911217041,0.7250337482736086,0.5779657773259514,0.665319237965909,0.5493341738456605,0.7596796596350426,0.8468188955258908,0.5601476804020572,0.8917782685181721,0.5253419575763341,0.2960950066151252,0.594335718690318,0.6013424638083374,0.5480214131253623,0
0.7596926803945319,0.4120541459123749,0.5561535093726764,0.41653183707376007,0.543971839653185,0.3526296341914029,0.5946169575992307,0.42963806519425884,0.6422228043482097,0.7003550158822895,0.6404057031881202,0.49690601454837113,0.6084022954465448,0.6573709797384476,0.5487208893214058,0.30189561223519185,0.46001167459006914,0.6435413635058078,0.4335627569559633,0.4901704757930335,0
