f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,clase
-0.46393068242736646,-0.4641767186918033,-0.4615822947413791,-0.46181396522413437,-0.46488130435027497,-0.46331490350073945,-0.4616485937798266,-0.46373735917782744,-0.46209216703293415,-0.4640492662529584,-0.459757252857072,-0.45884868764893383,-0.4567995424832407,-0.45380395113448324,-0.453523903620615,-0.46046862261099003,-0.4614545715171179,-0.4593390234168319,-0.4634766317992142,-0.459710305253375,-0.4588155192593696,-0.46046591749839233,-0.45848829526553325,-0.4612801303545925,-0.46008913820510094,-0.45922339984391763,-0.45872940796121586,-0.4647075135656707,-0.46415414160361773,-0.46584475815133897,-0.4649339735636498,-0.4654056396624642,-0.463961203547611,-0.46739634475983366,-0.4657425610894713,-0.46192493113396177,-0.4643812056143009,-0.46391189665208965,-0.46112823595496305,-0.4609880557880632,-0.4621867516990704,-0.45912519186955447,-0.46440374699708825,-0.4639744808922891,-0.46698143930701846,-0.46549675652140177,-0.46342363933868547,-0.45768870516715926,-0.4644202831062413,-0.4659869221162766,-0.46625913625224946,-0.4644827515654173,-0.4617698359066453,-0.4581015889498299,-0.4661359730064121,-0.4633911020952139,-0.4603279288447151,-0.4602862559409675,-0.4572011809867838,-0.4599454703130876,-0.46066236203933303,-0.4578742904822405,-0.4585893969420101,-0.45979207599775285,-0.45553344143640057,-0.46034371119453965,-0.4600569113752378,-0.45885880302943893,-0.456862651913599,-0.46283461760465844,-0.4636246675071608,-0.4585654573052525,-0.4547649499030498,-0.4598952147461324,-0.4530650967070448,-0.45893608299464383,-0.4592140764808337,-0.45374029737046934,-0.4591916055108643,-0.4619650722715037,-0.4601908633204218,-0.4595453152492448,-0.461605521659625,-0.46249682397611996,-0.4587639016757684,-0.460990854611368,-0.46208688962404965,-0.46205825814281404,-0.46493794769411073,-0.46635706698696283,-0.464165844407319,-0.4643346949803213,-0.46762634069576353,-0.46097234481102833,-0.46404688228852414,-0.4657757316235067,-0.4636082994939617,-0.46692172164836176,-0.4618248694318559,-0.46654931289243184,1
-0.46225306844190067,-0.4626829631385368,-0.46032407432949357,-0.4602157530499615,-0.4637356203553762,-0.46213563488630455,-0.46084530315100847,-0.462893965197537,-0.46109509336653354,-0.4635750544405932,-0.459305837459059,-0.4583886350492915,-0.4569121224230828,-0.45342935754009045,-0.4526489788830295,-0.4597113402246,-0.460463277467592,-0.4586104020091853,-0.46258966774697985,-0.4588901613779307,-0.4579634087381623,-0.4591313199517945,-0.4571038089203508,-0.45999770083991953,-0.4592140855113225,-0.4583022702701436,-0.4577154528215972,-0.463828922954057,-0.4628725434055741,-0.464685860304382,-0.4633647888900934,-0.46385196187051864,-0.4622815333750403,-0.4661822991515846,-0.4642428310122538,-0.46049840397357594,-0.46295575088329105,-0.46212911314975735,-0.45933168614263614,-0.45942949211139333,-0.4605883234049632,-0.4575294011914542,-0.4630979569819132,-0.4626433946987336,-0.4654920669982599,-0.46395671783563114,-0.46175565924512035,-0.4559059024566424,-0.4629050843649606,-0.4644882496358973,-0.46452294685006573,-0.4631198232107106,-0.4602845904075758,-0.4564986378272545,-0.4643738383720501,-0.46200144299077206,-0.4588205842318029,-0.4588200628012911,-0.4554397848608287,-0.4585339030776927,-0.459380585858068,-0.4562978132372969,-0.45732442733588025,-0.4582590338555666,-0.4537638691734225,-0.458969259359884,-0.45846107925896523,-0.4574574608670039,-0.45556896628130145,-0.46122927628252297,-0.46195099460424055,-0.4571688030010121,-0.453110916382199,-0.45857310165204174,-0.4513308087515078,-0.4572246930900077,-0.45775055936700726,-0.45223299134725264,-0.45798732117368707,-0.4605894282799788,-0.4589407031663,-0.45789272876239057,-0.46039870820576256,-0.4611408422421379,-0.4570550889469177,-0.4596204897738254,-0.46071512268255715,-0.46020198312273464,-0.4637035792505755,-0.46491584266412184,-0.4625542510981408,-0.4626988149207362,-0.4658672510670169,-0.4595182404577792,-0.462673407946866,-0.4641778430914359,-0.462096450113959,-0.4654641028943315,-0.4601349073272723,-0.46484230220066625,0
-0.4625375989149927,-0.46282602390233635,-0.46007022767309136,-0.4605548182021906,-0.46381484617356195,-0.4621262272999857,-0.4604585745126504,-0.4625133822749421,-0.460876723703075,-0.4629964599097666,-0.4588246584084297,-0.45827157053523276,-0.45634977458632253,-0.45310267707986424,-0.4530082941988335,-0.4603571923330512,-0.4611522935109845,-0.4587131563102637,-0.4627959515284564,-0.4589878501167959,-0.457873016677698,-0.45925605901115396,-0.4575113964552783,-0.4603158142977511,-0.45925789290525376,-0.4585277177003174,-0.45789623980668737,-0.46392943010628535,-0.46311379203521896,-0.4647521964335865,-0.4635968434792912,-0.4640889346719968,-0.46251391219005006,-0.46598175218689947,-0.4643964756755318,-0.4604381281780667,-0.463202777303789,-0.4626251385470499,-0.4594355040706044,-0.45956859990117105,-0.4605520841865757,-0.4580578233736506,-0.4627998596052759,-0.46257386871389755,-0.4654790667845591,-0.463961232423204,-0.46179699565735205,-0.45605753683202077,-0.4628421150666217,-0.46472731552441526,-0.4648546350960371,-0.4629624978746372,-0.46056503291202805,-0.45705967072015585,-0.46494182201991835,-0.4620162850777262,-0.45920554185385043,-0.4588313743574753,-0.45561032850993777,-0.45855392147083546,-0.4591601875032836,-0.4563826798147078,-0.4573282082014835,-0.4584419536566229,-0.45437787908208094,-0.4589320824606172,-0.45893063479935003,-0.45743896489125746,-0.4554256440854157,-0.46127925231814804,-0.46239997458616605,-0.45718842812004123,-0.4533872194646295,-0.45867216488099377,-0.45180714986383314,-0.45776294841567633,-0.45794178357787096,-0.4525876201241841,-0.45808917606787625,-0.4606501997012911,-0.4586738335911463,-0.45847988945788554,-0.45998145592194434,-0.46122656522532063,-0.45753027858249123,-0.4595445738891738,-0.4607572286145254,-0.46054544957854576,-0.46369074449731995,-0.46523762545318387,-0.4626094770370846,-0.4626836470767772,-0.46639106634802296,-0.4598388521944629,-0.4627925983398566,-0.46413104300890656,-0.4623080533420993,-0.4656801087528002,-0.460668434377593,-0.4650174377928501,0
-0.46240370222177296,-0.4625996973033566,-0.4602387245860178,-0.460247939267358,-0.46335297651009616,-0.461850086972157,-0.460032620540973,-0.46234392564517357,-0.46067719812224994,-0.46263785476408464,-0.45829718034261957,-0.4574920521589066,-0.45538346343601116,-0.45235730116311484,-0.4520238024591195,-0.45894407900734974,-0.46021656527140964,-0.45800321750281314,-0.46214449947741737,-0.45833052080612674,-0.4574480637592951,-0.459258266782116,-0.4570300497819927,-0.4599771952685958,-0.45906787833407664,-0.45830061256845117,-0.4575584390486137,-0.46335123165751135,-0.46270664982574833,-0.4645446834140238,-0.4635067251922241,-0.4641201900774675,-0.46277900452756127,-0.4657868703907084,-0.4642857611387579,-0.46070992736707606,-0.46271602297067144,-0.4622353643622552,-0.45946270769878855,-0.4597422064228137,-0.4605916685635836,-0.45770775752548687,-0.4629811881413471,-0.46254303057546214,-0.46540502208913315,-0.4639815480672816,-0.4617707414495833,-0.4562437834017789,-0.4629427534987884,-0.4642841414952287,-0.46467564649787374,-0.4631192653194479,-0.4602840405203123,-0.4566374168170614,-0.4645766500941182,-0.4617293380632805,-0.458554200054521,-0.45851088026559156,-0.45504806741678117,-0.4581925083189597,-0.4588823881027812,-0.45619038718994126,-0.4569582234960185,-0.45798302094147275,-0.4538744338947369,-0.4587347168630393,-0.4584375467551931,-0.45736062899397845,-0.45526880092765376,-0.461425848689315,-0.4622404977856553,-0.4569687358153539,-0.4532520418313465,-0.4583972916358246,-0.4517729345650803,-0.45755004823615225,-0.4578983235299474,-0.4524608523713443,-0.45769809684847634,-0.4605938480197106,-0.45874536564221846,-0.4582150378487341,-0.46010241469571084,-0.46100446476889256,-0.45729543370472514,-0.4596686991312319,-0.46078603793639844,-0.4605504515172226,-0.4636974408903229,-0.46482463310595457,-0.4627277386437117,-0.46289094094421773,-0.46608040533720974,-0.45974416375409516,-0.4626839902714773,-0.464373957722987,-0.46226851694947313,-0.4653513310045855,-0.46033242820009007,-0.46520716801771583,1
-0.29326986256969245,-0.2952376039155552,-0.2948017376240448,-0.2840217398039247,-0.295274560401205,-0.296888060871741,-0.29076094306213995,-0.29006320391235124,-0.28248367307603484,-0.2822067139293763,-0.29452709125175275,-0.2842611877216562,-0.28775524418582704,-0.28766298054236733,-0.28952143678746795,-0.28571933658732673,-0.2940131154688703,-0.291631365827392,-0.2913224176557841,-0.28605229046404623,-0.2828817040140019,-0.29454641026813044,-0.2881707957006644,-0.29355508681520376,-0.2954012642368951,-0.283404795506008,-0.2882611026561617,-0.2947126524507318,-0.28519377119877914,-0.29062496005099275,-0.28337998272032144,-0.2917807257123019,-0.281987722423694,-0.2940722142386155,-0.28444863686241356,-0.28566845909896305,-0.28460548240217287,-0.28619891471272857,-0.28995079354620085,-0.2897107549774794,-0.28229805925569507,-0.29084100559474685,-0.2876741068004964,-0.28776255440549076,-0.2864463411914818,-0.28843406759282647,-0.28193444563496795,-0.2899294424071156,-0.29537751503773446,-0.29653262242450706,-0.2892008182522906,-0.29409104422899623,-0.28956054178054974,-0.2864491914566981,-0.28891565465491736,-0.29252295030361136,-0.29411557227716423,-0.2847739956058743,-0.2946011352838264,-0.29241911262798614,-0.2960719031943645,-0.2909272301985411,-0.29205631033210544,-0.2928979004881494,-0.2845724727430877,-0.2790259595604653,-0.2799489783184016,-0.28314540144054035,-0.2815779838298322,-0.28234949668027803,-0.2807925729119513,-0.2737300897246766,-0.26900006127181914,-0.27057776397040034,-0.26269117444597445,-0.26633675443499755,-0.27408079133358465,-0.26526874199977923,-0.27710773541544265,-0.27383222097754095,-0.27453932920058516,-0.27856465916190626,-0.2823790200569028,-0.28970378216054904,-0.28737718981489746,-0.28831878964500823,-0.28135936520951343,-0.2887988831698541,-0.29276140686895546,-0.29412396217952086,-0.285943929706929,-0.28756807970938564,-0.2929055994974863,-0.2933317216089157,-0.29517637399896085,-0.2885727905648087,-0.2837678295986824,-0.2868945844420624,-0.2903828209031057,-0.2860619811705774,1
-0.23616515452302292,-0.19845029123184502,-0.21600079736859848,-0.22408156912026667,-0.23888600572143417,-0.2101324066144928,-0.23913377478029754,-0.24063409399764368,-0.2203508529693948,-0.23527152965086015,-0.23481238524353226,-0.24010762579522474,-0.2510150015633381,-0.2797605802094951,-0.2940759866798711,-0.311990271965256,-0.271379494101529,-0.2795744948420362,-0.24027083526780194,-0.23588939901366757,-0.226398791987953,-0.2524342830512896,-0.21635070313532215,-0.21320982473214387,-0.23077276356241386,-0.2365708547235443,-0.2156532899592572,-0.22131419897794563,-0.21631082039730135,-0.2380686025062185,-0.20909885812664888,-0.22168848996381826,-0.22533015755630684,-0.19483035907881185,-0.20815106953289939,-0.235287381909921,-0.2133237630727524,-0.19100006518228826,-0.21288180454823774,-0.1949705601026094,-0.21198003742302327,-0.20164234421701763,-0.22376842908017466,-0.21464084262783473,-0.22013055542396098,-0.203759027400878,-0.1894235550604525,-0.21723229681133466,-0.1959332506359703,-0.21559867013759595,-0.2282093347494158,-0.23359666305246457,-0.21533730882279412,-0.1978484887201174,-0.2052369788686369,-0.19936411785513258,-0.23893723025449803,-0.23041604304027075,-0.20524958687323527,-0.22360940294429363,-0.19901377463641517,-0.1976986092614466,-0.22703136331572063,-0.23303630678413115,-0.2282306229603,-0.21393631629278986,-0.21583987083259162,-0.2270122910472868,-0.23002634206589506,-0.1947887058186598,-0.21307827888048667,-0.23260728822570226,-0.19253980691322234,-0.2140284450390024,-0.1913447919496002,-0.20155286749949802,-0.2167787181463485,-0.2134966847630279,-0.23633255234650571,-0.20726707334426223,-0.22135304824227997,-0.19452297530841342,-0.19804689590099572,-0.2092989637915909,-0.22919120891732436,-0.19597348846763885,-0.21640653294509507,-0.22540875854703338,-0.21656928924916877,-0.22495482550606305,-0.19520715418449444,-0.21561238973958238,-0.23621846851890796,-0.18982839654990344,-0.2117113519317009,-0.23394483708867456,-0.20207896022570224,-0.21029554070399648,-0.19998171059494024,-0.2100699741236051,0
-0.4427353937935686,-0.4437346767395059,-0.4416930512939815,-0.44186350485132564,-0.44328805475539673,-0.44247156593025966,-0.44021112041666927,-0.4424069364562771,-0.4408471265768642,-0.4425396918809689,-0.43906710485876504,-0.43819500637414793,-0.43705335215240665,-0.4336777124473795,-0.4345177884033426,-0.44043168462321886,-0.4418048341441454,-0.43906840220409943,-0.44323721380627756,-0.4397536549221552,-0.43967555162713073,-0.4415558072651466,-0.4398152132531811,-0.4430185335793162,-0.44292868681734693,-0.4411456103204673,-0.4410504311348326,-0.4452853533679368,-0.44438693745292307,-0.4465296050435692,-0.44445853550270303,-0.4448196930592355,-0.4440888666805238,-0.4466335022295828,-0.4449316173964954,-0.44134688616894346,-0.4432941320827016,-0.4428484325997531,-0.44025139443990097,-0.44016361965833517,-0.44195523236298323,-0.43779222339459617,-0.44339153097043643,-0.4428178358453514,-0.4452942567207716,-0.4449785203264825,-0.4419007749699436,-0.43745265825299295,-0.4433879752351587,-0.4450489226584563,-0.44505290274548615,-0.44403268944092733,-0.44166430788647615,-0.43837560788704943,-0.44524470324223536,-0.4425802973578886,-0.4408510223216228,-0.4406256940018841,-0.437638758536161,-0.4394314866805725,-0.441189328039211,-0.4372420438271216,-0.4379318275329391,-0.438542892441711,-0.43542461692783724,-0.4401227583080734,-0.43966462868780815,-0.4382526540500613,-0.43688786451491785,-0.4425182485444813,-0.4424048066782363,-0.4384486200159948,-0.43523610757792136,-0.43919807584008086,-0.4324407561556554,-0.43847255445710287,-0.4389953756855876,-0.4339361790207186,-0.4386762868497255,-0.4418922718120357,-0.4395351582035283,-0.4394685782902407,-0.441146288333524,-0.4417078872688005,-0.43817125082490654,-0.4404514518340314,-0.44198296918546365,-0.44108012733206,-0.4448549070456528,-0.4448055513857369,-0.44402511182584437,-0.4427227644266484,-0.44702690794043975,-0.44043879659047136,-0.44284937216315234,-0.44543831004533924,-0.4426389764358538,-0.4451191562974697,-0.44088324303891646,-0.44591699293632,0
0.14568310890972444,0.202433351658863,0.18396351857727064,0.20987687601550334,0.2109935887070005,0.156723062536853,0.17033229763534774,0.18051619016829581,0.19472553824727018,0.21074965316334726,0.14373166994740105,0.16779492095564344,0.14588557634998175,0.20742833500710653,0.19067743376688165,0.21576514515309111,0.18408400387913645,0.17116246697651225,0.16797938238415688,0.1476989560280311,0.19457687575442767,0.19603244025386096,0.18040680482517352,0.18279432287459976,0.10689791441489703,0.13537430481930776,0.13694601621805735,0.08402031837546274,0.07732419000098459,0.05820272490757709,0.09436377202533176,0.05240323105139262,-0.013537736646133494,0.027376810825973808,0.1140903681885061,0.0827918977569755,0.14663190840322762,0.1606114801677612,0.11153200989377496,0.15003233861864626,0.14015087238396448,0.16591516441995524,0.12209582417831219,0.20661261394664157,0.20711977217079947,0.1848087033725935,0.20843270946755102,0.196616920989785,0.14056174849210715,0.1734765527483023,0.18791678240543036,0.15436482624820094,0.14736283139609963,0.18800874163684975,0.13727045992523745,0.18987071192961674,0.12744063685895146,0.15966297196945622,0.1504815483655358,0.18482533131095155,0.1362126645100669,0.1449808134586942,0.14912803580309328,0.1642758447894089,0.1761523311397205,0.1793723157468482,0.1510231066954309,0.16167574327025702,0.19932693476082894,0.2154906692242592,0.15625776639973885,0.1620925605461396,0.15361334360828802,0.1421180149334368,0.17070011489174303,0.20576993955762354,0.1878718123134865,0.1724934714278508,0.17110282008872565,0.17358797648767832,0.13571844331332253,0.1836856697739414,0.1718394857091796,0.1554935212144769,0.18337569252928188,0.1455598857077898,0.21327619240976986,0.16933479372442964,0.21526379649282293,0.22539095164709766,0.17671723109133078,0.15949513263206339,0.19427265751990216,0.16633857262501853,0.15234734899131466,0.2086446576783447,0.17959702142884454,0.16244024129033707,0.19685041278449128,0.15581522188556435,0
-0.42394131919151146,-0.42377714135835765,-0.42355155033556624,-0.42347130134833544,-0.42557855590732574,-0.42478253671373545,-0.42122826896811916,-0.42350668848425943,-0.42252901554395256,-0.42327602954813365,-0.41910892224331675,-0.41971030079208704,-0.4163524397827156,-0.4153934070885181,-0.413237083705607,-0.41938633033907624,-0.4209226471064596,-0.41931155249675883,-0.42440187452213773,-0.42077665154848154,-0.4183116086048071,-0.4208877594033177,-0.41939212738778264,-0.4207023757282631,-0.41963848583375024,-0.42132612888547777,-0.4209360822310118,-0.4257005748564852,-0.42417322651449396,-0.423585808970768,-0.42426753328531197,-0.4242576142201846,-0.4248081933497114,-0.42676915542246924,-0.42426415070525697,-0.42361687254173774,-0.425137690176101,-0.4218610220468887,-0.4199341704189135,-0.419814932169647,-0.4208595470499633,-0.4179359567411635,-0.42462374679273995,-0.42284873947488816,-0.42733135274644524,-0.4267559519123309,-0.4224648408187366,-0.4193977289846671,-0.4244690744395767,-0.42464205543408867,-0.42460345540533184,-0.42482003013704295,-0.4235631189422448,-0.41933383951820047,-0.42724543997388736,-0.4253530320595888,-0.4215403351937045,-0.42303784007215955,-0.419240296490708,-0.42384473294945313,-0.4247769611183074,-0.42055233310995377,-0.42347757833155464,-0.4242065530339224,-0.42336823180703814,-0.42783579310041525,-0.42504656570503935,-0.42494479950050845,-0.42232741108987,-0.4237072687351895,-0.4266088240715578,-0.42192917607321734,-0.4162593307071207,-0.421107606183762,-0.4158281593830421,-0.4214934921911066,-0.41896029359281867,-0.41495578362190966,-0.419594562207334,-0.42394205135876806,-0.4207332337024959,-0.41870672931748126,-0.42120362665135225,-0.4240840212262685,-0.4204038883512915,-0.4226051235049183,-0.4214923390032743,-0.4237550790683065,-0.4237484343332511,-0.4273165434964186,-0.4254334947236318,-0.42415732342075346,-0.42612191627119583,-0.41955750368833006,-0.42363298459790943,-0.42665420549207184,-0.421862880536074,-0.4254990916983782,-0.42376734215468825,-0.42494843509649627,0
-0.4623434487098241,-0.4624991077038101,-0.45979435527643725,-0.46012196907168534,-0.46323835192208274,-0.46176154498327404,-0.45979671607157463,-0.46191445031792416,-0.4605231200348351,-0.46232302301646705,-0.4582437160036608,-0.45735912376210147,-0.45513512533341827,-0.4520545772699718,-0.45190080812829875,-0.4588282136934731,-0.45972647482764184,-0.4576900092054085,-0.4618179303301752,-0.45811141103590375,-0.4573047592731931,-0.458840446127536,-0.4568814387773006,-0.45972226113862635,-0.45853397572053844,-0.4578740306662594,-0.45734282154346034,-0.46327274573526567,-0.4624727117606381,-0.4641143490373896,-0.4632650955350254,-0.4638587812317122,-0.4624191557800461,-0.4655812247743787,-0.4640298749899897,-0.4602751602865046,-0.46268795178652394,-0.461996578742589,-0.4594044142098225,-0.4592620063325009,-0.460346356931422,-0.45745351666424156,-0.46244674614029524,-0.4621297995204283,-0.46524788907135906,-0.4635831357139821,-0.46151490257387906,-0.45583612866797196,-0.46261891139304534,-0.46404845861456706,-0.46441443501242924,-0.4626846680258268,-0.4601658147586314,-0.45645990880684323,-0.4643782714151554,-0.461684262095494,-0.4584578252911954,-0.458454322484671,-0.4552591151825537,-0.4582347092558554,-0.4586246249163503,-0.4561044463520569,-0.45664603202191817,-0.4576444015478506,-0.4533248306198539,-0.4580146877992996,-0.45768505390201253,-0.45651906209751614,-0.4546554900969575,-0.4607400664226815,-0.4617381736474615,-0.4565238997840268,-0.45292761551146726,-0.4580739753830911,-0.4512447358905826,-0.45702980754105865,-0.4575604216573416,-0.45205220020607195,-0.45739580023738025,-0.46030325013234424,-0.4584531847259161,-0.45772035633081476,-0.45994705480279985,-0.4607562021033113,-0.45692584176594575,-0.4593412079791948,-0.46018602840585066,-0.4601558541327147,-0.4633765720589338,-0.46460992240691495,-0.46232219058702345,-0.4623808519695944,-0.46597269440280376,-0.45917271071047255,-0.4623542673151669,-0.4641722716530395,-0.4619850799938851,-0.46497149732618726,-0.4599969737568688,-0.46478504633399076,1
