f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,clase
0.16176479737212113,0.18181876353770404,0.0,0.6666668760482163,1.0,0.06845564977114903,1.0,1.0,1.0,0.5999991752327906,0.8181812284999535,0.024826073492981007,0.0,0.0,0.0,0.0,0
0.20588208762084886,0.9999999999999999,0.0,0.3333337520964327,1.0,0.1087504696191742,0.0,0.0,1.0,0.3333321420029197,0.3636362456999907,0.07149953550784477,0.0,0.3899077244001432,0.1600001815499584,0.666666231212891,0
0.23529376998593987,0.27272654557787,1.0,0.9999999999999999,1.0,0.06258996691457173,0.0,1.0,1.0,0.499999037771589,0.2727268599499675,0.059913896917148365,0.0,0.3795867547594551,0.03999999458059826,0.666666231212891,0
0.16176479737212113,0.27272654557787,0.0,0.9999999999999999,1.0,0.06428122210058132,0.0,0.0,0.0,0.06666593354025824,0.45454537198999345,0.06454815235342692,0.061224698325764645,0.0,0.0,0.0,0
0.5882352026278789,0.6363634327618035,0.0,0.3333337520964327,1.0,0.04446936063116817,0.0,1.0,0.0,0.13333186708051653,0.3636362456999907,0.0734855835397743,0.0,0.0,0.0,0.0,0
0.23529376998593987,0.27272654557787,1.0,0.9999999999999999,1.0,0.05449610367575473,1.0,1.0,1.0,0.7333324169253229,0.09090830466660471,0.045349143270024775,0.020408253930456678,0.20298209313489604,0.12000025471188192,0.666666231212891,0
0.2499996889347883,0.7272728145306555,0.0,0.9999999999999999,1.0,0.04859013254369983,0.0,1.0,1.0,0.43333241692532287,0.3636362456999907,0.11155260803743464,0.0,0.3795867547594551,0.07999998916119652,0.33333350751484353,0
0.2941174457813336,0.9090906182311479,0.0,0.3333337520964327,1.0,0.046442488315067004,0.0,1.0,1.0,0.1666662084626614,0.3636362456999907,0.04865933801266172,0.020408253930456678,0.0,0.0,0.0,0
0.3235291592529458,0.45454498916983677,0.0,0.9999999999999999,1.0,0.04743577831551137,0.0,1.0,0.0,0.43333241692532287,0.3636362456999907,0.017543696669419212,0.020408253930456678,0.0,0.0,0.0,0
0.3529409660441215,0.9999999999999999,0.0,0.6666668760482163,1.0,0.043288182563696515,0.0,0.0,1.0,0.5333324169253228,0.2727268599499675,0.10228409716487752,0.0,0.1697251251025753,0.07999998916119652,0.666666231212891,0
0.2941174457813336,0.9999999999999999,0.0,0.3333337520964327,1.0,0.17029340594083406,0.0,1.0,0.0,0.6333324169253229,0.3636362456999907,0.08904343861822187,0.0,0.0,0.0,0.0,0
0.3529409660441215,0.0,0.0,0.3333337520964327,1.0,0.04801297562827976,0.0,1.0,1.0,0.5333324169253228,0.2727268599499675,0.03608063239746766,0.020408253930456678,0.0,0.0,0.0,0
0.2499996889347883,0.9090906182311479,0.0,0.9999999999999999,1.0,0.05935509673145055,1.0,1.0,1.0,0.39999890031038743,0.6363637543000092,0.10724943228736583,0.020408253930456678,0.0,0.0,0.0,0
0.014705607883636784,0.5454543069495413,1.0,0.3333337520964327,1.0,0.05120755753592335,1.0,1.0,1.0,0.9666656586178553,0.2727268599499675,0.08507123073217727,0.0,0.0,0.0,0.0,1
0.17647024972315198,0.6363634327618035,0.0,0.3333337520964327,1.0,0.04930152984758081,0.0,0.0,1.0,0.9333313172357103,0.0,0.028136268235617948,0.0,0.2775229397299693,0.03999999458059826,0.666666231212891,0
0.30882320919757617,0.27272654557787,0.0,0.9999999999999999,1.0,0.04707337370375009,1.0,0.0,1.0,0.9333313172357103,0.6363637543000092,0.061237957610789984,0.020408253930456678,0.0,0.0,0.0,0
0.5441168236509102,0.9090906182311479,0.0,0.3333337520964327,1.0,0.09913985965961195,1.0,1.0,1.0,0.8666653836954521,0.6363637543000092,0.07778885390861548,0.08163288879061593,0.0,0.0,0.0,0
0.26470560788363673,0.0,1.0,0.9999999999999999,1.0,0.07556966320730707,0.0,1.0,1.0,0.6333324169253229,0.2727268599499675,0.0364117120836774,0.0,0.1754591247004835,0.07999998916119652,0.666666231212891,0
0.08823520262787893,0.6363634327618035,1.0,0.6666668760482163,1.0,0.04150298334417329,0.0,1.0,0.0,0.7333324169253229,0.3636362456999907,0.08143004232039638,0.0,0.0,0.0,0.0,0
0.17647024972315198,0.9999999999999999,0.0,0.3333337520964327,1.0,0.0462411479310498,1.0,1.0,1.0,0.19999780062077477,0.5454545847666697,0.047666270988164054,0.0,0.1754591247004835,0.03999999458059826,0.33333350751484353,0
0.27941152683248516,0.27272654557787,0.5000004353091435,0.0,1.0,0.04446936063116817,0.0,1.0,1.0,0.5666656586178551,0.9090916953333953,0.030453395953757227,0.020408253930456678,0.0,0.0,0.0,0
0.3382350470952731,0.27272654557787,0.5000004353091435,0.9999999999999999,1.0,0.04468415333217528,1.0,1.0,1.0,0.5999991752327906,0.9090916953333953,0.04501814960088082,0.04081645074186851,0.0,0.0,0.0,0
0.36764688499296994,0.9999999999999999,1.0,0.3333337520964327,1.0,0.045892195636278436,1.0,1.0,0.0,0.36666565861785516,0.45454537198999345,0.03475657170382604,0.020408253930456678,0.0,0.0,0.0,0
0.36764688499296994,0.45454498916983677,0.0,0.3333337520964327,1.0,0.045717679091544436,1.0,1.0,1.0,0.19999780062077477,0.5454545847666697,0.0400529004954583,0.020408253930456678,0.0,0.0,0.0,0
0.10294081051151566,0.36363592734672195,0.0,0.9999999999999999,1.0,0.05175789061206022,1.0,1.0,1.0,0.9666656586178553,0.0,0.05461765414258189,0.04081645074186851,0.0,0.0,0.0,0
0.3235291592529458,0.27272654557787,0.0,0.9999999999999999,1.0,0.1234349057327877,1.0,1.0,1.0,0.6333324169253229,0.9090916953333953,0.05892082989265071,0.020408253930456678,0.0,0.0,0.0,0
0.5294112157672735,0.6363634327618035,0.0,0.6666668760482163,1.0,0.05288538060361718,0.0,1.0,0.0,0.13333186708051653,0.3636362456999907,0.08043699249931187,0.0,0.0,0.0,0.0,0
0.7058816210230312,0.8181821962995075,0.0,0.0,1.0,0.05381153021115694,1.0,1.0,0.5000006761230742,0.5333324169253228,0.6363637543000092,0.03806676644646298,0.0,0.12155952848014681,0.07999998916119652,0.666666231212891,0
0.5441168236509102,0.7272728145306555,0.0,0.3333337520964327,1.0,0.05499274867597691,1.0,0.0,1.0,0.9666656586178553,0.5454545847666697,0.04799726465730802,0.020408253930456678,0.0,0.0,0.0,0
0.5,0.0,0.0,0.3333337520964327,1.0,0.045878743319288526,1.0,0.0,1.0,0.6666656586178552,0.6363637543000092,0.02317101913019544,0.020408253930456678,0.0,0.0,0.0,0
0.7205887842327265,0.8181821962995075,0.5000004353091435,0.3333337520964327,1.0,0.1006968946558348,1.0,1.0,0.5000006761230742,0.43333241692532287,0.5454545847666697,0.29559850674373805,0.020408253930456678,0.0,0.0,0.0,1
0.17647024972315198,0.9090906182311479,0.0,0.3333337520964327,1.0,0.0467646571679035,1.0,1.0,1.0,0.8666653836954521,0.6363637543000092,0.02548806083126893,0.04081645074186851,0.0,0.0,0.0,0
