f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,clase
-0.21117113023983974,-1.4790379816583745,0.4664886739054427,0.15948696863665504,-0.8704820437274959,-1.0288628523264058,-0.08637563421018872,-0.8486204650179211,-0.8007411268219429,-1.5848584845672793,-1.2747573664531997,-0.4536963631529931,1.2068106907555471,1.7847584798660876,1.131253136937499,0.6536193680085739,0.5465155965714048,2.1378537487001106,0.1389968426015897,1.8345258834737672,1.009130872518363,0.11242426561613499,1.2347935550910838,-0.22582458491394256,-0.13772377348992004,1.1435243817378773,0.01997950851914457,-1.3255424853024822,-0.11129313813170752,-0.46659953240363794,-0.632261215981171,-0.8976807350143545,-0.7031042136630598,0.4753085471036838,0.3278387293368119,-0.14999712076619368,-0.8512042067296889,0.5733523438965009,-0.5197609469097534,0.26335535247609126,2
0.3980518230366785,0.05183193641603099,-0.8144764772845519,-0.7692129197284986,0.10052310563555437,-0.3590728875665415,-0.5783878455179526,0.6423018191419985,-0.2075107791440351,-1.0863086190580835,-1.1353034307135834,0.4604950288860275,0.26071512389157686,1.3256025669044254,0.3125172523482962,0.7867666878205724,0.5345273987111353,1.1124412308630793,1.2478347333895057,-1.154966459816257,-0.3624232762572473,-1.7548255419704906,-0.42443544536847955,0.44596162294168545,-1.317041750556124,0.419857991300492,0.13146115725925497,0.09629737874549892,-0.7864706543296217,2.403289105104083,0.308439836909219,1.2597459351850613,1.3652264729073962,-0.03308971765447422,-0.1902220675365755,0.6957714360281304,0.06607629883835617,0.9248905001342923,-0.777088675515484,0.19354537151064088,0
-0.6705850949991774,0.6487748428269289,0.3646904897420189,0.33537756117628115,0.6519582768935919,0.7517981759278693,0.20883189259447574,0.7959463064232221,1.6800380541491908,0.4027723204651622,-1.729492808517501,-0.8585528367988394,-0.17918684645480995,-2.10384035774726,-1.0054505621417038,-1.5821482940596747,-1.2815880674764462,-0.25240522261672194,-0.2528483443903841,-0.4028933986602021,-1.4060006289408822,2.1594160553526387,0.5690549501110931,1.1967797374272928,-1.6368537440315571,0.21600859965757932,0.0706528761173749,0.623273368954749,0.41272526250249475,-0.1116662061999034,0.9289018717582027,0.26168616273247847,1.089448914684677,0.5650255232009843,0.26806275280141895,2.165796403656379,0.20719660741035975,-0.0795060464408565,-1.3115411121042932,0.9714281594256609,1
0.418026821552331,0.3406750265896836,-0.3224502536612493,0.27205722789002407,-0.19317627907797874,-1.2684668076290735,-1.91666170033909,-1.8103224040532664,-1.5377838617126236,-1.3946294576495177,-1.2444443372487553,0.924121377777231,0.519836024288744,1.251915198589609,1.0064506550124286,2.0683068907359243,0.8282227447388226,-0.02610889815163229,1.0727572245335542,0.13295979502854027,-0.4618112145699724,1.2307831509801113,1.1323733082788388,0.5645124831868151,1.1215422014449004,0.13446944306043998,0.10105711669831643,0.18578362611537255,3.12351233497173,-0.3347674112678466,1.1790878857811826,0.40282627200253257,-0.3091368448305687,-0.1028702991346388,-0.9972007510643569,-0.7742545317001042,1.144634328205875,1.3668266967989866,-1.6084507982647946,0.07387100412986772,0
-0.7904320857929097,1.2168316600424074,-1.1368437277690606,0.11023804276957282,1.7188620209404575,1.6176217398808932,0.9124092647555754,-0.08039702851099341,1.751945247855629,1.0915592136923684,0.5623772198263755,-0.9238523648159096,-0.08277020914189508,-0.15387537241638125,-0.4113651456177686,-0.9108601396323353,0.450615014188899,-0.4928452611302522,-2.603920466442243,2.0131439480703963,-0.24315735024197505,-0.63647265720684,0.7534143946733046,0.18910192579393115,0.31201521767257107,0.22620161929474852,1.2057405907457992,-0.5599369354835672,-1.4414941551723783,-0.28406236463887335,-0.07184348446370528,0.5943744203833001,0.12422746090515926,1.2927293292679443,-1.873917407150102,1.4710569461896261,0.005596312322066795,-0.5716601652437762,0.9252345292378026,0.37305632252179494,1
0.6077848070007558,0.4273286937158018,-1.0689769381933745,-0.0023315864207775175,0.2683508968575474,0.03844485575841749,-0.2487398739627572,0.5171101998944847,0.8411281283077914,0.4158916326732859,0.5745034316080943,0.9371806833206568,0.483679410258914,-0.11419540464685561,0.4972327263775832,-1.0218122390754747,-0.844041347825035,-0.47163014010258547,-1.4533954066743053,-0.3370867432824965,-0.18352438723433892,-0.47670867374064296,-1.2642964707297413,-0.41353036366041135,-1.267066751137876,-0.6197730059883241,0.34428944118582444,-0.5897649178635281,2.2467846642221643,-0.6491377002679415,-0.1519031889690573,1.209340896374277,-0.2992878606297443,-1.6480048883664495,0.1783977878983373,-1.0662467239933737,0.4591968012532285,-1.817111718980558,-1.1234923102693464,-0.25523350616725854,1
-0.13127213627729062,-0.1888709387586886,1.3741974835297435,0.9756175978484692,1.5869988279875533,2.2492948937698567,1.325702602562191,0.7959463064232221,0.6793389426684088,0.5864476918790487,-0.5229282355868806,-0.7932533087817694,-2.4570355285347265,-1.1175217315333892,-0.7807950935763193,-0.04540316091437444,-1.401460045079841,-0.9171506819835477,-0.23617467691839492,0.9132377086916175,-0.17358539338306536,0.3021452461073118,-0.6395209639743648,1.2165417144850017,-0.18769477250797462,-2.0772978064002205,0.14159517071289102,1.5081908482935082,-1.1794879551553004,0.8618666886782265,0.3985068419614914,0.2213601314838983,-0.7818980874695335,-0.15271328587759664,-0.3595880011201836,0.4239172570585263,0.3382367082086515,-0.44108910723831524,-0.2228442600492955,0.24340935788595985,0
-0.2810811247944713,-0.7184169041070608,-0.33941695105517083,-1.135063512026866,-1.6436844028607076,-1.4209320509127017,-0.47014501901624034,0.7561132912768378,0.16999898751461007,1.845934667159944,1.9629661817641981,1.7599559364557165,1.6949194796084441,0.027517165798586166,-0.6859416069531814,0.07664834889328115,0.27080104718422676,-0.5564906242132523,0.4474706919335687,-0.07386092185259086,1.3967496325180209,0.062498070787951124,0.5588129254298685,0.2582568442952702,2.060996182904287,-0.6299650255254504,-0.19284827535741736,-0.7488528244232986,0.15071606218539363,0.6996105394655121,-0.6022382142304191,-0.030675863649767803,0.26211624001651895,0.5749945205895994,-0.4094009815330137,-1.9925693342823312,1.2958394450115236,-0.7122762278189062,1.9941394024154213,0.9215641730503418,2
-1.429613036392633,2.2951795167227202,2.0274028319450634,1.5525353010343408,1.7428444203868785,1.633963373696928,1.7586659077687963,1.3706882400993032,0.7632293351925178,1.209631023365419,-0.7108860183534308,-2.151485091696796,-0.6733242378959241,-2.1888688601105293,-1.9939194223090397,-0.3116972004783424,-0.7960915566837472,-0.004893647110967256,-0.544648526250374,-0.5157048078791259,0.7010300639289243,0.15236526148268428,0.630508098298497,0.36692771611159897,0.8117242077530684,-0.028610270273898744,0.5469827115587428,-0.6891948594633847,1.0778277712228457,0.07087106157481508,-0.402089202992037,-1.2202919853029248,0.055283571399449,1.8709071754062077,-0.160334079268879,-0.2909582135319189,1.9409539406493548,1.1559056032363424,-0.04469384789302325,0.014033820439481128,0
0.2981798307585987,0.6198909538515763,-1.4083008850712782,-2.3522252522850446,-1.9433843879361477,-0.8001539863010876,-1.2868887101292328,-0.3592341351405404,-0.17754978179970307,0.4355706009854713,-0.14094906411295066,1.387748726768415,0.8994769712520809,0.5830313140319217,0.6220402088027709,1.0419642173101635,2.1408639037929857,1.2114511295921135,1.272847234797522,0.7910253487044501,-0.09407484271288422,0.3820272378404103,0.17985301172427764,-0.9074907811983715,-0.8273237599590828,-1.1599760440571347,0.2936153735175835,0.15595464363541559,-0.8670897160502746,0.8010206327234586,0.9088868706243654,-0.15165315731552714,1.4834182837170464,-1.5483149144802977,-0.1702960752914497,-0.43192030639763046,-0.4580839043348137,-0.360737071481098,0.7965706649349372,1.2706170781776223,2
