f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,clase
0.48040630590957384,0.2690763666500266,0.5481391575965229,0.5027938896865431,0.33267475626609044,0.3040727185695624,0.47478210609855465,0.3797462180847422,0.37539162230223966,0.24008428141973454,0.24275013110711097,0.42379913222255267,0.756494812771216,0.7404847881760769,0.6607293530439063,0.5661620929020034,0.5856875985897346,0.7892569227937203,0.5266905347697833,0.6972828951623891,0.6361146060177245,0.47919589714702854,0.6289652423018439,0.48554918706679895,0.47174818075904495,0.6236562685049515,0.47390139495290284,0.3292353143249742,0.4743938078723054,0.4306358266173568,0.3975403837962407,0.38636410094542384,0.40175895707275233,0.5456887313068606,0.5440345413686504,0.4948904855467023,0.37555925542029367,0.5492157804128339,0.4356726148355081,0.5572409261923205,2
0.5689404740623178,0.48192750042063603,0.35430085233119846,0.35530792981207837,0.49259582584575956,0.4153848838716755,0.387825515194686,0.6348581353959887,0.47862414875121173,0.31941639572800146,0.2674549629356654,0.5699368191512152,0.5865805601057563,0.6704145515816207,0.5146921308147469,0.5888464435046635,0.5838042597050006,0.6394624808978522,0.6844600719173648,0.2858994879021881,0.447332246776809,0.2109034840912422,0.40551729803914704,0.5838149198184834,0.3166886264237681,0.5282259117459706,0.48901130628914874,0.5245905462040537,0.3840972956922875,0.8395946899249662,0.5259558044539586,0.7106055823601027,0.7096767949878506,0.4800516474236974,0.47017085315355395,0.617518252408883,0.5111776856754611,0.5991443327670551,0.3976609647172489,0.5475857585481908,0
0.41364284437390725,0.5649260445331913,0.532734845091226,0.5307269100288426,0.5834152230953836,0.6000001662062754,0.526956095991742,0.6611482647682935,0.8070908828274426,0.5563674962721068,0.16219189828922936,0.35908096804826817,0.5075762637583701,0.1470588235294118,0.27960733455944653,0.18525365566077917,0.29849358027639683,0.4400828076285871,0.4709373590361309,0.38939210232597826,0.303693007403084,0.773314211976905,0.5393103949854745,0.6936410688528236,0.27463897896334166,0.5013441601175348,0.4807695216820223,0.5969949845413947,0.5444746869896571,0.4812137925137348,0.6106552878471805,0.560606333889465,0.6686210634141693,0.5572716990194737,0.5355118465030857,0.8306567967113039,0.5320420936831382,0.4564910683340625,0.31871331638358813,0.6551719320570986,1
0.5718433027688274,0.5220880512939599,0.4287552816688257,0.5206710671766007,0.4442245893295691,0.26425301913699056,0.15130347481339163,0.21518926689027307,0.24713320814414275,0.2703546153466662,0.24812020750357885,0.6440496174297289,0.6331174382849096,0.659169370617844,0.6384684406658117,0.8071828494900306,0.6299436270967012,0.47314065609121114,0.6595493994316621,0.46313074664989495,0.4336523716573933,0.6398852718614296,0.6151723339120223,0.6011559831122892,0.6373194894816708,0.4905915385964657,0.4848904275406618,0.5368856063208519,0.9070084089136893,0.44942189158953094,0.6448082657084503,0.5818184004449053,0.460409917099433,0.4710425807184673,0.3551140446938845,0.4043795631022208,0.6706407354121907,0.6619120128634172,0.27485474285089584,0.5310340267787983,0
0.3962263081477735,0.6439082860436431,0.30551957092872617,0.49497271387367703,0.7591304476731833,0.7438910883519319,0.6513040050763843,0.5111970360736532,0.8196040007170243,0.665971217640534,0.568205994075376,0.3486425390004253,0.5248922320889732,0.4446364088679424,0.3855738441861004,0.2996212289017853,0.5706216730874376,0.4049588153308069,0.136418162336304,0.7218624891449301,0.46374815198209385,0.37159199662023323,0.5641380341368085,0.546242689160208,0.530880941297756,0.5026883202350697,0.6346161405715633,0.4344265200961869,0.2964961299201909,0.4566473560073252,0.4740431989209144,0.610606333889465,0.5249260029062842,0.6512223654003579,0.23011418728539978,0.7299267003559855,0.5022358180750879,0.38659099560802945,0.6491228433025115,0.5724132732101361,1
0.5994195214612827,0.5341363194553562,0.3157893143818783,0.4770956364433377,0.5202364618351982,0.4814482217590608,0.4460863939818685,0.6134365801902936,0.6611057837057973,0.5584551164837334,0.5703542018057347,0.6461372073169562,0.626623882805989,0.45069183503404997,0.5476396725528426,0.2807182849490031,0.36723191447910053,0.408057965340011,0.30011910335239655,0.39844774221428286,0.47195610458473625,0.3945473957689688,0.29241342899433387,0.4580924669457879,0.32325945913249754,0.3911290971364061,0.5178574575285572,0.43032827207145313,0.7897570951463166,0.40462415471329727,0.4631142214309899,0.7030301663886007,0.4618761613225975,0.27155698905849324,0.5227276616132234,0.362043689777926,0.5692999123171487,0.20970097100617602,0.3464912993442191,0.48551676441296887,1
0.4920174753979708,0.44846033297689347,0.6854955385788829,0.6324028308958999,0.7374130521793987,0.8488686338841411,0.7243480858389733,0.6611482647682935,0.632951616524277,0.5855949749431467,0.37593971907643897,0.36951939709611104,0.09848550162370329,0.2975775853385306,0.31967893909689804,0.4470694055866607,0.27966176258020725,0.3429753768565243,0.4733097498260408,0.5705046248446572,0.47332411962767085,0.5064556132581125,0.37655178637086645,0.6965317580832507,0.46517787403252153,0.19892435538475128,0.490384842171469,0.7185791824115424,0.33153616822642407,0.6199421392790212,0.5382508819449754,0.5545457005005184,0.39002870551241126,0.4646075699628913,0.44602312264011046,0.5781021844888964,0.5514161593728236,0.40513584995710306,0.47953222248978056,0.554482267345358,0
0.47024676878089333,0.3748326146598271,0.4261878458055377,0.2972075397380024,0.20533109763027557,0.23891487246992502,0.40695598993914345,0.6543324320624272,0.5443174955664579,0.7860117669338655,0.8163260244071833,0.7776616051644589,0.8441568238641263,0.47231811286083636,0.33659787469741104,0.4678633595616274,0.5423730038524626,0.3956613653031946,0.57058132966015,0.4346701916685361,0.6894669173822431,0.47202234209792704,0.5379311041464923,0.5563583459874133,0.7608411507438704,0.3897850689027132,0.445055311488876,0.40847021642047404,0.5094342474309812,0.5968206531420794,0.4016388339759063,0.516666997339586,0.545453868693125,0.5585587528180126,0.4389209244493116,0.22773641129003025,0.6929961659083751,0.36661946103191423,0.8070181399698331,0.6482754232599314,2
0.30333855095465034,0.7938410538010898,0.7843399276002759,0.724022591260816,0.7630802629476691,0.7466068988900746,0.8008685707821557,0.7594924361694845,0.64755002201543,0.684759481261866,0.3426422334982212,0.15239981710806938,0.41883154438601033,0.13408291031632413,0.10329498607689547,0.4017008066137557,0.3747647986726914,0.4762398250929906,0.4294189549356742,0.3738681482317418,0.593707240926473,0.4849347469342124,0.5475862747025858,0.5722542109559463,0.5965838770674389,0.46908611091694874,0.5453299373348822,0.41666698728959123,0.6334237934673427,0.5072253361551123,0.4289612435697201,0.33787858291623446,0.5146621444566201,0.725868386870192,0.47443220058633634,0.4744525727377526,0.7883752944325086,0.6319551371283445,0.5058480461750058,0.522758160894102,0
0.5544267665426936,0.5609100478482205,0.2644421104882744,0.10391122320623108,0.15597158373097775,0.34208176683918884,0.26260744453890983,0.4634851803682661,0.48383788986019766,0.5615865468011733,0.4436088826839397,0.7181625755788115,0.7012991421674283,0.5570932550281282,0.5699014768658833,0.6323245265787241,0.8361587868199272,0.653926057521206,0.6880189426980539,0.5536870079092344,0.4842680472541964,0.5179333128324803,0.4868966696880602,0.38583825598984167,0.38107792163391113,0.3198921717707911,0.5109892359139036,0.5327872208862934,0.3733155088081599,0.6112715819776681,0.6079230332354002,0.49848521741744445,0.7272723212158749,0.2844275270438822,0.4730118465030857,0.4540145149245616,0.4336814524893502,0.41654815542916884,0.6301170182433818,0.6965516764412969,2
